,ID,EP1,EP2,Bandwidth,PacketsFlowing(1Kb),DayOfTheWeek,TimeHour,LinkWeight
611,611,5,12,100,71,Tuesday,8,0.704
612,612,6,7,50,31,Tuesday,8,0.806
613,613,7,9,80,45,Tuesday,8,0.889
614,614,8,9,50,37,Tuesday,8,0.676
615,615,9,11,130,97,Tuesday,8,0.670
616,616,9,13,70,53,Tuesday,8,0.660
617,617,10,11,140,86,Tuesday,8,0.814
618,618,10,13,90,45,Tuesday,8,1.000
619,619,11,12,70,47,Tuesday,8,0.745
620,620,0,1,130,98,Tuesday,10,0.663
621,621,0,2,130,108,Tuesday,10,0.602
622,622,0,3,140,103,Tuesday,10,0.680
623,623,1,2,130,109,Tuesday,10,0.596
624,624,1,7,100,73,Tuesday,10,0.685
625,625,2,5,100,81,Tuesday,10,0.617
626,626,3,4,110,100,Tuesday,10,0.550
627,627,3,10,100,89,Tuesday,10,0.562
628,628,4,5,70,66,Tuesday,10,0.530
629,629,4,6,60,48,Tuesday,10,0.625
630,630,5,8,140,100,Tuesday,10,0.700
631,631,5,12,90,64,Tuesday,10,0.703
632,632,6,7,120,118,Tuesday,10,0.508
633,633,7,9,130,122,Tuesday,10,0.533
634,634,8,9,120,103,Tuesday,10,0.583
635,635,9,11,140,138,Tuesday,10,0.507
636,636,9,13,110,94,Tuesday,10,0.585
637,637,10,11,70,62,Tuesday,10,0.565
638,638,10,13,70,61,Tuesday,10,0.574
639,639,11,12,110,87,Tuesday,10,0.632
640,640,0,1,60,43,Tuesday,12,0.698
641,641,0,2,70,69,Tuesday,12,0.507
642,642,0,3,100,97,Tuesday,12,0.515
643,643,1,2,60,51,Tuesday,12,0.588
644,644,1,7,70,68,Tuesday,12,0.515
645,645,2,5,60,49,Tuesday,12,0.612
646,646,3,4,100,71,Tuesday,12,0.704
647,647,3,10,120,105,Tuesday,12,0.571
648,648,4,5,90,70,Tuesday,12,0.643
649,649,4,6,60,47,Tuesday,12,0.638
650,650,5,8,80,71,Tuesday,12,0.563
651,651,5,12,140,105,Tuesday,12,0.667
652,652,6,7,130,100,Tuesday,12,0.650
653,653,7,9,140,100,Tuesday,12,0.700
654,654,8,9,120,101,Tuesday,12,0.594
655,655,9,11,70,61,Tuesday,12,0.574
656,656,9,13,50,42,Tuesday,12,0.595
657,657,10,11,100,75,Tuesday,12,0.667
658,658,10,13,70,59,Tuesday,12,0.593
659,659,11,12,130,125,Tuesday,12,0.520
660,660,0,1,80,57,Tuesday,14,0.702
661,661,0,2,140,119,Tuesday,14,0.588
662,662,0,3,60,49,Tuesday,14,0.612
663,663,1,2,80,69,Tuesday,14,0.580
664,664,1,7,90,69,Tuesday,14,0.652
665,665,2,5,140,101,Tuesday,14,0.693
666,666,3,4,110,93,Tuesday,14,0.591
667,667,3,10,140,128,Tuesday,14,0.547
668,668,4,5,110,90,Tuesday,14,0.611
669,669,4,6,90,69,Tuesday,14,0.652
670,670,5,8,100,82,Tuesday,14,0.610
671,671,5,12,130,103,Tuesday,14,0.631
672,672,6,7,140,106,Tuesday,14,0.660
673,673,7,9,50,41,Tuesday,14,0.610
674,674,8,9,70,50,Tuesday,14,0.700
675,675,9,11,60,55,Tuesday,14,0.545
676,676,9,13,70,61,Tuesday,14,0.574
677,677,10,11,110,102,Tuesday,14,0.539
678,678,10,13,80,78,Tuesday,14,0.513
679,679,11,12,100,84,Tuesday,14,0.595
680,680,0,1,120,85,Tuesday,16,0.706
681,681,0,2,110,82,Tuesday,16,0.671
682,682,0,3,120,100,Tuesday,16,0.600
683,683,1,2,120,117,Tuesday,16,0.513
684,684,1,7,50,43,Tuesday,16,0.581
685,685,2,5,100,85,Tuesday,16,0.588
686,686,3,4,70,58,Tuesday,16,0.603
687,687,3,10,120,94,Tuesday,16,0.638
688,688,4,5,50,48,Tuesday,16,0.521
689,689,4,6,50,40,Tuesday,16,0.625
690,690,5,8,80,59,Tuesday,16,0.678
691,691,5,12,90,65,Tuesday,16,0.692
692,692,6,7,70,57,Tuesday,16,0.614
693,693,7,9,100,70,Tuesday,16,0.714
694,694,8,9,80,56,Tuesday,16,0.714
695,695,9,11,110,96,Tuesday,16,0.573
696,696,9,13,130,96,Tuesday,16,0.677
697,697,10,11,80,60,Tuesday,16,0.667
698,698,10,13,70,57,Tuesday,16,0.614
699,699,11,12,50,35,Tuesday,16,0.714
700,700,0,1,130,99,Tuesday,18,0.657
701,701,0,2,110,86,Tuesday,18,0.640
702,702,0,3,80,66,Tuesday,18,0.606
703,703,1,2,70,60,Tuesday,18,0.583
704,704,1,7,130,119,Tuesday,18,0.546
705,705,2,5,130,103,Tuesday,18,0.631
706,706,3,4,120,110,Tuesday,18,0.545
707,707,3,10,50,48,Tuesday,18,0.521
708,708,4,5,80,69,Tuesday,18,0.580
709,709,4,6,100,88,Tuesday,18,0.568
710,710,5,8,110,94,Tuesday,18,0.585
711,711,5,12,50,42,Tuesday,18,0.595
712,712,6,7,140,114,Tuesday,18,0.614
713,713,7,9,120,112,Tuesday,18,0.536
714,714,8,9,100,77,Tuesday,18,0.649
715,715,9,11,100,80,Tuesday,18,0.625
716,716,9,13,60,44,Tuesday,18,0.682
717,717,10,11,60,57,Tuesday,18,0.526
718,718,10,13,70,60,Tuesday,18,0.583
719,719,11,12,80,66,Tuesday,18,0.606
720,720,0,1,140,81,Tuesday,20,0.864
721,721,0,2,90,70,Tuesday,20,0.643
722,722,0,3,80,56,Tuesday,20,0.714
723,723,1,2,140,101,Tuesday,20,0.693
724,724,1,7,90,65,Tuesday,20,0.692
725,725,2,5,140,104,Tuesday,20,0.673
726,726,3,4,100,50,Tuesday,20,1.000
727,727,3,10,80,46,Tuesday,20,0.870
728,728,4,5,110,66,Tuesday,20,0.833
729,729,4,6,120,76,Tuesday,20,0.789
730,730,5,8,60,44,Tuesday,20,0.682
731,731,5,12,60,34,Tuesday,20,0.882
732,732,6,7,70,53,Tuesday,20,0.660
733,733,7,9,60,43,Tuesday,20,0.698
734,734,8,9,110,59,Tuesday,20,0.932
735,735,9,11,80,44,Tuesday,20,0.909
736,736,9,13,90,58,Tuesday,20,0.776
737,737,10,11,70,54,Tuesday,20,0.648
738,738,10,13,100,53,Tuesday,20,0.943
739,739,11,12,120,83,Tuesday,20,0.723
740,740,0,1,80,53,Tuesday,22,0.755
741,741,0,2,130,69,Tuesday,22,0.942
742,742,0,3,140,71,Tuesday,22,0.986
743,743,1,2,140,103,Tuesday,22,0.680
744,744,1,7,70,50,Tuesday,22,0.700
745,745,2,5,140,98,Tuesday,22,0.714
746,746,3,4,140,99,Tuesday,22,0.707
747,747,3,10,140,95,Tuesday,22,0.737
748,748,4,5,110,77,Tuesday,22,0.714
749,749,4,6,100,68,Tuesday,22,0.735
750,750,5,8,140,77,Tuesday,22,0.909
751,751,5,12,140,103,Tuesday,22,0.680
752,752,6,7,50,25,Tuesday,22,1.000
753,753,7,9,60,30,Tuesday,22,1.000
754,754,8,9,130,100,Tuesday,22,0.650
755,755,9,11,130,88,Tuesday,22,0.739
756,756,9,13,60,43,Tuesday,22,0.698
757,757,10,11,60,40,Tuesday,22,0.750
758,758,10,13,60,39,Tuesday,22,0.769
759,759,11,12,80,41,Tuesday,22,0.976
760,760,0,1,140,70,Tuesday,24,1.000
761,761,0,2,60,41,Tuesday,24,0.732
762,762,0,3,90,59,Tuesday,24,0.763
763,763,1,2,120,75,Tuesday,24,0.800
764,764,1,7,110,78,Tuesday,24,0.705
765,765,2,5,50,25,Tuesday,24,1.000
766,766,3,4,110,59,Tuesday,24,0.932
767,767,3,10,70,54,Tuesday,24,0.648
768,768,4,5,70,51,Tuesday,24,0.686
769,769,4,6,60,34,Tuesday,24,0.882
770,770,5,8,50,31,Tuesday,24,0.806
771,771,5,12,140,87,Tuesday,24,0.805
772,772,6,7,120,85,Tuesday,24,0.706
773,773,7,9,110,76,Tuesday,24,0.724
774,774,8,9,140,103,Tuesday,24,0.680
775,775,9,11,140,73,Tuesday,24,0.959
776,776,9,13,90,47,Tuesday,24,0.957
777,777,10,11,60,30,Tuesday,24,1.000
778,778,10,13,80,52,Tuesday,24,0.769
779,779,11,12,130,83,Tuesday,24,0.783
780,780,0,1,80,48,Wednesday,0,0.833
781,781,0,2,80,42,Wednesday,0,0.952
782,782,0,3,60,45,Wednesday,0,0.667
783,783,1,2,130,89,Wednesday,0,0.730
784,784,1,7,60,30,Wednesday,0,1.000
785,785,2,5,50,33,Wednesday,0,0.758
786,786,3,4,140,72,Wednesday,0,0.972
787,787,3,10,120,79,Wednesday,0,0.759
788,788,4,5,120,76,Wednesday,0,0.789
789,789,4,6,110,66,Wednesday,0,0.833
790,790,5,8,90,50,Wednesday,0,0.900
791,791,5,12,50,28,Wednesday,0,0.893
792,792,6,7,60,40,Wednesday,0,0.750
793,793,7,9,80,43,Wednesday,0,0.930
794,794,8,9,90,69,Wednesday,0,0.652
795,795,9,11,70,42,Wednesday,0,0.833
796,796,9,13,130,89,Wednesday,0,0.730
797,797,10,11,90,55,Wednesday,0,0.818
798,798,10,13,60,31,Wednesday,0,0.968
799,799,11,12,70,47,Wednesday,0,0.745
800,800,0,1,130,78,Wednesday,2,0.833
801,801,0,2,130,97,Wednesday,2,0.670
802,802,0,3,100,60,Wednesday,2,0.833
803,803,1,2,80,61,Wednesday,2,0.656
804,804,1,7,110,65,Wednesday,2,0.846
805,805,2,5,140,79,Wednesday,2,0.886
806,806,3,4,50,31,Wednesday,2,0.806
807,807,3,10,70,50,Wednesday,2,0.700
808,808,4,5,130,86,Wednesday,2,0.756
809,809,4,6,100,55,Wednesday,2,0.909
810,810,5,8,90,54,Wednesday,2,0.833
811,811,5,12,70,54,Wednesday,2,0.648
812,812,6,7,80,58,Wednesday,2,0.690
813,813,7,9,110,59,Wednesday,2,0.932
814,814,8,9,140,72,Wednesday,2,0.972
815,815,9,11,70,48,Wednesday,2,0.729
816,816,9,13,110,80,Wednesday,2,0.688
817,817,10,11,130,86,Wednesday,2,0.756
818,818,10,13,60,39,Wednesday,2,0.769
819,819,11,12,80,50,Wednesday,2,0.800
820,820,0,1,120,91,Wednesday,4,0.659
821,821,0,2,60,38,Wednesday,4,0.789
822,822,0,3,70,37,Wednesday,4,0.946
823,823,1,2,50,35,Wednesday,4,0.714
824,824,1,7,140,70,Wednesday,4,1.000
825,825,2,5,130,97,Wednesday,4,0.670
826,826,3,4,90,71,Wednesday,4,0.634
827,827,3,10,60,38,Wednesday,4,0.789
828,828,4,5,80,63,Wednesday,4,0.635
829,829,4,6,80,55,Wednesday,4,0.727
830,830,5,8,130,88,Wednesday,4,0.739
831,831,5,12,140,87,Wednesday,4,0.805
832,832,6,7,130,96,Wednesday,4,0.677
833,833,7,9,120,62,Wednesday,4,0.968
834,834,8,9,50,33,Wednesday,4,0.758
835,835,9,11,120,69,Wednesday,4,0.870
836,836,9,13,100,71,Wednesday,4,0.704
837,837,10,11,70,42,Wednesday,4,0.833
838,838,10,13,140,82,Wednesday,4,0.854
839,839,11,12,130,92,Wednesday,4,0.707
840,840,0,1,80,50,Wednesday,6,0.800
841,841,0,2,50,33,Wednesday,6,0.758
842,842,0,3,100,68,Wednesday,6,0.735
843,843,1,2,130,83,Wednesday,6,0.783
844,844,1,7,60,43,Wednesday,6,0.698
845,845,2,5,70,46,Wednesday,6,0.761
846,846,3,4,90,69,Wednesday,6,0.652
847,847,3,10,120,79,Wednesday,6,0.759
848,848,4,5,100,62,Wednesday,6,0.806
849,849,4,6,100,50,Wednesday,6,1.000
850,850,5,8,140,96,Wednesday,6,0.729
851,851,5,12,70,36,Wednesday,6,0.972
852,852,6,7,90,46,Wednesday,6,0.978
853,853,7,9,100,50,Wednesday,6,1.000
854,854,8,9,120,81,Wednesday,6,0.741
855,855,9,11,80,51,Wednesday,6,0.784
856,856,9,13,100,78,Wednesday,6,0.641
857,857,10,11,90,49,Wednesday,6,0.918
858,858,10,13,60,43,Wednesday,6,0.698
859,859,11,12,140,85,Wednesday,6,0.824
860,860,0,1,140,83,Wednesday,8,0.843
861,861,0,2,130,82,Wednesday,8,0.793
862,862,0,3,120,91,Wednesday,8,0.659
863,863,1,2,140,103,Wednesday,8,0.680
864,864,1,7,120,74,Wednesday,8,0.811
865,865,2,5,140,97,Wednesday,8,0.722
866,866,3,4,120,81,Wednesday,8,0.741
867,867,3,10,80,51,Wednesday,8,0.784
868,868,4,5,70,35,Wednesday,8,1.000
869,869,4,6,80,58,Wednesday,8,0.690
870,870,5,8,140,90,Wednesday,8,0.778
871,871,5,12,110,71,Wednesday,8,0.775
872,872,6,7,70,55,Wednesday,8,0.636
873,873,7,9,110,72,Wednesday,8,0.764
874,874,8,9,80,58,Wednesday,8,0.690
875,875,9,11,70,54,Wednesday,8,0.648
876,876,9,13,80,45,Wednesday,8,0.889
877,877,10,11,90,59,Wednesday,8,0.763
878,878,10,13,140,96,Wednesday,8,0.729
879,879,11,12,100,51,Wednesday,8,0.980
880,880,0,1,120,93,Wednesday,10,0.645
881,881,0,2,130,93,Wednesday,10,0.699
882,882,0,3,50,49,Wednesday,10,0.510
883,883,1,2,50,38,Wednesday,10,0.658
884,884,1,7,80,63,Wednesday,10,0.635
885,885,2,5,120,99,Wednesday,10,0.606
886,886,3,4,90,68,Wednesday,10,0.662
887,887,3,10,100,93,Wednesday,10,0.538
888,888,4,5,50,48,Wednesday,10,0.521
889,889,4,6,100,78,Wednesday,10,0.641
890,890,5,8,60,59,Wednesday,10,0.508
891,891,5,12,100,93,Wednesday,10,0.538
892,892,6,7,60,46,Wednesday,10,0.652
893,893,7,9,70,63,Wednesday,10,0.556
894,894,8,9,130,126,Wednesday,10,0.516
895,895,9,11,100,75,Wednesday,10,0.667
896,896,9,13,70,57,Wednesday,10,0.614
897,897,10,11,60,43,Wednesday,10,0.698
898,898,10,13,140,118,Wednesday,10,0.593
899,899,11,12,50,45,Wednesday,10,0.556
900,900,0,1,60,44,Wednesday,12,0.682
901,901,0,2,70,53,Wednesday,12,0.660
902,902,0,3,50,39,Wednesday,12,0.641
903,903,1,2,120,111,Wednesday,12,0.541
904,904,1,7,100,71,Wednesday,12,0.704
905,905,2,5,120,116,Wednesday,12,0.517
906,906,3,4,80,73,Wednesday,12,0.548
907,907,3,10,70,64,Wednesday,12,0.547
908,908,4,5,130,128,Wednesday,12,0.508
909,909,4,6,140,136,Wednesday,12,0.515
910,910,5,8,60,58,Wednesday,12,0.517
911,911,5,12,60,48,Wednesday,12,0.625
912,912,6,7,70,58,Wednesday,12,0.603
913,913,7,9,70,53,Wednesday,12,0.660
914,914,8,9,50,41,Wednesday,12,0.610
915,915,9,11,140,132,Wednesday,12,0.530
916,916,9,13,140,109,Wednesday,12,0.642
917,917,10,11,130,92,Wednesday,12,0.707
918,918,10,13,90,82,Wednesday,12,0.549
919,919,11,12,80,73,Wednesday,12,0.548
920,920,0,1,140,123,Wednesday,14,0.569
921,921,0,2,60,50,Wednesday,14,0.600
922,922,0,3,60,44,Wednesday,14,0.682
923,923,1,2,90,72,Wednesday,14,0.625
924,924,1,7,70,52,Wednesday,14,0.673
925,925,2,5,80,59,Wednesday,14,0.678
926,926,3,4,50,36,Wednesday,14,0.694
927,927,3,10,70,50,Wednesday,14,0.700
928,928,4,5,130,125,Wednesday,14,0.520
929,929,4,6,90,76,Wednesday,14,0.592
930,930,5,8,120,107,Wednesday,14,0.561
931,931,5,12,120,113,Wednesday,14,0.531
932,932,6,7,130,109,Wednesday,14,0.596
933,933,7,9,50,35,Wednesday,14,0.714
934,934,8,9,140,120,Wednesday,14,0.583
935,935,9,11,60,47,Wednesday,14,0.638
936,936,9,13,120,99,Wednesday,14,0.606
937,937,10,11,140,134,Wednesday,14,0.522
938,938,10,13,140,111,Wednesday,14,0.631
939,939,11,12,70,67,Wednesday,14,0.522
940,940,0,1,90,63,Wednesday,16,0.714
941,941,0,2,130,113,Wednesday,16,0.575
942,942,0,3,120,114,Wednesday,16,0.526
943,943,1,2,100,97,Wednesday,16,0.515
944,944,1,7,120,102,Wednesday,16,0.588
945,945,2,5,90,70,Wednesday,16,0.643
946,946,3,4,100,94,Wednesday,16,0.532
947,947,3,10,60,43,Wednesday,16,0.698
948,948,4,5,50,37,Wednesday,16,0.676
949,949,4,6,120,95,Wednesday,16,0.632
950,950,5,8,90,81,Wednesday,16,0.556
951,951,5,12,130,100,Wednesday,16,0.650
952,952,6,7,130,111,Wednesday,16,0.586
953,953,7,9,60,48,Wednesday,16,0.625
954,954,8,9,100,71,Wednesday,16,0.704
955,955,9,11,120,105,Wednesday,16,0.571
956,956,9,13,140,133,Wednesday,16,0.526
957,957,10,11,60,46,Wednesday,16,0.652
958,958,10,13,100,96,Wednesday,16,0.521
959,959,11,12,90,77,Wednesday,16,0.584
960,960,0,1,120,88,Wednesday,18,0.682
961,961,0,2,120,109,Wednesday,18,0.550
962,962,0,3,90,87,Wednesday,18,0.517
963,963,1,2,140,133,Wednesday,18,0.526
964,964,1,7,110,79,Wednesday,18,0.696
965,965,2,5,90,74,Wednesday,18,0.608
966,966,3,4,120,112,Wednesday,18,0.536
967,967,3,10,80,71,Wednesday,18,0.563
968,968,4,5,70,68,Wednesday,18,0.515
969,969,4,6,140,139,Wednesday,18,0.504
970,970,5,8,70,60,Wednesday,18,0.583
971,971,5,12,70,68,Wednesday,18,0.515
972,972,6,7,120,89,Wednesday,18,0.674
973,973,7,9,90,70,Wednesday,18,0.643
974,974,8,9,100,97,Wednesday,18,0.515
975,975,9,11,50,39,Wednesday,18,0.641
976,976,9,13,120,99,Wednesday,18,0.606
977,977,10,11,90,63,Wednesday,18,0.714
978,978,10,13,130,94,Wednesday,18,0.691
979,979,11,12,90,76,Wednesday,18,0.592
980,980,0,1,50,39,Wednesday,20,0.641
981,981,0,2,140,102,Wednesday,20,0.686
982,982,0,3,140,107,Wednesday,20,0.654
983,983,1,2,70,35,Wednesday,20,1.000
984,984,1,7,90,58,Wednesday,20,0.776
985,985,2,5,130,91,Wednesday,20,0.714
986,986,3,4,80,55,Wednesday,20,0.727
987,987,3,10,110,61,Wednesday,20,0.902
988,988,4,5,80,48,Wednesday,20,0.833
989,989,4,6,50,35,Wednesday,20,0.714
990,990,5,8,70,53,Wednesday,20,0.660
991,991,5,12,100,63,Wednesday,20,0.794
992,992,6,7,60,31,Wednesday,20,0.968
993,993,7,9,50,25,Wednesday,20,1.000
994,994,8,9,100,72,Wednesday,20,0.694
995,995,9,11,50,25,Wednesday,20,1.000
996,996,9,13,140,76,Wednesday,20,0.921
997,997,10,11,80,56,Wednesday,20,0.714
998,998,10,13,50,34,Wednesday,20,0.735
999,999,11,12,130,73,Wednesday,20,0.890
1000,1000,0,1,140,94,Wednesday,22,0.745
1001,1001,0,2,70,45,Wednesday,22,0.778
1002,1002,0,3,140,79,Wednesday,22,0.886
1003,1003,1,2,130,72,Wednesday,22,0.903
1004,1004,1,7,60,45,Wednesday,22,0.667
1005,1005,2,5,110,74,Wednesday,22,0.743
1006,1006,3,4,60,47,Wednesday,22,0.638
1007,1007,3,10,120,89,Wednesday,22,0.674
1008,1008,4,5,50,32,Wednesday,22,0.781
1009,1009,4,6,80,45,Wednesday,22,0.889
1010,1010,5,8,70,37,Wednesday,22,0.946
1011,1011,5,12,130,79,Wednesday,22,0.823
1012,1012,6,7,130,79,Wednesday,22,0.823
1013,1013,7,9,110,86,Wednesday,22,0.640
1014,1014,8,9,60,39,Wednesday,22,0.769
1015,1015,9,11,90,60,Wednesday,22,0.750
1016,1016,9,13,80,40,Wednesday,22,1.000
1017,1017,10,11,70,44,Wednesday,22,0.795
1018,1018,10,13,50,28,Wednesday,22,0.893
1019,1019,11,12,50,29,Wednesday,22,0.862
1020,1020,0,1,80,63,Wednesday,24,0.635
1021,1021,0,2,110,63,Wednesday,24,0.873
1022,1022,0,3,60,46,Wednesday,24,0.652
1023,1023,1,2,130,101,Wednesday,24,0.644
1024,1024,1,7,100,72,Wednesday,24,0.694
1025,1025,2,5,70,52,Wednesday,24,0.673
1026,1026,3,4,90,65,Wednesday,24,0.692
1027,1027,3,10,100,66,Wednesday,24,0.758
1028,1028,4,5,50,32,Wednesday,24,0.781
1029,1029,4,6,140,99,Wednesday,24,0.707
1030,1030,5,8,140,85,Wednesday,24,0.824
1031,1031,5,12,50,27,Wednesday,24,0.926
1032,1032,6,7,90,49,Wednesday,24,0.918
1033,1033,7,9,50,28,Wednesday,24,0.893
1034,1034,8,9,60,30,Wednesday,24,1.000
1035,1035,9,11,90,61,Wednesday,24,0.738
1036,1036,9,13,50,26,Wednesday,24,0.962
1037,1037,10,11,90,66,Wednesday,24,0.682
1038,1038,10,13,140,76,Wednesday,24,0.921
1039,1039,11,12,130,101,Wednesday,24,0.644
1040,1040,0,1,120,90,Thrusday,0,0.667
1041,1041,0,2,70,48,Thrusday,0,0.729
1042,1042,0,3,50,37,Thrusday,0,0.676
1043,1043,1,2,80,63,Thrusday,0,0.635
1044,1044,1,7,60,30,Thrusday,0,1.000
1045,1045,2,5,100,60,Thrusday,0,0.833
1046,1046,3,4,100,68,Thrusday,0,0.735
1047,1047,3,10,90,45,Thrusday,0,1.000
1048,1048,4,5,80,63,Thrusday,0,0.635
1049,1049,4,6,100,66,Thrusday,0,0.758
1050,1050,5,8,120,68,Thrusday,0,0.882
1051,1051,5,12,130,72,Thrusday,0,0.903
1052,1052,6,7,130,68,Thrusday,0,0.956
1053,1053,7,9,130,81,Thrusday,0,0.802
1054,1054,8,9,80,54,Thrusday,0,0.741
1055,1055,9,11,140,78,Thrusday,0,0.897
1056,1056,9,13,140,74,Thrusday,0,0.946
1057,1057,10,11,120,76,Thrusday,0,0.789
1058,1058,10,13,100,72,Thrusday,0,0.694
1059,1059,11,12,100,75,Thrusday,0,0.667
1060,1060,0,1,70,55,Thrusday,2,0.636
1061,1061,0,2,100,52,Thrusday,2,0.962
1062,1062,0,3,80,62,Thrusday,2,0.645
1063,1063,1,2,70,46,Thrusday,2,0.761
1064,1064,1,7,70,41,Thrusday,2,0.854
1065,1065,2,5,130,78,Thrusday,2,0.833
1066,1066,3,4,140,99,Thrusday,2,0.707
1067,1067,3,10,100,67,Thrusday,2,0.746
1068,1068,4,5,120,73,Thrusday,2,0.822
1069,1069,4,6,100,79,Thrusday,2,0.633
1070,1070,5,8,100,74,Thrusday,2,0.676
1071,1071,5,12,100,71,Thrusday,2,0.704
1072,1072,6,7,130,99,Thrusday,2,0.657
1073,1073,7,9,110,82,Thrusday,2,0.671
1074,1074,8,9,70,45,Thrusday,2,0.778
1075,1075,9,11,70,51,Thrusday,2,0.686
1076,1076,9,13,80,63,Thrusday,2,0.635
1077,1077,10,11,130,74,Thrusday,2,0.878
1078,1078,10,13,80,55,Thrusday,2,0.727
1079,1079,11,12,90,63,Thrusday,2,0.714
1080,1080,0,1,140,80,Thrusday,4,0.875
1081,1081,0,2,120,63,Thrusday,4,0.952
1082,1082,0,3,80,53,Thrusday,4,0.755
1083,1083,1,2,90,56,Thrusday,4,0.804
1084,1084,1,7,90,60,Thrusday,4,0.750
1085,1085,2,5,120,60,Thrusday,4,1.000
1086,1086,3,4,60,46,Thrusday,4,0.652
1087,1087,3,10,90,64,Thrusday,4,0.703
1088,1088,4,5,130,70,Thrusday,4,0.929
1089,1089,4,6,80,44,Thrusday,4,0.909
1090,1090,5,8,100,68,Thrusday,4,0.735
1091,1091,5,12,50,34,Thrusday,4,0.735
1092,1092,6,7,120,65,Thrusday,4,0.923
1093,1093,7,9,120,88,Thrusday,4,0.682
1094,1094,8,9,140,101,Thrusday,4,0.693
1095,1095,9,11,50,26,Thrusday,4,0.962
1096,1096,9,13,130,91,Thrusday,4,0.714
1097,1097,10,11,120,87,Thrusday,4,0.690
1098,1098,10,13,120,63,Thrusday,4,0.952
1099,1099,11,12,130,68,Thrusday,4,0.956
1100,1100,0,1,130,66,Thrusday,6,0.985
1101,1101,0,2,130,101,Thrusday,6,0.644
1102,1102,0,3,70,42,Thrusday,6,0.833
1103,1103,1,2,50,31,Thrusday,6,0.806
1104,1104,1,7,50,29,Thrusday,6,0.862
1105,1105,2,5,50,28,Thrusday,6,0.893
1106,1106,3,4,70,49,Thrusday,6,0.714
1107,1107,3,10,130,70,Thrusday,6,0.929
1108,1108,4,5,50,30,Thrusday,6,0.833
1109,1109,4,6,100,72,Thrusday,6,0.694
1110,1110,5,8,90,65,Thrusday,6,0.692
1111,1111,5,12,70,52,Thrusday,6,0.673
1112,1112,6,7,130,74,Thrusday,6,0.878
1113,1113,7,9,70,40,Thrusday,6,0.875
1114,1114,8,9,130,103,Thrusday,6,0.631
1115,1115,9,11,70,52,Thrusday,6,0.673
1116,1116,9,13,80,44,Thrusday,6,0.909
1117,1117,10,11,140,106,Thrusday,6,0.660
1118,1118,10,13,90,59,Thrusday,6,0.763
1119,1119,11,12,90,59,Thrusday,6,0.763
1120,1120,0,1,50,33,Thrusday,8,0.758
1121,1121,0,2,130,84,Thrusday,8,0.774
1122,1122,0,3,140,79,Thrusday,8,0.886
1123,1123,1,2,50,33,Thrusday,8,0.758
1124,1124,1,7,90,57,Thrusday,8,0.789
1125,1125,2,5,50,26,Thrusday,8,0.962
1126,1126,3,4,140,71,Thrusday,8,0.986
1127,1127,3,10,50,33,Thrusday,8,0.758
1128,1128,4,5,50,34,Thrusday,8,0.735
1129,1129,4,6,120,83,Thrusday,8,0.723
1130,1130,5,8,90,71,Thrusday,8,0.634
1131,1131,5,12,50,36,Thrusday,8,0.694
1132,1132,6,7,90,57,Thrusday,8,0.789
1133,1133,7,9,70,42,Thrusday,8,0.833
1134,1134,8,9,90,68,Thrusday,8,0.662
1135,1135,9,11,130,103,Thrusday,8,0.631
1136,1136,9,13,90,54,Thrusday,8,0.833
1137,1137,10,11,100,55,Thrusday,8,0.909
1138,1138,10,13,130,100,Thrusday,8,0.650
1139,1139,11,12,60,36,Thrusday,8,0.833
1140,1140,0,1,140,133,Thrusday,10,0.526
1141,1141,0,2,130,106,Thrusday,10,0.613
1142,1142,0,3,140,136,Thrusday,10,0.515
1143,1143,1,2,90,87,Thrusday,10,0.517
1144,1144,1,7,120,95,Thrusday,10,0.632
1145,1145,2,5,60,52,Thrusday,10,0.577
1146,1146,3,4,100,95,Thrusday,10,0.526
1147,1147,3,10,90,74,Thrusday,10,0.608
1148,1148,4,5,120,84,Thrusday,10,0.714
1149,1149,4,6,90,83,Thrusday,10,0.542
1150,1150,5,8,70,68,Thrusday,10,0.515
1151,1151,5,12,130,119,Thrusday,10,0.546
1152,1152,6,7,50,35,Thrusday,10,0.714
1153,1153,7,9,80,64,Thrusday,10,0.625
1154,1154,8,9,130,128,Thrusday,10,0.508
1155,1155,9,11,140,133,Thrusday,10,0.526
1156,1156,9,13,120,104,Thrusday,10,0.577
1157,1157,10,11,130,111,Thrusday,10,0.586
1158,1158,10,13,50,46,Thrusday,10,0.543
1159,1159,11,12,100,82,Thrusday,10,0.610
1160,1160,0,1,50,36,Thrusday,12,0.694
1161,1161,0,2,130,127,Thrusday,12,0.512
1162,1162,0,3,80,73,Thrusday,12,0.548
1163,1163,1,2,50,38,Thrusday,12,0.658
1164,1164,1,7,140,134,Thrusday,12,0.522
1165,1165,2,5,100,95,Thrusday,12,0.526
1166,1166,3,4,130,97,Thrusday,12,0.670
1167,1167,3,10,90,65,Thrusday,12,0.692
1168,1168,4,5,100,82,Thrusday,12,0.610
1169,1169,4,6,110,98,Thrusday,12,0.561
1170,1170,5,8,120,100,Thrusday,12,0.600
1171,1171,5,12,110,92,Thrusday,12,0.598
1172,1172,6,7,60,54,Thrusday,12,0.556
1173,1173,7,9,50,41,Thrusday,12,0.610
1174,1174,8,9,120,86,Thrusday,12,0.698
1175,1175,9,11,130,117,Thrusday,12,0.556
1176,1176,9,13,60,48,Thrusday,12,0.625
