,ID,EP1,EP2,Bandwidth,PacketsFlowing(1Kb),DayOfTheWeek,TimeHour,Weight
546,546,3,4,90,60,Tuesday,2,0.75
547,547,3,10,60,33,Tuesday,2,0.909
548,548,4,5,90,58,Tuesday,2,0.7759999999999999
549,549,4,6,100,77,Tuesday,2,0.649
550,550,5,8,60,46,Tuesday,2,0.652
551,551,5,12,110,58,Tuesday,2,0.9480000000000002
552,552,6,7,80,53,Tuesday,2,0.755
553,553,7,9,80,48,Tuesday,2,0.833
554,554,8,9,60,34,Tuesday,2,0.8819999999999999
555,555,9,11,90,48,Tuesday,2,0.938
556,556,9,13,130,95,Tuesday,2,0.6833
557,557,10,11,110,66,Tuesday,2,0.8343
558,558,10,13,130,89,Tuesday,2,0.7292
559,559,11,12,80,42,Tuesday,2,0.9520000000000002
560,560,0,1,120,82,Tuesday,4,0.7320000000000001
561,561,0,2,70,37,Tuesday,4,0.946
562,562,0,3,50,38,Tuesday,4,0.658
563,563,1,2,70,46,Tuesday,4,0.7609999999999999
564,564,1,7,50,25,Tuesday,4,1.0
565,565,2,5,90,62,Tuesday,4,0.726
566,566,3,4,120,84,Tuesday,4,0.7140000000000003
567,567,3,10,130,70,Tuesday,4,0.929
568,568,4,5,50,28,Tuesday,4,0.8930000000000003
569,569,4,6,80,54,Tuesday,4,0.7409999999999999
570,570,5,8,50,32,Tuesday,4,0.7809999999999999
571,571,5,12,130,70,Tuesday,4,0.929
572,572,6,7,90,64,Tuesday,4,0.7030000000000001
573,573,7,9,120,92,Tuesday,4,0.652
574,574,8,9,50,25,Tuesday,4,1.0
575,575,9,11,70,47,Tuesday,4,0.745
576,576,9,13,130,92,Tuesday,4,0.7077000000000001
577,577,10,11,140,111,Tuesday,4,0.6310000000000001
578,578,10,13,140,110,Tuesday,4,0.636
579,579,11,12,140,72,Tuesday,4,0.9719999999999999
580,580,0,1,80,40,Tuesday,6,0.9975999999999999
581,581,0,2,110,81,Tuesday,6,0.679
582,582,0,3,110,79,Tuesday,6,0.6959999999999998
583,583,1,2,50,38,Tuesday,6,0.658
584,584,1,7,70,45,Tuesday,6,0.7780000000000002
585,585,2,5,70,44,Tuesday,6,0.795
586,586,3,4,80,53,Tuesday,6,0.755
587,587,3,10,60,41,Tuesday,6,0.732
588,588,4,5,80,52,Tuesday,6,0.7705
589,589,4,6,110,67,Tuesday,6,0.821
590,590,5,8,90,49,Tuesday,6,0.9179999999999999
591,591,5,12,120,83,Tuesday,6,0.723
592,592,6,7,90,45,Tuesday,6,1.0
593,593,7,9,60,35,Tuesday,6,0.857
594,594,8,9,120,64,Tuesday,6,0.938
595,595,9,11,60,42,Tuesday,6,0.7140000000000002
596,596,9,13,50,39,Tuesday,6,0.6409999999999999
597,597,10,11,110,64,Tuesday,6,0.8590000000000002
598,598,10,13,80,60,Tuesday,6,0.6669999999999999
599,599,11,12,50,36,Tuesday,6,0.6940000000000001
600,600,0,1,120,80,Tuesday,8,0.75
601,601,0,2,140,99,Tuesday,8,0.707
602,602,0,3,70,49,Tuesday,8,0.7140000000000002
603,603,1,2,80,42,Tuesday,8,0.9520000000000002
604,604,1,7,100,69,Tuesday,8,0.7249999999999999
605,605,2,5,50,25,Tuesday,8,1.0
606,606,3,4,70,48,Tuesday,8,0.7290000000000001
607,607,3,10,60,38,Tuesday,8,0.7889999999999999
608,608,4,5,70,55,Tuesday,8,0.636
609,609,4,6,100,60,Tuesday,8,0.833
610,610,5,8,80,44,Tuesday,8,0.9090000000000001
611,611,5,12,90,61,Tuesday,8,0.7379999999999999
612,612,6,7,130,70,Tuesday,8,0.929
613,613,7,9,90,48,Tuesday,8,0.938
614,614,8,9,60,42,Tuesday,8,0.7140000000000002
615,615,9,11,100,59,Tuesday,8,0.8469999999999999
616,616,9,13,100,79,Tuesday,8,0.633
617,617,10,11,120,95,Tuesday,8,0.6319999999999999
618,618,10,13,140,98,Tuesday,8,0.7140000000000002
619,619,11,12,80,58,Tuesday,8,0.6899999999999998
620,620,0,1,70,57,Tuesday,10,0.614
621,621,0,2,50,43,Tuesday,10,0.5809999999999998
622,622,0,3,50,46,Tuesday,10,0.543
623,623,1,2,110,85,Tuesday,10,0.6456000000000001
624,624,1,7,80,71,Tuesday,10,0.5629999999999998
625,625,2,5,50,35,Tuesday,10,0.7140000000000002
626,626,3,4,50,47,Tuesday,10,0.532
627,627,3,10,80,69,Tuesday,10,0.58
628,628,4,5,80,72,Tuesday,10,0.556
629,629,4,6,140,113,Tuesday,10,0.6189999999999999
630,630,5,8,90,64,Tuesday,10,0.7030000000000002
631,631,5,12,130,106,Tuesday,10,0.6129999999999999
632,632,6,7,50,46,Tuesday,10,0.543
633,633,7,9,110,99,Tuesday,10,0.556
634,634,8,9,50,43,Tuesday,10,0.5809999999999998
635,635,9,11,90,77,Tuesday,10,0.5839999999999999
636,636,9,13,120,90,Tuesday,10,0.6669999999999999
637,637,10,11,60,53,Tuesday,10,0.5660000000000001
638,638,10,13,140,131,Tuesday,10,0.5336
639,639,11,12,90,85,Tuesday,10,0.529
640,640,0,1,140,136,Tuesday,12,0.5149999999999999
641,641,0,2,110,101,Tuesday,12,0.5455
642,642,0,3,90,68,Tuesday,12,0.662
643,643,1,2,140,102,Tuesday,12,0.6859999999999999
644,644,1,7,120,87,Tuesday,12,0.6899999999999998
645,645,2,5,80,72,Tuesday,12,0.556
646,646,3,4,140,122,Tuesday,12,0.5754999999999999
647,647,3,10,60,58,Tuesday,12,0.5170000000000001
648,648,4,5,90,89,Tuesday,12,0.5060000000000001
649,649,4,6,130,114,Tuesday,12,0.57
650,650,5,8,110,85,Tuesday,12,0.6463000000000001
651,651,5,12,120,106,Tuesday,12,0.566
652,652,6,7,60,57,Tuesday,12,0.5259999999999999
653,653,7,9,50,44,Tuesday,12,0.5679999999999998
654,654,8,9,140,111,Tuesday,12,0.6310000000000001
655,655,9,11,140,127,Tuesday,12,0.5512000000000001
656,656,9,13,50,35,Tuesday,12,0.7140000000000002
657,657,10,11,60,45,Tuesday,12,0.6669999999999999
658,658,10,13,100,98,Tuesday,12,0.5099999999999999
659,659,11,12,70,60,Tuesday,12,0.5830000000000001
660,660,0,1,100,78,Tuesday,14,0.6409999999999999
661,661,0,2,90,78,Tuesday,14,0.5770000000000001
662,662,0,3,70,52,Tuesday,14,0.6729999999999999
663,663,1,2,90,71,Tuesday,14,0.6340000000000001
664,664,1,7,50,45,Tuesday,14,0.556
665,665,2,5,90,75,Tuesday,14,0.5999999999999999
666,666,3,4,70,69,Tuesday,14,0.5069999999999999
667,667,3,10,80,78,Tuesday,14,0.513
668,668,4,5,90,81,Tuesday,14,0.556
669,669,4,6,120,95,Tuesday,14,0.6319999999999999
670,670,5,8,140,106,Tuesday,14,0.66
671,671,5,12,140,101,Tuesday,14,0.6929999999999998
672,672,6,7,100,87,Tuesday,14,0.5750000000000001
673,673,7,9,60,42,Tuesday,14,0.7140000000000003
674,674,8,9,120,86,Tuesday,14,0.6979999999999998
675,675,9,11,140,129,Tuesday,14,0.543
676,676,9,13,50,35,Tuesday,14,0.7140000000000002
677,677,10,11,140,124,Tuesday,14,0.5649999999999998
678,678,10,13,60,55,Tuesday,14,0.545
679,679,11,12,130,119,Tuesday,14,0.5465000000000002
680,680,0,1,140,134,Tuesday,16,0.5220000000000001
681,681,0,2,80,73,Tuesday,16,0.5479999999999999
682,682,0,3,60,44,Tuesday,16,0.6820000000000002
683,683,1,2,140,103,Tuesday,16,0.6799999999999999
684,684,1,7,50,36,Tuesday,16,0.6940000000000001
685,685,2,5,120,103,Tuesday,16,0.5830000000000001
686,686,3,4,130,125,Tuesday,16,0.5199999999999999
687,687,3,10,60,50,Tuesday,16,0.5999999999999999
688,688,4,5,60,54,Tuesday,16,0.556
689,689,4,6,90,71,Tuesday,16,0.6340000000000001
690,690,5,8,120,103,Tuesday,16,0.5830000000000001
691,691,5,12,90,63,Tuesday,16,0.7140000000000003
692,692,6,7,100,86,Tuesday,16,0.5810999999999998
693,693,7,9,120,113,Tuesday,16,0.5309999999999999
694,694,8,9,110,86,Tuesday,16,0.6414
695,695,9,11,80,64,Tuesday,16,0.625
696,696,9,13,100,89,Tuesday,16,0.5620000000000002
697,697,10,11,80,70,Tuesday,16,0.571
698,698,10,13,60,46,Tuesday,16,0.652
699,699,11,12,100,72,Tuesday,16,0.6940000000000001
700,700,0,1,110,105,Tuesday,18,0.524
701,701,0,2,140,131,Tuesday,18,0.5339999999999999
702,702,0,3,110,88,Tuesday,18,0.625
703,703,1,2,80,60,Tuesday,18,0.6680999999999999
704,704,1,7,120,94,Tuesday,18,0.6386999999999999
705,705,2,5,130,119,Tuesday,18,0.5465000000000002
706,706,3,4,140,120,Tuesday,18,0.5826
707,707,3,10,50,37,Tuesday,18,0.676
708,708,4,5,110,94,Tuesday,18,0.5856
709,709,4,6,140,129,Tuesday,18,0.543
710,710,5,8,130,125,Tuesday,18,0.5199999999999999
711,711,5,12,80,73,Tuesday,18,0.5479999999999999
712,712,6,7,80,77,Tuesday,18,0.519
713,713,7,9,70,62,Tuesday,18,0.5649999999999998
714,714,8,9,130,107,Tuesday,18,0.6070000000000001
715,715,9,11,100,79,Tuesday,18,0.633
716,716,9,13,140,104,Tuesday,18,0.6737
717,717,10,11,80,64,Tuesday,18,0.625
718,718,10,13,110,99,Tuesday,18,0.556
719,719,11,12,130,107,Tuesday,18,0.6065000000000002
720,720,0,1,120,65,Tuesday,20,0.9259999999999999
721,721,0,2,60,33,Tuesday,20,0.9090000000000004
722,722,0,3,100,53,Tuesday,20,0.9429999999999998
723,723,1,2,60,39,Tuesday,20,0.769
724,724,1,7,140,81,Tuesday,20,0.8640000000000001
725,725,2,5,50,37,Tuesday,20,0.676
726,726,3,4,130,89,Tuesday,20,0.7300000000000001
727,727,3,10,70,55,Tuesday,20,0.636
728,728,4,5,100,73,Tuesday,20,0.6850000000000002
729,729,4,6,90,48,Tuesday,20,0.9418000000000001
730,730,5,8,110,76,Tuesday,20,0.7249000000000001
731,731,5,12,60,39,Tuesday,20,0.769
732,732,6,7,60,39,Tuesday,20,0.769
733,733,7,9,100,63,Tuesday,20,0.7939999999999999
734,734,8,9,110,59,Tuesday,20,0.9320000000000002
735,735,9,11,60,39,Tuesday,20,0.769
736,736,9,13,60,35,Tuesday,20,0.857
737,737,10,11,50,26,Tuesday,20,0.962
738,738,10,13,130,91,Tuesday,20,0.7141000000000002
739,739,11,12,60,44,Tuesday,20,0.6820000000000002
740,740,0,1,110,59,Tuesday,22,0.9320000000000002
741,741,0,2,80,53,Tuesday,22,0.755
742,742,0,3,50,34,Tuesday,22,0.7350000000000001
743,743,1,2,130,83,Tuesday,22,0.783
744,744,1,7,60,46,Tuesday,22,0.652
745,745,2,5,100,79,Tuesday,22,0.633
746,746,3,4,100,52,Tuesday,22,0.962
747,747,3,10,120,84,Tuesday,22,0.7149000000000002
748,748,4,5,60,35,Tuesday,22,0.857
749,749,4,6,80,43,Tuesday,22,0.9299999999999999
750,750,5,8,140,104,Tuesday,22,0.6723999999999999
751,751,5,12,60,32,Tuesday,22,0.938
752,752,6,7,130,89,Tuesday,22,0.7300000000000001
753,753,7,9,110,62,Tuesday,22,0.8870000000000002
754,754,8,9,90,54,Tuesday,22,0.833
755,755,9,11,130,94,Tuesday,22,0.691
756,756,9,13,110,57,Tuesday,22,0.9650000000000001
757,757,10,11,80,56,Tuesday,22,0.7140000000000002
758,758,10,13,70,47,Tuesday,22,0.745
759,759,11,12,70,41,Tuesday,22,0.8540000000000001
760,760,0,1,100,78,Tuesday,24,0.6409999999999999
761,761,0,2,130,69,Tuesday,24,0.9395000000000001
762,762,0,3,70,44,Tuesday,24,0.7952
763,763,1,2,50,38,Tuesday,24,0.6579999999999998
764,764,1,7,120,79,Tuesday,24,0.7590000000000001
765,765,2,5,120,95,Tuesday,24,0.6337999999999999
766,766,3,4,140,110,Tuesday,24,0.6368
767,767,3,10,130,81,Tuesday,24,0.8019999999999998
768,768,4,5,90,50,Tuesday,24,0.9018
769,769,4,6,90,59,Tuesday,24,0.763
770,770,5,8,120,85,Tuesday,24,0.7067999999999998
771,771,5,12,140,76,Tuesday,24,0.921
772,772,6,7,70,54,Tuesday,24,0.6479999999999999
773,773,7,9,80,54,Tuesday,24,0.7409999999999999
774,774,8,9,60,44,Tuesday,24,0.6820000000000002
775,775,9,11,80,44,Tuesday,24,0.907
776,776,9,13,80,45,Tuesday,24,0.891
777,777,10,11,60,44,Tuesday,24,0.6820000000000002
778,778,10,13,90,64,Tuesday,24,0.7019000000000001
779,779,11,12,120,70,Tuesday,24,0.8596
780,780,0,1,120,66,Wednesday,0,0.9090000000000001
781,781,0,2,90,63,Wednesday,0,0.7140000000000002
782,782,0,3,90,65,Wednesday,0,0.6920000000000001
783,783,1,2,100,72,Wednesday,0,0.6940000000000001
784,784,1,7,50,33,Wednesday,0,0.758
785,785,2,5,130,72,Wednesday,0,0.9030000000000001
786,786,3,4,80,40,Wednesday,0,0.9975999999999999
787,787,3,10,100,68,Wednesday,0,0.7350000000000002
788,788,4,5,140,100,Wednesday,0,0.7
789,789,4,6,120,93,Wednesday,0,0.6456999999999999
790,790,5,8,140,88,Wednesday,0,0.7969999999999999
791,791,5,12,140,91,Wednesday,0,0.769
792,792,6,7,50,39,Wednesday,0,0.6409999999999999
793,793,7,9,90,49,Wednesday,0,0.9179999999999999
794,794,8,9,130,91,Wednesday,0,0.7140000000000002
795,795,9,11,90,58,Wednesday,0,0.7759999999999999
796,796,9,13,100,74,Wednesday,0,0.676
797,797,10,11,70,44,Wednesday,0,0.795
798,798,10,13,80,63,Wednesday,0,0.6349999999999999
799,799,11,12,50,25,Wednesday,0,1.0
800,800,0,1,120,70,Wednesday,2,0.857
801,801,0,2,90,58,Wednesday,2,0.7759999999999999
802,802,0,3,90,58,Wednesday,2,0.7759999999999999
803,803,1,2,140,99,Wednesday,2,0.707
804,804,1,7,100,79,Wednesday,2,0.633
805,805,2,5,130,97,Wednesday,2,0.67
806,806,3,4,100,72,Wednesday,2,0.6940000000000001
807,807,3,10,140,70,Wednesday,2,1.0
808,808,4,5,70,53,Wednesday,2,0.66
809,809,4,6,120,60,Wednesday,2,1.0
810,810,5,8,130,95,Wednesday,2,0.6788000000000001
811,811,5,12,120,83,Wednesday,2,0.723
812,812,6,7,50,28,Wednesday,2,0.8930000000000003
813,813,7,9,130,65,Wednesday,2,1.0
814,814,8,9,120,67,Wednesday,2,0.8960000000000001
815,815,9,11,80,45,Wednesday,2,0.889
816,816,9,13,70,51,Wednesday,2,0.6859999999999999
817,817,10,11,80,61,Wednesday,2,0.6559999999999998
818,818,10,13,110,61,Wednesday,2,0.9004999999999999
819,819,11,12,110,81,Wednesday,2,0.679
820,820,0,1,80,60,Wednesday,4,0.6669999999999999
821,821,0,2,90,45,Wednesday,4,1.0
822,822,0,3,80,61,Wednesday,4,0.6559999999999998
823,823,1,2,80,58,Wednesday,4,0.6899999999999998
824,824,1,7,60,46,Wednesday,4,0.652
825,825,2,5,100,63,Wednesday,4,0.7940000000000002
826,826,3,4,140,89,Wednesday,4,0.7878000000000001
827,827,3,10,80,63,Wednesday,4,0.6349999999999999
828,828,4,5,60,41,Wednesday,4,0.732
829,829,4,6,130,103,Wednesday,4,0.6310000000000001
830,830,5,8,130,93,Wednesday,4,0.699
831,831,5,12,50,39,Wednesday,4,0.6409999999999999
832,832,6,7,90,61,Wednesday,4,0.7379999999999999
833,833,7,9,50,27,Wednesday,4,0.9259999999999999
834,834,8,9,110,58,Wednesday,4,0.9480000000000002
835,835,9,11,120,60,Wednesday,4,1.0
836,836,9,13,80,46,Wednesday,4,0.8699999999999999
837,837,10,11,60,35,Wednesday,4,0.857
838,838,10,13,120,88,Wednesday,4,0.6812000000000001
839,839,11,12,120,90,Wednesday,4,0.6669999999999999
840,840,0,1,90,61,Wednesday,6,0.7379999999999999
841,841,0,2,60,30,Wednesday,6,1.0
842,842,0,3,140,109,Wednesday,6,0.6420000000000001
843,843,1,2,120,73,Wednesday,6,0.8220000000000001
844,844,1,7,50,35,Wednesday,6,0.7140000000000003
845,845,2,5,120,92,Wednesday,6,0.652
846,846,3,4,80,42,Wednesday,6,0.9520000000000002
847,847,3,10,100,56,Wednesday,6,0.893
848,848,4,5,60,47,Wednesday,6,0.638
849,849,4,6,100,78,Wednesday,6,0.6409999999999999
850,850,5,8,60,35,Wednesday,6,0.857
851,851,5,12,80,52,Wednesday,6,0.7705
852,852,6,7,50,25,Wednesday,6,1.0
853,853,7,9,110,58,Wednesday,6,0.9480000000000002
854,854,8,9,90,51,Wednesday,6,0.8819999999999999
855,855,9,11,110,80,Wednesday,6,0.6879999999999998
856,856,9,13,70,38,Wednesday,6,0.9209999999999997
857,857,10,11,110,67,Wednesday,6,0.821
858,858,10,13,80,44,Wednesday,6,0.9090000000000001
859,859,11,12,110,83,Wednesday,6,0.663
860,860,0,1,70,48,Wednesday,8,0.7290000000000001
861,861,0,2,50,29,Wednesday,8,0.8619999999999999
862,862,0,3,120,93,Wednesday,8,0.6456999999999999
863,863,1,2,80,62,Wednesday,8,0.6449999999999999
864,864,1,7,90,69,Wednesday,8,0.652
865,865,2,5,60,37,Wednesday,8,0.8109999999999999
866,866,3,4,110,81,Wednesday,8,0.679
867,867,3,10,130,93,Wednesday,8,0.6998
868,868,4,5,80,46,Wednesday,8,0.8699999999999999
869,869,4,6,100,68,Wednesday,8,0.7350000000000002
870,870,5,8,90,67,Wednesday,8,0.6719999999999999
871,871,5,12,50,28,Wednesday,8,0.8930000000000003
872,872,6,7,130,75,Wednesday,8,0.867
873,873,7,9,100,70,Wednesday,8,0.7151000000000003
874,874,8,9,60,43,Wednesday,8,0.6980000000000002
875,875,9,11,100,76,Wednesday,8,0.6579999999999998
876,876,9,13,70,55,Wednesday,8,0.636
877,877,10,11,90,50,Wednesday,8,0.9000000000000001
878,878,10,13,50,33,Wednesday,8,0.758
879,879,11,12,70,48,Wednesday,8,0.7290000000000001
880,880,0,1,60,42,Wednesday,10,0.7140000000000003
881,881,0,2,130,120,Wednesday,10,0.5419999999999999
882,882,0,3,100,93,Wednesday,10,0.5389999999999999
883,883,1,2,60,57,Wednesday,10,0.5259999999999999
884,884,1,7,70,60,Wednesday,10,0.5830000000000001
885,885,2,5,50,35,Wednesday,10,0.7140000000000002
886,886,3,4,140,121,Wednesday,10,0.5784999999999998
887,887,3,10,120,100,Wednesday,10,0.5999999999999999
888,888,4,5,140,126,Wednesday,10,0.5564
889,889,4,6,100,89,Wednesday,10,0.5620000000000002
890,890,5,8,130,117,Wednesday,10,0.556
891,891,5,12,70,61,Wednesday,10,0.574
892,892,6,7,110,105,Wednesday,10,0.524
893,893,7,9,50,38,Wednesday,10,0.6579999999999998
894,894,8,9,120,102,Wednesday,10,0.588
895,895,9,11,60,58,Wednesday,10,0.5170000000000001
896,896,9,13,60,59,Wednesday,10,0.508
897,897,10,11,120,98,Wednesday,10,0.612
898,898,10,13,60,52,Wednesday,10,0.5770000000000001
899,899,11,12,60,44,Wednesday,10,0.6820000000000002
900,900,0,1,100,83,Wednesday,12,0.6020000000000001
901,901,0,2,70,59,Wednesday,12,0.593
902,902,0,3,100,97,Wednesday,12,0.515
903,903,1,2,50,39,Wednesday,12,0.6409999999999999
904,904,1,7,60,58,Wednesday,12,0.5170000000000001
905,905,2,5,60,44,Wednesday,12,0.6820000000000002
906,906,3,4,50,42,Wednesday,12,0.5949999999999999
907,907,3,10,130,121,Wednesday,12,0.537
908,908,4,5,80,70,Wednesday,12,0.571
909,909,4,6,90,67,Wednesday,12,0.6719999999999999
910,910,5,8,110,94,Wednesday,12,0.585
911,911,5,12,140,126,Wednesday,12,0.5564
912,912,6,7,140,102,Wednesday,12,0.6859999999999999
913,913,7,9,130,106,Wednesday,12,0.6129999999999999
914,914,8,9,90,89,Wednesday,12,0.5060000000000001
915,915,9,11,60,51,Wednesday,12,0.588
916,916,9,13,60,54,Wednesday,12,0.556
917,917,10,11,90,76,Wednesday,12,0.5920000000000001
918,918,10,13,60,47,Wednesday,12,0.638
919,919,11,12,100,90,Wednesday,12,0.556
920,920,0,1,110,82,Wednesday,14,0.671
921,921,0,2,100,97,Wednesday,14,0.515
922,922,0,3,80,67,Wednesday,14,0.5970000000000001
923,923,1,2,60,56,Wednesday,14,0.5359999999999999
924,924,1,7,100,73,Wednesday,14,0.6850000000000002
925,925,2,5,120,104,Wednesday,14,0.5770000000000001
926,926,3,4,50,45,Wednesday,14,0.556
927,927,3,10,120,87,Wednesday,14,0.6899999999999998
928,928,4,5,140,112,Wednesday,14,0.625
929,929,4,6,90,72,Wednesday,14,0.625
930,930,5,8,90,77,Wednesday,14,0.5839999999999999
931,931,5,12,130,124,Wednesday,14,0.5244
932,932,6,7,100,86,Wednesday,14,0.5810999999999998
933,933,7,9,130,96,Wednesday,14,0.6769999999999998
934,934,8,9,130,127,Wednesday,14,0.5120000000000001
935,935,9,11,120,110,Wednesday,14,0.5446000000000001
936,936,9,13,80,75,Wednesday,14,0.5329999999999998
937,937,10,11,110,104,Wednesday,14,0.529
938,938,10,13,60,46,Wednesday,14,0.652
939,939,11,12,60,56,Wednesday,14,0.5359999999999999
940,940,0,1,100,98,Wednesday,16,0.5099999999999999
941,941,0,2,50,39,Wednesday,16,0.6409999999999999
942,942,0,3,100,83,Wednesday,16,0.6013000000000001
943,943,1,2,140,135,Wednesday,16,0.519
944,944,1,7,60,47,Wednesday,16,0.638
945,945,2,5,50,42,Wednesday,16,0.5949999999999999
946,946,3,4,70,58,Wednesday,16,0.6029999999999999
947,947,3,10,50,44,Wednesday,16,0.5679999999999998
948,948,4,5,60,43,Wednesday,16,0.6980000000000002
949,949,4,6,60,44,Wednesday,16,0.6820000000000002
950,950,5,8,90,83,Wednesday,16,0.5419999999999999
951,951,5,12,90,72,Wednesday,16,0.625
952,952,6,7,110,91,Wednesday,16,0.604
953,953,7,9,50,41,Wednesday,16,0.61
954,954,8,9,120,102,Wednesday,16,0.588
955,955,9,11,70,59,Wednesday,16,0.593
956,956,9,13,130,123,Wednesday,16,0.5280000000000001
957,957,10,11,140,123,Wednesday,16,0.569
958,958,10,13,120,113,Wednesday,16,0.5309999999999999
959,959,11,12,50,37,Wednesday,16,0.676
960,960,0,1,100,85,Wednesday,18,0.588
961,961,0,2,100,97,Wednesday,18,0.515
962,962,0,3,140,103,Wednesday,18,0.6799999999999999
963,963,1,2,60,56,Wednesday,18,0.5359999999999999
964,964,1,7,90,74,Wednesday,18,0.6079999999999999
965,965,2,5,100,90,Wednesday,18,0.556
966,966,3,4,60,54,Wednesday,18,0.556
967,967,3,10,110,105,Wednesday,18,0.524
968,968,4,5,90,67,Wednesday,18,0.6719999999999999
969,969,4,6,70,66,Wednesday,18,0.5300000000000001
970,970,5,8,120,106,Wednesday,18,0.566
971,971,5,12,90,68,Wednesday,18,0.662
972,972,6,7,70,62,Wednesday,18,0.5649999999999998
973,973,7,9,50,49,Wednesday,18,0.5099999999999999
974,974,8,9,110,97,Wednesday,18,0.5670000000000001
975,975,9,11,90,69,Wednesday,18,0.652
976,976,9,13,140,107,Wednesday,18,0.654
977,977,10,11,110,106,Wednesday,18,0.519
978,978,10,13,60,51,Wednesday,18,0.588
979,979,11,12,110,79,Wednesday,18,0.6959999999999998
980,980,0,1,80,46,Wednesday,20,0.8718999999999999
981,981,0,2,110,70,Wednesday,20,0.7848999999999998
982,982,0,3,120,92,Wednesday,20,0.652
983,983,1,2,50,39,Wednesday,20,0.6426999999999999
984,984,1,7,60,47,Wednesday,20,0.638
985,985,2,5,90,48,Wednesday,20,0.9418000000000001
986,986,3,4,100,60,Wednesday,20,0.8343999999999999
987,987,3,10,140,92,Wednesday,20,0.7602
988,988,4,5,70,35,Wednesday,20,1.0
989,989,4,6,50,28,Wednesday,20,0.893
990,990,5,8,120,62,Wednesday,20,0.9730000000000001
991,991,5,12,90,60,Wednesday,20,0.75
992,992,6,7,130,78,Wednesday,20,0.833
993,993,7,9,50,39,Wednesday,20,0.6409999999999999
994,994,8,9,80,50,Wednesday,20,0.7999999999999999
995,995,9,11,100,57,Wednesday,20,0.877
996,996,9,13,100,64,Wednesday,20,0.7809999999999999
997,997,10,11,50,25,Wednesday,20,1.0
998,998,10,13,60,36,Wednesday,20,0.833
999,999,11,12,60,39,Wednesday,20,0.769
1000,1000,0,1,60,37,Wednesday,22,0.8109999999999999
1001,1001,0,2,60,33,Wednesday,22,0.9090000000000004
1002,1002,0,3,140,92,Wednesday,22,0.761
1003,1003,1,2,100,58,Wednesday,22,0.8619999999999999
1004,1004,1,7,110,65,Wednesday,22,0.8472999999999999
1005,1005,2,5,90,54,Wednesday,22,0.833
1006,1006,3,4,60,42,Wednesday,22,0.7140000000000002
1007,1007,3,10,70,42,Wednesday,22,0.8351000000000001
1008,1008,4,5,120,60,Wednesday,22,1.0
1009,1009,4,6,90,60,Wednesday,22,0.75
1010,1010,5,8,80,41,Wednesday,22,0.9759999999999998
1011,1011,5,12,130,78,Wednesday,22,0.833
1012,1012,6,7,110,61,Wednesday,22,0.8989999999999998
1013,1013,7,9,90,60,Wednesday,22,0.75
1014,1014,8,9,50,36,Wednesday,22,0.6940000000000001
1015,1015,9,11,90,45,Wednesday,22,0.9978
1016,1016,9,13,120,69,Wednesday,22,0.8699999999999999
1017,1017,10,11,60,32,Wednesday,22,0.938
1018,1018,10,13,80,50,Wednesday,22,0.7999999999999999
1019,1019,11,12,100,57,Wednesday,22,0.877
1020,1020,0,1,140,101,Wednesday,24,0.6929999999999998
1021,1021,0,2,50,38,Wednesday,24,0.6579999999999998
1022,1022,0,3,50,34,Wednesday,24,0.7350000000000001
1023,1023,1,2,100,66,Wednesday,24,0.758
1024,1024,1,7,110,77,Wednesday,24,0.7140000000000002
1025,1025,2,5,100,58,Wednesday,24,0.8619999999999999
1026,1026,3,4,80,58,Wednesday,24,0.6899999999999998
1027,1027,3,10,90,59,Wednesday,24,0.763
1028,1028,4,5,70,35,Wednesday,24,1.0
1029,1029,4,6,140,107,Wednesday,24,0.6546000000000001
1030,1030,5,8,80,47,Wednesday,24,0.851
1031,1031,5,12,50,34,Wednesday,24,0.7350000000000001
1032,1032,6,7,90,47,Wednesday,24,0.9551000000000001
1033,1033,7,9,80,47,Wednesday,24,0.851
1034,1034,8,9,80,52,Wednesday,24,0.7705
1035,1035,9,11,140,83,Wednesday,24,0.8411
1036,1036,9,13,90,71,Wednesday,24,0.6340000000000001
1037,1037,10,11,70,41,Wednesday,24,0.8540000000000001
1038,1038,10,13,70,38,Wednesday,24,0.9235
1039,1039,11,12,140,107,Wednesday,24,0.654
1040,1040,0,1,140,108,Thrusday,0,0.6479999999999999
1041,1041,0,2,120,74,Thrusday,0,0.8109999999999999
1042,1042,0,3,120,79,Thrusday,0,0.7590000000000001
1043,1043,1,2,90,47,Thrusday,0,0.9570000000000001
1044,1044,1,7,140,81,Thrusday,0,0.8651
1045,1045,2,5,140,99,Thrusday,0,0.707
1046,1046,3,4,130,71,Thrusday,0,0.9164000000000001
1047,1047,3,10,100,68,Thrusday,0,0.7350000000000002
1048,1048,4,5,120,93,Thrusday,0,0.6456999999999999
1049,1049,4,6,50,29,Thrusday,0,0.8619999999999999
1050,1050,5,8,50,33,Thrusday,0,0.758
1051,1051,5,12,70,54,Thrusday,0,0.6479999999999999
1052,1052,6,7,70,55,Thrusday,0,0.636
1053,1053,7,9,90,57,Thrusday,0,0.7889999999999999
1054,1054,8,9,90,71,Thrusday,0,0.6340000000000002
1055,1055,9,11,120,81,Thrusday,0,0.7409999999999999
1056,1056,9,13,70,41,Thrusday,0,0.8540000000000003
1057,1057,10,11,120,95,Thrusday,0,0.6319999999999999
1058,1058,10,13,130,77,Thrusday,0,0.8440000000000001
