ID,EP1,EP2,Bandwidth,PacketsFlowing(1Kb),DayOfTheWeek,TimeHour
815,9,11,110,59,Wednesday,2
816,9,13,90,47,Wednesday,2
817,10,11,50,27,Wednesday,2
818,10,13,90,64,Wednesday,2
819,11,12,80,58,Wednesday,2
820,0,1,120,85,Wednesday,4
821,0,2,70,43,Wednesday,4
822,0,3,70,42,Wednesday,4
823,1,2,80,42,Wednesday,4
824,1,7,140,87,Wednesday,4
825,2,5,80,41,Wednesday,4
826,3,4,70,37,Wednesday,4
827,3,10,120,92,Wednesday,4
828,4,5,100,53,Wednesday,4
829,4,6,90,58,Wednesday,4
830,5,8,120,92,Wednesday,4
831,5,12,80,59,Wednesday,4
832,6,7,130,102,Wednesday,4
833,7,9,120,76,Wednesday,4
834,8,9,90,47,Wednesday,4
835,9,11,70,51,Wednesday,4
836,9,13,70,44,Wednesday,4
837,10,11,110,77,Wednesday,4
838,10,13,100,67,Wednesday,4
839,11,12,90,66,Wednesday,4
840,0,1,60,30,Wednesday,6
841,0,2,110,80,Wednesday,6
842,0,3,110,57,Wednesday,6
843,1,2,100,69,Wednesday,6
844,1,7,110,74,Wednesday,6
845,2,5,60,38,Wednesday,6
846,3,4,120,65,Wednesday,6
847,3,10,80,47,Wednesday,6
848,4,5,70,35,Wednesday,6
849,4,6,70,43,Wednesday,6
850,5,8,80,52,Wednesday,6
851,5,12,100,78,Wednesday,6
852,6,7,130,97,Wednesday,6
853,7,9,90,46,Wednesday,6
854,8,9,140,94,Wednesday,6
855,9,11,80,55,Wednesday,6
856,9,13,50,30,Wednesday,6
857,10,11,110,69,Wednesday,6
858,10,13,100,76,Wednesday,6
859,11,12,110,76,Wednesday,6
860,0,1,70,46,Wednesday,8
861,0,2,140,79,Wednesday,8
862,0,3,90,51,Wednesday,8
863,1,2,120,77,Wednesday,8
864,1,7,70,52,Wednesday,8
865,2,5,60,39,Wednesday,8
866,3,4,80,62,Wednesday,8
867,3,10,110,60,Wednesday,8
868,4,5,50,35,Wednesday,8
869,4,6,70,41,Wednesday,8
870,5,8,50,30,Wednesday,8
871,5,12,50,36,Wednesday,8
872,6,7,60,44,Wednesday,8
873,7,9,130,73,Wednesday,8
874,8,9,70,50,Wednesday,8
875,9,11,130,71,Wednesday,8
876,9,13,140,93,Wednesday,8
877,10,11,80,42,Wednesday,8
878,10,13,50,36,Wednesday,8
879,11,12,100,74,Wednesday,8
880,0,1,70,52,Wednesday,10
881,0,2,60,58,Wednesday,10
882,0,3,140,115,Wednesday,10
883,1,2,140,132,Wednesday,10
884,1,7,70,54,Wednesday,10
885,2,5,100,94,Wednesday,10
886,3,4,90,70,Wednesday,10
887,3,10,80,69,Wednesday,10
888,4,5,60,59,Wednesday,10
889,4,6,90,74,Wednesday,10
890,5,8,60,43,Wednesday,10
891,5,12,50,36,Wednesday,10
892,6,7,140,130,Wednesday,10
893,7,9,80,60,Wednesday,10
894,8,9,70,60,Wednesday,10
895,9,11,60,42,Wednesday,10
896,9,13,90,84,Wednesday,10
897,10,11,140,111,Wednesday,10
898,10,13,50,43,Wednesday,10
899,11,12,80,57,Wednesday,10
900,0,1,80,60,Wednesday,12
901,0,2,110,102,Wednesday,12
902,0,3,110,95,Wednesday,12
903,1,2,130,96,Wednesday,12
904,1,7,50,38,Wednesday,12
905,2,5,110,89,Wednesday,12
906,3,4,110,95,Wednesday,12
907,3,10,130,110,Wednesday,12
908,4,5,120,85,Wednesday,12
909,4,6,120,115,Wednesday,12
910,5,8,70,64,Wednesday,12
911,5,12,70,66,Wednesday,12
912,6,7,50,43,Wednesday,12
913,7,9,130,93,Wednesday,12
914,8,9,120,115,Wednesday,12
915,9,11,100,96,Wednesday,12
916,9,13,140,136,Wednesday,12
917,10,11,80,75,Wednesday,12
918,10,13,130,128,Wednesday,12
919,11,12,100,86,Wednesday,12
920,0,1,80,67,Wednesday,14
921,0,2,140,106,Wednesday,14
922,0,3,110,77,Wednesday,14
923,1,2,100,97,Wednesday,14
924,1,7,140,120,Wednesday,14
925,2,5,50,46,Wednesday,14
926,3,4,140,101,Wednesday,14
927,3,10,90,69,Wednesday,14
928,4,5,90,88,Wednesday,14
929,4,6,70,60,Wednesday,14
930,5,8,140,135,Wednesday,14
931,5,12,70,64,Wednesday,14
932,6,7,120,91,Wednesday,14
933,7,9,90,89,Wednesday,14
934,8,9,120,85,Wednesday,14
935,9,11,140,108,Wednesday,14
936,9,13,110,97,Wednesday,14
937,10,11,110,78,Wednesday,14
938,10,13,50,38,Wednesday,14
939,11,12,90,72,Wednesday,14
940,0,1,80,70,Wednesday,16
941,0,2,70,69,Wednesday,16
942,0,3,80,79,Wednesday,16
943,1,2,140,119,Wednesday,16
944,1,7,120,91,Wednesday,16
945,2,5,80,65,Wednesday,16
946,3,4,80,71,Wednesday,16
947,3,10,140,106,Wednesday,16
948,4,5,60,52,Wednesday,16
949,4,6,70,66,Wednesday,16
950,5,8,70,52,Wednesday,16
951,5,12,50,48,Wednesday,16
952,6,7,100,97,Wednesday,16
953,7,9,140,100,Wednesday,16
954,8,9,60,58,Wednesday,16
955,9,11,130,106,Wednesday,16
956,9,13,50,49,Wednesday,16
957,10,11,140,126,Wednesday,16
958,10,13,100,70,Wednesday,16
959,11,12,100,78,Wednesday,16
960,0,1,120,89,Wednesday,18
961,0,2,70,60,Wednesday,18
962,0,3,60,51,Wednesday,18
963,1,2,60,49,Wednesday,18
964,1,7,90,71,Wednesday,18
965,2,5,140,112,Wednesday,18
966,3,4,100,74,Wednesday,18
967,3,10,100,72,Wednesday,18
968,4,5,50,47,Wednesday,18
969,4,6,50,42,Wednesday,18
970,5,8,100,70,Wednesday,18
971,5,12,50,41,Wednesday,18
972,6,7,100,85,Wednesday,18
973,7,9,100,85,Wednesday,18
974,8,9,80,58,Wednesday,18
975,9,11,70,52,Wednesday,18
976,9,13,60,43,Wednesday,18
977,10,11,60,42,Wednesday,18
978,10,13,80,64,Wednesday,18
979,11,12,120,112,Wednesday,18
980,0,1,50,30,Wednesday,20
981,0,2,90,57,Wednesday,20
982,0,3,140,99,Wednesday,20
983,1,2,60,34,Wednesday,20
984,1,7,50,31,Wednesday,20
985,2,5,80,48,Wednesday,20
986,3,4,110,82,Wednesday,20
987,3,10,60,35,Wednesday,20
988,4,5,130,92,Wednesday,20
989,4,6,70,40,Wednesday,20
990,5,8,140,96,Wednesday,20
991,5,12,130,81,Wednesday,20
992,6,7,140,90,Wednesday,20
993,7,9,60,45,Wednesday,20
994,8,9,70,44,Wednesday,20
995,9,11,120,91,Wednesday,20
996,9,13,100,54,Wednesday,20
997,10,11,60,33,Wednesday,20
998,10,13,140,84,Wednesday,20
999,11,12,50,29,Wednesday,20
1000,0,1,80,63,Wednesday,22
1001,0,2,120,69,Wednesday,22
1002,0,3,80,47,Wednesday,22
1003,1,2,60,33,Wednesday,22
1004,1,7,90,64,Wednesday,22
1005,2,5,110,62,Wednesday,22
1006,3,4,130,72,Wednesday,22
1007,3,10,120,87,Wednesday,22
1008,4,5,110,63,Wednesday,22
1009,4,6,90,69,Wednesday,22
1010,5,8,80,46,Wednesday,22
1011,5,12,140,88,Wednesday,22
1012,6,7,80,57,Wednesday,22
1013,7,9,130,76,Wednesday,22
1014,8,9,120,92,Wednesday,22
1015,9,11,60,35,Wednesday,22
1016,9,13,130,67,Wednesday,22
1017,10,11,120,92,Wednesday,22
1018,10,13,80,47,Wednesday,22
1019,11,12,70,50,Wednesday,22
1020,0,1,80,61,Wednesday,24
1021,0,2,100,62,Wednesday,24
1022,0,3,110,57,Wednesday,24
1023,1,2,130,88,Wednesday,24
1024,1,7,80,61,Wednesday,24
1025,2,5,140,94,Wednesday,24
1026,3,4,100,72,Wednesday,24
1027,3,10,90,68,Wednesday,24
1028,4,5,60,46,Wednesday,24
1029,4,6,50,35,Wednesday,24
1030,5,8,110,69,Wednesday,24
1031,5,12,120,70,Wednesday,24
1032,6,7,60,47,Wednesday,24
1033,7,9,80,47,Wednesday,24
1034,8,9,80,42,Wednesday,24
1035,9,11,70,55,Wednesday,24
1036,9,13,100,51,Wednesday,24
1037,10,11,100,57,Wednesday,24
1038,10,13,120,79,Wednesday,24
1039,11,12,100,68,Wednesday,24
1040,0,1,130,68,Thrusday,0
1041,0,2,70,43,Thrusday,0
1042,0,3,80,62,Thrusday,0
1043,1,2,110,77,Thrusday,0
1044,1,7,110,73,Thrusday,0
1045,2,5,70,54,Thrusday,0
1046,3,4,100,54,Thrusday,0
1047,3,10,70,54,Thrusday,0
1048,4,5,120,90,Thrusday,0
1049,4,6,120,83,Thrusday,0
1050,5,8,70,54,Thrusday,0
1051,5,12,50,35,Thrusday,0
1052,6,7,50,33,Thrusday,0
1053,7,9,90,45,Thrusday,0
1054,8,9,60,43,Thrusday,0
1055,9,11,50,29,Thrusday,0
1056,9,13,140,82,Thrusday,0
1057,10,11,90,49,Thrusday,0
1058,10,13,140,108,Thrusday,0
1059,11,12,120,84,Thrusday,0
1060,0,1,70,48,Thrusday,2
1061,0,2,50,33,Thrusday,2
1062,0,3,90,59,Thrusday,2
1063,1,2,90,52,Thrusday,2
1064,1,7,130,65,Thrusday,2
1065,2,5,110,66,Thrusday,2
1066,3,4,60,39,Thrusday,2
1067,3,10,50,39,Thrusday,2
1068,4,5,90,49,Thrusday,2
1069,4,6,120,95,Thrusday,2
1070,5,8,100,57,Thrusday,2
1071,5,12,130,103,Thrusday,2
1072,6,7,100,79,Thrusday,2
1073,7,9,130,71,Thrusday,2
1074,8,9,60,45,Thrusday,2
1075,9,11,130,75,Thrusday,2
1076,9,13,80,46,Thrusday,2
1077,10,11,60,41,Thrusday,2
1078,10,13,140,94,Thrusday,2
1079,11,12,130,95,Thrusday,2
1080,0,1,110,59,Thrusday,4
1081,0,2,110,82,Thrusday,4
1082,0,3,120,69,Thrusday,4
1083,1,2,130,71,Thrusday,4
1084,1,7,50,31,Thrusday,4
1085,2,5,90,64,Thrusday,4
1086,3,4,130,86,Thrusday,4
1087,3,10,120,90,Thrusday,4
1088,4,5,90,48,Thrusday,4
1089,4,6,140,103,Thrusday,4
1090,5,8,90,47,Thrusday,4
1091,5,12,50,37,Thrusday,4
1092,6,7,100,66,Thrusday,4
1093,7,9,50,28,Thrusday,4
1094,8,9,110,64,Thrusday,4
1095,9,11,80,44,Thrusday,4
1096,9,13,100,50,Thrusday,4
1097,10,11,80,60,Thrusday,4
1098,10,13,60,39,Thrusday,4
1099,11,12,110,83,Thrusday,4
1100,0,1,50,34,Thrusday,6
1101,0,2,60,39,Thrusday,6
1102,0,3,60,39,Thrusday,6
1103,1,2,120,83,Thrusday,6
1104,1,7,100,56,Thrusday,6
1105,2,5,140,83,Thrusday,6
1106,3,4,130,79,Thrusday,6
1107,3,10,100,69,Thrusday,6
1108,4,5,100,75,Thrusday,6
1109,4,6,50,28,Thrusday,6
1110,5,8,70,46,Thrusday,6
1111,5,12,80,53,Thrusday,6
1112,6,7,140,107,Thrusday,6
1113,7,9,120,88,Thrusday,6
1114,8,9,50,32,Thrusday,6
1115,9,11,120,93,Thrusday,6
1116,9,13,70,52,Thrusday,6
1117,10,11,80,44,Thrusday,6
1118,10,13,140,74,Thrusday,6
1119,11,12,130,76,Thrusday,6
1120,0,1,90,66,Thrusday,8
1121,0,2,120,79,Thrusday,8
1122,0,3,120,80,Thrusday,8
1123,1,2,60,32,Thrusday,8
1124,1,7,130,68,Thrusday,8
1125,2,5,140,97,Thrusday,8
1126,3,4,110,56,Thrusday,8
1127,3,10,120,73,Thrusday,8
1128,4,5,80,56,Thrusday,8
1129,4,6,110,83,Thrusday,8
1130,5,8,70,40,Thrusday,8
1131,5,12,100,64,Thrusday,8
1132,6,7,80,48,Thrusday,8
1133,7,9,100,58,Thrusday,8
1134,8,9,80,45,Thrusday,8
1135,9,11,90,49,Thrusday,8
1136,9,13,60,42,Thrusday,8
1137,10,11,90,61,Thrusday,8
1138,10,13,100,52,Thrusday,8
1139,11,12,60,46,Thrusday,8
1140,0,1,120,112,Thrusday,10
1141,0,2,130,96,Thrusday,10
1142,0,3,90,88,Thrusday,10
1143,1,2,60,58,Thrusday,10
1144,1,7,140,102,Thrusday,10
1145,2,5,50,44,Thrusday,10
1146,3,4,80,64,Thrusday,10
1147,3,10,120,91,Thrusday,10
1148,4,5,60,48,Thrusday,10
1149,4,6,70,51,Thrusday,10
1150,5,8,130,91,Thrusday,10
1151,5,12,110,103,Thrusday,10
1152,6,7,70,54,Thrusday,10
1153,7,9,60,57,Thrusday,10
1154,8,9,130,94,Thrusday,10
1155,9,11,100,83,Thrusday,10
1156,9,13,120,109,Thrusday,10
1157,10,11,110,100,Thrusday,10
1158,10,13,60,53,Thrusday,10
1159,11,12,100,90,Thrusday,10
1160,0,1,130,119,Thrusday,12
1161,0,2,90,72,Thrusday,12
1162,0,3,80,74,Thrusday,12
1163,1,2,70,62,Thrusday,12
1164,1,7,120,94,Thrusday,12
1165,2,5,100,74,Thrusday,12
1166,3,4,120,84,Thrusday,12
1167,3,10,100,70,Thrusday,12
1168,4,5,90,67,Thrusday,12
1169,4,6,130,96,Thrusday,12
1170,5,8,140,123,Thrusday,12
1171,5,12,100,96,Thrusday,12
1172,6,7,60,52,Thrusday,12
1173,7,9,110,82,Thrusday,12
1174,8,9,130,96,Thrusday,12
1175,9,11,60,51,Thrusday,12
1176,9,13,70,69,Thrusday,12
1177,10,11,110,107,Thrusday,12
1178,10,13,60,53,Thrusday,12
1179,11,12,60,51,Thrusday,12
1180,0,1,100,79,Thrusday,14
1181,0,2,110,98,Thrusday,14
1182,0,3,110,101,Thrusday,14
1183,1,2,130,106,Thrusday,14
1184,1,7,50,41,Thrusday,14
1185,2,5,120,115,Thrusday,14
1186,3,4,90,76,Thrusday,14
1187,3,10,60,53,Thrusday,14
1188,4,5,140,134,Thrusday,14
1189,4,6,70,61,Thrusday,14
1190,5,8,60,54,Thrusday,14
1191,5,12,100,90,Thrusday,14
1192,6,7,50,45,Thrusday,14
1193,7,9,80,57,Thrusday,14
1194,8,9,140,121,Thrusday,14
1195,9,11,140,119,Thrusday,14
1196,9,13,70,63,Thrusday,14
1197,10,11,100,82,Thrusday,14
1198,10,13,50,39,Thrusday,14
1199,11,12,130,108,Thrusday,14
1200,0,1,120,118,Thrusday,16
1201,0,2,130,103,Thrusday,16
1202,0,3,100,73,Thrusday,16
1203,1,2,80,74,Thrusday,16
1204,1,7,140,128,Thrusday,16
1205,2,5,70,63,Thrusday,16
1206,3,4,50,43,Thrusday,16
1207,3,10,90,84,Thrusday,16
1208,4,5,120,111,Thrusday,16
1209,4,6,100,81,Thrusday,16
1210,5,8,90,79,Thrusday,16
1211,5,12,140,127,Thrusday,16
1212,6,7,70,52,Thrusday,16
1213,7,9,140,123,Thrusday,16
1214,8,9,70,59,Thrusday,16
1215,9,11,60,49,Thrusday,16
1216,9,13,130,96,Thrusday,16
1217,10,11,110,87,Thrusday,16
1218,10,13,60,55,Thrusday,16
1219,11,12,110,80,Thrusday,16
1220,0,1,60,42,Thrusday,18
1221,0,2,90,64,Thrusday,18
1222,0,3,90,88,Thrusday,18
1223,1,2,60,44,Thrusday,18
1224,1,7,50,46,Thrusday,18
1225,2,5,130,111,Thrusday,18
1226,3,4,110,103,Thrusday,18
1227,3,10,130,112,Thrusday,18
1228,4,5,110,80,Thrusday,18
1229,4,6,130,124,Thrusday,18
1230,5,8,50,46,Thrusday,18
1231,5,12,70,53,Thrusday,18
1232,6,7,60,57,Thrusday,18
1233,7,9,60,58,Thrusday,18
1234,8,9,60,57,Thrusday,18
1235,9,11,130,119,Thrusday,18
1236,9,13,110,78,Thrusday,18
1237,10,11,100,89,Thrusday,18
1238,10,13,100,85,Thrusday,18
1239,11,12,70,64,Thrusday,18
1240,0,1,110,68,Thrusday,20
1241,0,2,120,67,Thrusday,20
1242,0,3,80,59,Thrusday,20
1243,1,2,50,26,Thrusday,20
1244,1,7,100,56,Thrusday,20
1245,2,5,50,33,Thrusday,20
1246,3,4,80,51,Thrusday,20
1247,3,10,50,32,Thrusday,20
1248,4,5,90,70,Thrusday,20
1249,4,6,50,25,Thrusday,20
1250,5,8,70,39,Thrusday,20
1251,5,12,90,68,Thrusday,20
1252,6,7,90,52,Thrusday,20
1253,7,9,90,53,Thrusday,20
1254,8,9,70,50,Thrusday,20
1255,9,11,140,77,Thrusday,20
1256,9,13,110,79,Thrusday,20
1257,10,11,100,63,Thrusday,20
1258,10,13,110,77,Thrusday,20
1259,11,12,100,63,Thrusday,20
1260,0,1,50,34,Thrusday,22
1261,0,2,140,102,Thrusday,22
1262,0,3,140,81,Thrusday,22
1263,1,2,90,52,Thrusday,22
1264,1,7,60,41,Thrusday,22
1265,2,5,80,62,Thrusday,22
1266,3,4,70,39,Thrusday,22
1267,3,10,70,46,Thrusday,22
1268,4,5,60,36,Thrusday,22
1269,4,6,130,102,Thrusday,22
1270,5,8,90,65,Thrusday,22
1271,5,12,50,32,Thrusday,22
1272,6,7,120,94,Thrusday,22
1273,7,9,100,71,Thrusday,22
1274,8,9,50,32,Thrusday,22
1275,9,11,100,57,Thrusday,22
1276,9,13,90,61,Thrusday,22
1277,10,11,80,57,Thrusday,22
1278,10,13,50,32,Thrusday,22
1279,11,12,70,47,Thrusday,22
1280,0,1,110,61,Thrusday,24
1281,0,2,70,37,Thrusday,24
1282,0,3,70,41,Thrusday,24
1283,1,2,130,94,Thrusday,24
1284,1,7,140,84,Thrusday,24
1285,2,5,80,40,Thrusday,24
1286,3,4,100,55,Thrusday,24
1287,3,10,140,70,Thrusday,24
1288,4,5,100,78,Thrusday,24
1289,4,6,90,67,Thrusday,24
1290,5,8,90,66,Thrusday,24
1291,5,12,90,56,Thrusday,24
1292,6,7,130,65,Thrusday,24
1293,7,9,50,30,Thrusday,24
1294,8,9,110,83,Thrusday,24
1295,9,11,100,57,Thrusday,24
1296,9,13,100,68,Thrusday,24
1297,10,11,80,52,Thrusday,24
1298,10,13,50,27,Thrusday,24
1299,11,12,70,51,Thrusday,24
1300,0,1,120,63,Friday,0
1301,0,2,90,60,Friday,0
1302,0,3,80,61,Friday,0
1303,1,2,140,79,Friday,0
1304,1,7,70,36,Friday,0
1305,2,5,130,72,Friday,0
1306,3,4,80,61,Friday,0
1307,3,10,140,70,Friday,0
1308,4,5,110,84,Friday,0
1309,4,6,90,65,Friday,0
1310,5,8,80,51,Friday,0
1311,5,12,120,84,Friday,0
1312,6,7,80,48,Friday,0
1313,7,9,140,83,Friday,0
1314,8,9,60,40,Friday,0
1315,9,11,50,35,Friday,0
1316,9,13,80,52,Friday,0
1317,10,11,100,61,Friday,0
1318,10,13,100,63,Friday,0
1319,11,12,140,101,Friday,0
1320,0,1,50,29,Friday,2
1321,0,2,60,47,Friday,2
1322,0,3,110,71,Friday,2
1323,1,2,130,65,Friday,2
1324,1,7,140,90,Friday,2
1325,2,5,90,48,Friday,2
1326,3,4,70,48,Friday,2
1327,3,10,70,40,Friday,2
1328,4,5,100,73,Friday,2
1329,4,6,90,57,Friday,2
1330,5,8,80,51,Friday,2
1331,5,12,120,79,Friday,2
1332,6,7,70,53,Friday,2
1333,7,9,100,67,Friday,2
1334,8,9,130,82,Friday,2
1335,9,11,90,66,Friday,2
1336,9,13,100,71,Friday,2
1337,10,11,120,90,Friday,2
1338,10,13,80,52,Friday,2
1339,11,12,140,101,Friday,2
1340,0,1,70,54,Friday,4
1341,0,2,70,51,Friday,4
1342,0,3,80,57,Friday,4
1343,1,2,50,27,Friday,4
1344,1,7,50,37,Friday,4
1345,2,5,120,77,Friday,4
1346,3,4,110,86,Friday,4
1347,3,10,80,58,Friday,4
1348,4,5,100,71,Friday,4
1349,4,6,120,73,Friday,4
1350,5,8,130,74,Friday,4
1351,5,12,120,62,Friday,4
1352,6,7,130,81,Friday,4
1353,7,9,130,99,Friday,4
1354,8,9,100,60,Friday,4
1355,9,11,60,40,Friday,4
1356,9,13,130,87,Friday,4
1357,10,11,50,33,Friday,4
1358,10,13,140,80,Friday,4
1359,11,12,140,98,Friday,4
1360,0,1,70,53,Friday,6
1361,0,2,130,85,Friday,6
1362,0,3,80,63,Friday,6
1363,1,2,60,42,Friday,6
1364,1,7,120,94,Friday,6
1365,2,5,100,56,Friday,6
1366,3,4,140,76,Friday,6
1367,3,10,90,55,Friday,6
1368,4,5,90,47,Friday,6
1369,4,6,50,38,Friday,6
1370,5,8,140,91,Friday,6
1371,5,12,90,49,Friday,6
1372,6,7,100,76,Friday,6
1373,7,9,50,32,Friday,6
1374,8,9,80,49,Friday,6
1375,9,11,50,33,Friday,6
1376,9,13,120,91,Friday,6
1377,10,11,110,72,Friday,6
1378,10,13,110,67,Friday,6
1379,11,12,50,25,Friday,6
1380,0,1,120,91,Friday,8
1381,0,2,110,82,Friday,8
1382,0,3,60,30,Friday,8
1383,1,2,130,100,Friday,8
1384,1,7,50,28,Friday,8
1385,2,5,90,66,Friday,8
1386,3,4,80,43,Friday,8
1387,3,10,70,35,Friday,8
1388,4,5,80,54,Friday,8
1389,4,6,140,92,Friday,8
1390,5,8,140,72,Friday,8
1391,5,12,100,74,Friday,8
1392,6,7,140,111,Friday,8
1393,7,9,60,38,Friday,8
1394,8,9,90,63,Friday,8
1395,9,11,50,25,Friday,8
1396,9,13,140,72,Friday,8
1397,10,11,140,89,Friday,8
1398,10,13,100,59,Friday,8
1399,11,12,110,57,Friday,8
1400,0,1,100,98,Friday,10
1401,0,2,80,71,Friday,10
1402,0,3,90,71,Friday,10
1403,1,2,90,63,Friday,10
1404,1,7,90,74,Friday,10
1405,2,5,60,44,Friday,10
1406,3,4,130,93,Friday,10
1407,3,10,70,66,Friday,10
1408,4,5,140,128,Friday,10
1409,4,6,90,70,Friday,10
1410,5,8,110,100,Friday,10
1411,5,12,140,137,Friday,10
1412,6,7,140,118,Friday,10
1413,7,9,60,48,Friday,10
1414,8,9,100,82,Friday,10
1415,9,11,100,96,Friday,10
1416,9,13,110,89,Friday,10
1417,10,11,130,107,Friday,10
1418,10,13,70,65,Friday,10
1419,11,12,60,46,Friday,10
1420,0,1,80,71,Friday,12
1421,0,2,120,95,Friday,12
1422,0,3,80,78,Friday,12
1423,1,2,100,98,Friday,12
1424,1,7,70,62,Friday,12
1425,2,5,140,133,Friday,12
1426,3,4,110,100,Friday,12
1427,3,10,110,95,Friday,12
1428,4,5,140,130,Friday,12
1429,4,6,90,69,Friday,12
1430,5,8,100,75,Friday,12
1431,5,12,80,60,Friday,12
1432,6,7,130,128,Friday,12
1433,7,9,140,113,Friday,12
1434,8,9,130,92,Friday,12
1435,9,11,120,89,Friday,12
1436,9,13,80,71,Friday,12
1437,10,11,120,119,Friday,12
1438,10,13,110,103,Friday,12
1439,11,12,90,81,Friday,12
1440,0,1,140,104,Friday,14
1441,0,2,110,92,Friday,14
1442,0,3,100,96,Friday,14
1443,1,2,90,72,Friday,14
1444,1,7,120,102,Friday,14
1445,2,5,110,95,Friday,14
1446,3,4,110,78,Friday,14
1447,3,10,100,90,Friday,14
1448,4,5,130,126,Friday,14
1449,4,6,60,58,Friday,14
1450,5,8,100,90,Friday,14
1451,5,12,70,56,Friday,14
1452,6,7,70,64,Friday,14
1453,7,9,50,47,Friday,14
1454,8,9,120,97,Friday,14
1455,9,11,130,113,Friday,14
1456,9,13,130,109,Friday,14
1457,10,11,90,75,Friday,14
1458,10,13,70,64,Friday,14
1459,11,12,90,79,Friday,14
1460,0,1,140,119,Friday,16
1461,0,2,60,51,Friday,16
1462,0,3,70,62,Friday,16
1463,1,2,50,47,Friday,16
1464,1,7,70,62,Friday,16
1465,2,5,80,77,Friday,16
1466,3,4,90,87,Friday,16
1467,3,10,140,124,Friday,16
1468,4,5,100,78,Friday,16
1469,4,6,110,103,Friday,16
1470,5,8,120,117,Friday,16
1471,5,12,120,100,Friday,16
1472,6,7,80,73,Friday,16
1473,7,9,110,85,Friday,16
1474,8,9,50,49,Friday,16
1475,9,11,110,81,Friday,16
1476,9,13,140,139,Friday,16
1477,10,11,140,108,Friday,16
1478,10,13,60,55,Friday,16
1479,11,12,50,35,Friday,16
1480,0,1,80,68,Friday,18
1481,0,2,70,55,Friday,18
1482,0,3,50,36,Friday,18
1483,1,2,110,107,Friday,18
1484,1,7,100,85,Friday,18
1485,2,5,100,70,Friday,18
1486,3,4,120,117,Friday,18
1487,3,10,100,93,Friday,18
1488,4,5,80,76,Friday,18
1489,4,6,110,80,Friday,18
1490,5,8,50,44,Friday,18
1491,5,12,120,102,Friday,18
1492,6,7,80,57,Friday,18
1493,7,9,50,46,Friday,18
1494,8,9,100,81,Friday,18
1495,9,11,140,110,Friday,18
1496,9,13,100,81,Friday,18
1497,10,11,130,92,Friday,18
1498,10,13,140,114,Friday,18
1499,11,12,140,118,Friday,18
1500,0,1,120,87,Friday,20
1501,0,2,120,82,Friday,20
1502,0,3,110,84,Friday,20
1503,1,2,140,86,Friday,20
1504,1,7,120,80,Friday,20
1505,2,5,80,54,Friday,20
1506,3,4,70,48,Friday,20
1507,3,10,100,50,Friday,20
1508,4,5,120,66,Friday,20
1509,4,6,140,92,Friday,20
1510,5,8,100,53,Friday,20
1511,5,12,100,54,Friday,20
1512,6,7,80,42,Friday,20
1513,7,9,50,28,Friday,20
1514,8,9,80,55,Friday,20
1515,9,11,80,60,Friday,20
1516,9,13,90,57,Friday,20
1517,10,11,80,54,Friday,20
1518,10,13,140,84,Friday,20
1519,11,12,100,59,Friday,20
1520,0,1,110,72,Friday,22
1521,0,2,100,53,Friday,22
1522,0,3,50,32,Friday,22
1523,1,2,140,99,Friday,22
1524,1,7,120,79,Friday,22
1525,2,5,60,40,Friday,22
1526,3,4,140,86,Friday,22
1527,3,10,100,70,Friday,22
1528,4,5,130,83,Friday,22
1529,4,6,70,46,Friday,22
1530,5,8,80,55,Friday,22
1531,5,12,70,53,Friday,22
1532,6,7,70,38,Friday,22
1533,7,9,120,70,Friday,22
1534,8,9,80,62,Friday,22
1535,9,11,70,35,Friday,22
1536,9,13,130,98,Friday,22
1537,10,11,140,83,Friday,22
1538,10,13,50,25,Friday,22
1539,11,12,110,86,Friday,22
1540,0,1,50,27,Friday,24
1541,0,2,90,50,Friday,24
1542,0,3,100,51,Friday,24
1543,1,2,80,57,Friday,24
1544,1,7,80,44,Friday,24
1545,2,5,140,71,Friday,24
1546,3,4,130,77,Friday,24
1547,3,10,140,96,Friday,24
1548,4,5,120,71,Friday,24
1549,4,6,140,95,Friday,24
1550,5,8,70,48,Friday,24
1551,5,12,50,39,Friday,24
1552,6,7,140,72,Friday,24
1553,7,9,140,80,Friday,24
1554,8,9,80,48,Friday,24
1555,9,11,80,43,Friday,24
1556,9,13,50,34,Friday,24
1557,10,11,100,70,Friday,24
1558,10,13,70,46,Friday,24
1559,11,12,90,51,Friday,24
1560,0,1,140,37,Saturday,0
1561,0,2,130,51,Saturday,0
1562,0,3,80,15,Saturday,0
1563,1,2,110,37,Saturday,0
1564,1,7,110,13,Saturday,0
1565,2,5,60,21,Saturday,0
1566,3,4,50,11,Saturday,0
1567,3,10,110,14,Saturday,0
1568,4,5,130,51,Saturday,0
1569,4,6,70,8,Saturday,0
1570,5,8,140,34,Saturday,0
1571,5,12,90,25,Saturday,0
1572,6,7,50,19,Saturday,0
1573,7,9,100,16,Saturday,0
1574,8,9,60,6,Saturday,0
1575,9,11,130,20,Saturday,0
1576,9,13,70,7,Saturday,0
1577,10,11,110,18,Saturday,0
1578,10,13,100,32,Saturday,0
1579,11,12,80,27,Saturday,0
1580,0,1,80,14,Saturday,2
1581,0,2,110,41,Saturday,2
1582,0,3,100,37,Saturday,2
1583,1,2,90,29,Saturday,2
1584,1,7,70,13,Saturday,2
1585,2,5,100,14,Saturday,2
1586,3,4,110,25,Saturday,2
