ID,EP1,EP2,Bandwidth,PacketsFlowing(1Kb),DayOfTheWeek,TimeHour
815,9,11,80,45,Wednesday,2
816,9,13,70,51,Wednesday,2
817,10,11,80,61,Wednesday,2
818,10,13,110,61,Wednesday,2
819,11,12,110,81,Wednesday,2
820,0,1,80,60,Wednesday,4
821,0,2,90,45,Wednesday,4
822,0,3,80,61,Wednesday,4
823,1,2,80,58,Wednesday,4
824,1,7,60,46,Wednesday,4
825,2,5,100,63,Wednesday,4
826,3,4,140,89,Wednesday,4
827,3,10,80,63,Wednesday,4
828,4,5,60,41,Wednesday,4
829,4,6,130,103,Wednesday,4
830,5,8,130,93,Wednesday,4
831,5,12,50,39,Wednesday,4
832,6,7,90,61,Wednesday,4
833,7,9,50,27,Wednesday,4
834,8,9,110,58,Wednesday,4
835,9,11,120,60,Wednesday,4
836,9,13,80,46,Wednesday,4
837,10,11,60,35,Wednesday,4
838,10,13,120,88,Wednesday,4
839,11,12,120,90,Wednesday,4
840,0,1,90,61,Wednesday,6
841,0,2,60,30,Wednesday,6
842,0,3,140,109,Wednesday,6
843,1,2,120,73,Wednesday,6
844,1,7,50,35,Wednesday,6
845,2,5,120,92,Wednesday,6
846,3,4,80,42,Wednesday,6
847,3,10,100,56,Wednesday,6
848,4,5,60,47,Wednesday,6
849,4,6,100,78,Wednesday,6
850,5,8,60,35,Wednesday,6
851,5,12,80,52,Wednesday,6
852,6,7,50,25,Wednesday,6
853,7,9,110,58,Wednesday,6
854,8,9,90,51,Wednesday,6
855,9,11,110,80,Wednesday,6
856,9,13,70,38,Wednesday,6
857,10,11,110,67,Wednesday,6
858,10,13,80,44,Wednesday,6
859,11,12,110,83,Wednesday,6
860,0,1,70,48,Wednesday,8
861,0,2,50,29,Wednesday,8
862,0,3,120,93,Wednesday,8
863,1,2,80,62,Wednesday,8
864,1,7,90,69,Wednesday,8
865,2,5,60,37,Wednesday,8
866,3,4,110,81,Wednesday,8
867,3,10,130,93,Wednesday,8
868,4,5,80,46,Wednesday,8
869,4,6,100,68,Wednesday,8
870,5,8,90,67,Wednesday,8
871,5,12,50,28,Wednesday,8
872,6,7,130,75,Wednesday,8
873,7,9,100,70,Wednesday,8
874,8,9,60,43,Wednesday,8
875,9,11,100,76,Wednesday,8
876,9,13,70,55,Wednesday,8
877,10,11,90,50,Wednesday,8
878,10,13,50,33,Wednesday,8
879,11,12,70,48,Wednesday,8
880,0,1,60,42,Wednesday,10
881,0,2,130,120,Wednesday,10
882,0,3,100,93,Wednesday,10
883,1,2,60,57,Wednesday,10
884,1,7,70,60,Wednesday,10
885,2,5,50,35,Wednesday,10
886,3,4,140,121,Wednesday,10
887,3,10,120,100,Wednesday,10
888,4,5,140,126,Wednesday,10
889,4,6,100,89,Wednesday,10
890,5,8,130,117,Wednesday,10
891,5,12,70,61,Wednesday,10
892,6,7,110,105,Wednesday,10
893,7,9,50,38,Wednesday,10
894,8,9,120,102,Wednesday,10
895,9,11,60,58,Wednesday,10
896,9,13,60,59,Wednesday,10
897,10,11,120,98,Wednesday,10
898,10,13,60,52,Wednesday,10
899,11,12,60,44,Wednesday,10
900,0,1,100,83,Wednesday,12
901,0,2,70,59,Wednesday,12
902,0,3,100,97,Wednesday,12
903,1,2,50,39,Wednesday,12
904,1,7,60,58,Wednesday,12
905,2,5,60,44,Wednesday,12
906,3,4,50,42,Wednesday,12
907,3,10,130,121,Wednesday,12
908,4,5,80,70,Wednesday,12
909,4,6,90,67,Wednesday,12
910,5,8,110,94,Wednesday,12
911,5,12,140,126,Wednesday,12
912,6,7,140,102,Wednesday,12
913,7,9,130,106,Wednesday,12
914,8,9,90,89,Wednesday,12
915,9,11,60,51,Wednesday,12
916,9,13,60,54,Wednesday,12
917,10,11,90,76,Wednesday,12
918,10,13,60,47,Wednesday,12
919,11,12,100,90,Wednesday,12
920,0,1,110,82,Wednesday,14
921,0,2,100,97,Wednesday,14
922,0,3,80,67,Wednesday,14
923,1,2,60,56,Wednesday,14
924,1,7,100,73,Wednesday,14
925,2,5,120,104,Wednesday,14
926,3,4,50,45,Wednesday,14
927,3,10,120,87,Wednesday,14
928,4,5,140,112,Wednesday,14
929,4,6,90,72,Wednesday,14
930,5,8,90,77,Wednesday,14
931,5,12,130,124,Wednesday,14
932,6,7,100,86,Wednesday,14
933,7,9,130,96,Wednesday,14
934,8,9,130,127,Wednesday,14
935,9,11,120,110,Wednesday,14
936,9,13,80,75,Wednesday,14
937,10,11,110,104,Wednesday,14
938,10,13,60,46,Wednesday,14
939,11,12,60,56,Wednesday,14
940,0,1,100,98,Wednesday,16
941,0,2,50,39,Wednesday,16
942,0,3,100,83,Wednesday,16
943,1,2,140,135,Wednesday,16
944,1,7,60,47,Wednesday,16
945,2,5,50,42,Wednesday,16
946,3,4,70,58,Wednesday,16
947,3,10,50,44,Wednesday,16
948,4,5,60,43,Wednesday,16
949,4,6,60,44,Wednesday,16
950,5,8,90,83,Wednesday,16
951,5,12,90,72,Wednesday,16
952,6,7,110,91,Wednesday,16
953,7,9,50,41,Wednesday,16
954,8,9,120,102,Wednesday,16
955,9,11,70,59,Wednesday,16
956,9,13,130,123,Wednesday,16
957,10,11,140,123,Wednesday,16
958,10,13,120,113,Wednesday,16
959,11,12,50,37,Wednesday,16
960,0,1,100,85,Wednesday,18
961,0,2,100,97,Wednesday,18
962,0,3,140,103,Wednesday,18
963,1,2,60,56,Wednesday,18
964,1,7,90,74,Wednesday,18
965,2,5,100,90,Wednesday,18
966,3,4,60,54,Wednesday,18
967,3,10,110,105,Wednesday,18
968,4,5,90,67,Wednesday,18
969,4,6,70,66,Wednesday,18
970,5,8,120,106,Wednesday,18
971,5,12,90,68,Wednesday,18
972,6,7,70,62,Wednesday,18
973,7,9,50,49,Wednesday,18
974,8,9,110,97,Wednesday,18
975,9,11,90,69,Wednesday,18
976,9,13,140,107,Wednesday,18
977,10,11,110,106,Wednesday,18
978,10,13,60,51,Wednesday,18
979,11,12,110,79,Wednesday,18
980,0,1,80,46,Wednesday,20
981,0,2,110,70,Wednesday,20
982,0,3,120,92,Wednesday,20
983,1,2,50,39,Wednesday,20
984,1,7,60,47,Wednesday,20
985,2,5,90,48,Wednesday,20
986,3,4,100,60,Wednesday,20
987,3,10,140,92,Wednesday,20
988,4,5,70,35,Wednesday,20
989,4,6,50,28,Wednesday,20
990,5,8,120,62,Wednesday,20
991,5,12,90,60,Wednesday,20
992,6,7,130,78,Wednesday,20
993,7,9,50,39,Wednesday,20
994,8,9,80,50,Wednesday,20
995,9,11,100,57,Wednesday,20
996,9,13,100,64,Wednesday,20
997,10,11,50,25,Wednesday,20
998,10,13,60,36,Wednesday,20
999,11,12,60,39,Wednesday,20
1000,0,1,60,37,Wednesday,22
1001,0,2,60,33,Wednesday,22
1002,0,3,140,92,Wednesday,22
1003,1,2,100,58,Wednesday,22
1004,1,7,110,65,Wednesday,22
1005,2,5,90,54,Wednesday,22
1006,3,4,60,42,Wednesday,22
1007,3,10,70,42,Wednesday,22
1008,4,5,120,60,Wednesday,22
1009,4,6,90,60,Wednesday,22
1010,5,8,80,41,Wednesday,22
1011,5,12,130,78,Wednesday,22
1012,6,7,110,61,Wednesday,22
1013,7,9,90,60,Wednesday,22
1014,8,9,50,36,Wednesday,22
1015,9,11,90,45,Wednesday,22
1016,9,13,120,69,Wednesday,22
1017,10,11,60,32,Wednesday,22
1018,10,13,80,50,Wednesday,22
1019,11,12,100,57,Wednesday,22
1020,0,1,140,101,Wednesday,24
1021,0,2,50,38,Wednesday,24
1022,0,3,50,34,Wednesday,24
1023,1,2,100,66,Wednesday,24
1024,1,7,110,77,Wednesday,24
1025,2,5,100,58,Wednesday,24
1026,3,4,80,58,Wednesday,24
1027,3,10,90,59,Wednesday,24
1028,4,5,70,35,Wednesday,24
1029,4,6,140,107,Wednesday,24
1030,5,8,80,47,Wednesday,24
1031,5,12,50,34,Wednesday,24
1032,6,7,90,47,Wednesday,24
1033,7,9,80,47,Wednesday,24
1034,8,9,80,52,Wednesday,24
1035,9,11,140,83,Wednesday,24
1036,9,13,90,71,Wednesday,24
1037,10,11,70,41,Wednesday,24
1038,10,13,70,38,Wednesday,24
1039,11,12,140,107,Wednesday,24
1040,0,1,140,108,Thrusday,0
1041,0,2,120,74,Thrusday,0
1042,0,3,120,79,Thrusday,0
1043,1,2,90,47,Thrusday,0
1044,1,7,140,81,Thrusday,0
1045,2,5,140,99,Thrusday,0
1046,3,4,130,71,Thrusday,0
1047,3,10,100,68,Thrusday,0
1048,4,5,120,93,Thrusday,0
1049,4,6,50,29,Thrusday,0
1050,5,8,50,33,Thrusday,0
1051,5,12,70,54,Thrusday,0
1052,6,7,70,55,Thrusday,0
1053,7,9,90,57,Thrusday,0
1054,8,9,90,71,Thrusday,0
1055,9,11,120,81,Thrusday,0
1056,9,13,70,41,Thrusday,0
1057,10,11,120,95,Thrusday,0
1058,10,13,130,77,Thrusday,0
1059,11,12,60,30,Thrusday,0
1060,0,1,120,71,Thrusday,2
1061,0,2,90,62,Thrusday,2
1062,0,3,50,28,Thrusday,2
1063,1,2,90,67,Thrusday,2
1064,1,7,70,43,Thrusday,2
1065,2,5,110,72,Thrusday,2
1066,3,4,60,41,Thrusday,2
1067,3,10,90,67,Thrusday,2
1068,4,5,60,37,Thrusday,2
1069,4,6,50,34,Thrusday,2
1070,5,8,80,48,Thrusday,2
1071,5,12,110,83,Thrusday,2
1072,6,7,90,47,Thrusday,2
1073,7,9,120,85,Thrusday,2
1074,8,9,120,69,Thrusday,2
1075,9,11,110,85,Thrusday,2
1076,9,13,130,68,Thrusday,2
1077,10,11,110,57,Thrusday,2
1078,10,13,80,56,Thrusday,2
1079,11,12,90,55,Thrusday,2
1080,0,1,130,76,Thrusday,4
1081,0,2,100,63,Thrusday,4
1082,0,3,140,109,Thrusday,4
1083,1,2,70,47,Thrusday,4
1084,1,7,80,58,Thrusday,4
1085,2,5,140,109,Thrusday,4
1086,3,4,50,29,Thrusday,4
1087,3,10,80,53,Thrusday,4
1088,4,5,120,90,Thrusday,4
1089,4,6,130,76,Thrusday,4
1090,5,8,120,90,Thrusday,4
1091,5,12,120,88,Thrusday,4
1092,6,7,140,85,Thrusday,4
1093,7,9,80,50,Thrusday,4
1094,8,9,80,44,Thrusday,4
1095,9,11,60,33,Thrusday,4
1096,9,13,120,89,Thrusday,4
1097,10,11,130,65,Thrusday,4
1098,10,13,70,35,Thrusday,4
1099,11,12,120,68,Thrusday,4
1100,0,1,60,31,Thrusday,6
1101,0,2,60,43,Thrusday,6
1102,0,3,120,71,Thrusday,6
1103,1,2,60,30,Thrusday,6
1104,1,7,100,75,Thrusday,6
1105,2,5,110,76,Thrusday,6
1106,3,4,80,45,Thrusday,6
1107,3,10,120,92,Thrusday,6
1108,4,5,120,95,Thrusday,6
1109,4,6,100,51,Thrusday,6
1110,5,8,140,90,Thrusday,6
1111,5,12,50,32,Thrusday,6
1112,6,7,50,28,Thrusday,6
1113,7,9,80,57,Thrusday,6
1114,8,9,90,53,Thrusday,6
1115,9,11,90,52,Thrusday,6
1116,9,13,80,54,Thrusday,6
1117,10,11,60,45,Thrusday,6
1118,10,13,120,74,Thrusday,6
1119,11,12,100,63,Thrusday,6
1120,0,1,90,51,Thrusday,8
1121,0,2,100,63,Thrusday,8
1122,0,3,50,30,Thrusday,8
1123,1,2,60,34,Thrusday,8
1124,1,7,80,50,Thrusday,8
1125,2,5,90,69,Thrusday,8
1126,3,4,80,51,Thrusday,8
1127,3,10,80,49,Thrusday,8
1128,4,5,60,47,Thrusday,8
1129,4,6,120,76,Thrusday,8
1130,5,8,60,47,Thrusday,8
1131,5,12,130,82,Thrusday,8
1132,6,7,50,27,Thrusday,8
1133,7,9,60,33,Thrusday,8
1134,8,9,120,79,Thrusday,8
1135,9,11,70,52,Thrusday,8
1136,9,13,80,50,Thrusday,8
1137,10,11,100,55,Thrusday,8
1138,10,13,50,31,Thrusday,8
1139,11,12,110,79,Thrusday,8
1140,0,1,50,36,Thrusday,10
1141,0,2,90,89,Thrusday,10
1142,0,3,130,116,Thrusday,10
1143,1,2,60,45,Thrusday,10
1144,1,7,50,40,Thrusday,10
1145,2,5,90,80,Thrusday,10
1146,3,4,120,92,Thrusday,10
1147,3,10,70,60,Thrusday,10
1148,4,5,130,110,Thrusday,10
1149,4,6,90,65,Thrusday,10
1150,5,8,110,104,Thrusday,10
1151,5,12,130,91,Thrusday,10
1152,6,7,120,114,Thrusday,10
1153,7,9,90,86,Thrusday,10
1154,8,9,120,90,Thrusday,10
1155,9,11,90,79,Thrusday,10
1156,9,13,60,49,Thrusday,10
1157,10,11,110,84,Thrusday,10
1158,10,13,60,49,Thrusday,10
1159,11,12,130,115,Thrusday,10
1160,0,1,130,103,Thrusday,12
1161,0,2,120,117,Thrusday,12
1162,0,3,130,114,Thrusday,12
1163,1,2,80,60,Thrusday,12
1164,1,7,50,35,Thrusday,12
1165,2,5,60,54,Thrusday,12
1166,3,4,110,77,Thrusday,12
1167,3,10,120,105,Thrusday,12
1168,4,5,130,105,Thrusday,12
1169,4,6,100,98,Thrusday,12
1170,5,8,120,100,Thrusday,12
1171,5,12,80,63,Thrusday,12
1172,6,7,120,114,Thrusday,12
1173,7,9,90,65,Thrusday,12
1174,8,9,90,65,Thrusday,12
1175,9,11,140,135,Thrusday,12
1176,9,13,130,109,Thrusday,12
1177,10,11,110,79,Thrusday,12
1178,10,13,120,87,Thrusday,12
1179,11,12,70,50,Thrusday,12
1180,0,1,80,69,Thrusday,14
1181,0,2,130,128,Thrusday,14
1182,0,3,70,55,Thrusday,14
1183,1,2,100,77,Thrusday,14
1184,1,7,60,58,Thrusday,14
1185,2,5,110,88,Thrusday,14
1186,3,4,80,70,Thrusday,14
1187,3,10,120,92,Thrusday,14
1188,4,5,120,94,Thrusday,14
1189,4,6,100,85,Thrusday,14
1190,5,8,60,56,Thrusday,14
1191,5,12,90,65,Thrusday,14
1192,6,7,120,104,Thrusday,14
1193,7,9,100,96,Thrusday,14
1194,8,9,140,113,Thrusday,14
1195,9,11,60,58,Thrusday,14
1196,9,13,90,84,Thrusday,14
1197,10,11,100,99,Thrusday,14
1198,10,13,90,84,Thrusday,14
1199,11,12,130,93,Thrusday,14
1200,0,1,100,81,Thrusday,16
1201,0,2,100,95,Thrusday,16
1202,0,3,70,56,Thrusday,16
1203,1,2,110,103,Thrusday,16
1204,1,7,100,89,Thrusday,16
1205,2,5,90,76,Thrusday,16
1206,3,4,110,91,Thrusday,16
1207,3,10,140,109,Thrusday,16
1208,4,5,50,40,Thrusday,16
1209,4,6,50,36,Thrusday,16
1210,5,8,80,79,Thrusday,16
1211,5,12,110,107,Thrusday,16
1212,6,7,60,55,Thrusday,16
1213,7,9,80,67,Thrusday,16
1214,8,9,80,68,Thrusday,16
1215,9,11,60,43,Thrusday,16
1216,9,13,110,97,Thrusday,16
1217,10,11,80,67,Thrusday,16
1218,10,13,70,62,Thrusday,16
1219,11,12,100,78,Thrusday,16
1220,0,1,90,78,Thrusday,18
1221,0,2,100,75,Thrusday,18
1222,0,3,80,57,Thrusday,18
1223,1,2,120,104,Thrusday,18
1224,1,7,80,58,Thrusday,18
1225,2,5,120,106,Thrusday,18
1226,3,4,90,65,Thrusday,18
1227,3,10,90,67,Thrusday,18
1228,4,5,140,119,Thrusday,18
1229,4,6,130,122,Thrusday,18
1230,5,8,70,64,Thrusday,18
1231,5,12,80,68,Thrusday,18
1232,6,7,120,101,Thrusday,18
1233,7,9,140,135,Thrusday,18
1234,8,9,50,47,Thrusday,18
1235,9,11,140,110,Thrusday,18
1236,9,13,60,55,Thrusday,18
1237,10,11,70,65,Thrusday,18
1238,10,13,50,46,Thrusday,18
1239,11,12,140,119,Thrusday,18
1240,0,1,90,69,Thrusday,20
1241,0,2,50,38,Thrusday,20
1242,0,3,50,38,Thrusday,20
1243,1,2,130,87,Thrusday,20
1244,1,7,110,62,Thrusday,20
1245,2,5,130,79,Thrusday,20
1246,3,4,70,53,Thrusday,20
1247,3,10,100,59,Thrusday,20
1248,4,5,80,59,Thrusday,20
1249,4,6,110,65,Thrusday,20
1250,5,8,70,54,Thrusday,20
1251,5,12,120,78,Thrusday,20
1252,6,7,140,95,Thrusday,20
1253,7,9,120,80,Thrusday,20
1254,8,9,90,55,Thrusday,20
1255,9,11,100,51,Thrusday,20
1256,9,13,90,66,Thrusday,20
1257,10,11,110,85,Thrusday,20
1258,10,13,140,105,Thrusday,20
1259,11,12,80,48,Thrusday,20
1260,0,1,60,33,Thrusday,22
1261,0,2,60,33,Thrusday,22
1262,0,3,140,96,Thrusday,22
1263,1,2,140,76,Thrusday,22
1264,1,7,100,54,Thrusday,22
1265,2,5,120,86,Thrusday,22
1266,3,4,50,32,Thrusday,22
1267,3,10,140,93,Thrusday,22
1268,4,5,100,74,Thrusday,22
1269,4,6,140,86,Thrusday,22
1270,5,8,60,46,Thrusday,22
1271,5,12,130,77,Thrusday,22
1272,6,7,140,106,Thrusday,22
1273,7,9,60,45,Thrusday,22
1274,8,9,70,37,Thrusday,22
1275,9,11,100,59,Thrusday,22
1276,9,13,70,55,Thrusday,22
1277,10,11,140,84,Thrusday,22
1278,10,13,50,31,Thrusday,22
1279,11,12,60,34,Thrusday,22
1280,0,1,120,64,Thrusday,24
1281,0,2,80,61,Thrusday,24
1282,0,3,120,64,Thrusday,24
1283,1,2,90,68,Thrusday,24
1284,1,7,50,26,Thrusday,24
1285,2,5,140,103,Thrusday,24
1286,3,4,80,58,Thrusday,24
1287,3,10,140,84,Thrusday,24
1288,4,5,140,97,Thrusday,24
1289,4,6,130,102,Thrusday,24
1290,5,8,120,79,Thrusday,24
1291,5,12,60,37,Thrusday,24
1292,6,7,70,52,Thrusday,24
1293,7,9,120,83,Thrusday,24
1294,8,9,140,101,Thrusday,24
1295,9,11,50,35,Thrusday,24
1296,9,13,70,55,Thrusday,24
1297,10,11,110,72,Thrusday,24
1298,10,13,70,36,Thrusday,24
1299,11,12,110,57,Thrusday,24
1300,0,1,110,65,Friday,0
1301,0,2,100,68,Friday,0
1302,0,3,120,90,Friday,0
1303,1,2,120,86,Friday,0
1304,1,7,80,50,Friday,0
1305,2,5,100,65,Friday,0
1306,3,4,110,62,Friday,0
1307,3,10,50,33,Friday,0
1308,4,5,50,28,Friday,0
1309,4,6,130,93,Friday,0
1310,5,8,70,45,Friday,0
1311,5,12,100,71,Friday,0
1312,6,7,110,60,Friday,0
1313,7,9,100,58,Friday,0
1314,8,9,110,59,Friday,0
1315,9,11,60,32,Friday,0
1316,9,13,60,32,Friday,0
1317,10,11,130,74,Friday,0
1318,10,13,60,36,Friday,0
1319,11,12,120,87,Friday,0
1320,0,1,100,62,Friday,2
1321,0,2,80,59,Friday,2
1322,0,3,100,56,Friday,2
1323,1,2,80,42,Friday,2
1324,1,7,90,53,Friday,2
1325,2,5,50,36,Friday,2
1326,3,4,110,79,Friday,2
1327,3,10,80,59,Friday,2
1328,4,5,100,54,Friday,2
1329,4,6,140,108,Friday,2
1330,5,8,70,35,Friday,2
1331,5,12,80,54,Friday,2
1332,6,7,80,41,Friday,2
1333,7,9,50,35,Friday,2
1334,8,9,100,75,Friday,2
1335,9,11,90,60,Friday,2
1336,9,13,120,91,Friday,2
1337,10,11,60,44,Friday,2
1338,10,13,130,69,Friday,2
1339,11,12,100,55,Friday,2
1340,0,1,140,103,Friday,4
1341,0,2,50,37,Friday,4
1342,0,3,140,74,Friday,4
1343,1,2,50,34,Friday,4
1344,1,7,100,76,Friday,4
1345,2,5,60,33,Friday,4
1346,3,4,120,60,Friday,4
1347,3,10,130,80,Friday,4
1348,4,5,140,99,Friday,4
1349,4,6,50,36,Friday,4
1350,5,8,80,52,Friday,4
1351,5,12,100,53,Friday,4
1352,6,7,50,37,Friday,4
1353,7,9,60,36,Friday,4
1354,8,9,120,80,Friday,4
1355,9,11,90,52,Friday,4
1356,9,13,100,79,Friday,4
1357,10,11,140,99,Friday,4
1358,10,13,140,83,Friday,4
1359,11,12,80,46,Friday,4
1360,0,1,70,41,Friday,6
1361,0,2,60,42,Friday,6
1362,0,3,120,61,Friday,6
1363,1,2,90,64,Friday,6
1364,1,7,120,73,Friday,6
1365,2,5,50,28,Friday,6
1366,3,4,50,33,Friday,6
1367,3,10,110,64,Friday,6
1368,4,5,70,47,Friday,6
1369,4,6,90,50,Friday,6
1370,5,8,100,67,Friday,6
1371,5,12,60,40,Friday,6
1372,6,7,90,51,Friday,6
1373,7,9,100,70,Friday,6
1374,8,9,130,88,Friday,6
1375,9,11,70,48,Friday,6
1376,9,13,70,50,Friday,6
1377,10,11,80,50,Friday,6
1378,10,13,50,27,Friday,6
1379,11,12,130,100,Friday,6
1380,0,1,90,53,Friday,8
1381,0,2,70,38,Friday,8
1382,0,3,120,64,Friday,8
1383,1,2,60,46,Friday,8
1384,1,7,70,43,Friday,8
1385,2,5,100,58,Friday,8
1386,3,4,50,38,Friday,8
1387,3,10,120,74,Friday,8
1388,4,5,120,74,Friday,8
1389,4,6,120,71,Friday,8
1390,5,8,130,75,Friday,8
1391,5,12,90,71,Friday,8
1392,6,7,100,70,Friday,8
1393,7,9,80,62,Friday,8
1394,8,9,110,56,Friday,8
1395,9,11,50,29,Friday,8
1396,9,13,100,63,Friday,8
1397,10,11,80,51,Friday,8
1398,10,13,60,30,Friday,8
1399,11,12,120,80,Friday,8
1400,0,1,130,129,Friday,10
1401,0,2,60,52,Friday,10
1402,0,3,120,115,Friday,10
1403,1,2,110,82,Friday,10
1404,1,7,140,117,Friday,10
1405,2,5,140,129,Friday,10
1406,3,4,80,69,Friday,10
1407,3,10,90,89,Friday,10
1408,4,5,50,49,Friday,10
1409,4,6,60,53,Friday,10
1410,5,8,100,83,Friday,10
1411,5,12,100,87,Friday,10
1412,6,7,90,69,Friday,10
1413,7,9,60,50,Friday,10
1414,8,9,70,57,Friday,10
1415,9,11,70,51,Friday,10
1416,9,13,80,58,Friday,10
1417,10,11,70,60,Friday,10
1418,10,13,140,102,Friday,10
1419,11,12,70,66,Friday,10
1420,0,1,140,114,Friday,12
1421,0,2,140,115,Friday,12
1422,0,3,110,84,Friday,12
1423,1,2,110,95,Friday,12
1424,1,7,110,105,Friday,12
1425,2,5,110,92,Friday,12
1426,3,4,60,46,Friday,12
1427,3,10,80,74,Friday,12
1428,4,5,100,95,Friday,12
1429,4,6,80,72,Friday,12
1430,5,8,80,64,Friday,12
1431,5,12,110,87,Friday,12
1432,6,7,120,106,Friday,12
1433,7,9,110,101,Friday,12
1434,8,9,140,106,Friday,12
1435,9,11,90,85,Friday,12
1436,9,13,100,72,Friday,12
1437,10,11,130,112,Friday,12
1438,10,13,70,61,Friday,12
1439,11,12,60,54,Friday,12
1440,0,1,60,59,Friday,14
1441,0,2,130,109,Friday,14
1442,0,3,70,49,Friday,14
1443,1,2,130,122,Friday,14
1444,1,7,130,103,Friday,14
1445,2,5,50,42,Friday,14
1446,3,4,120,88,Friday,14
1447,3,10,100,80,Friday,14
1448,4,5,70,56,Friday,14
1449,4,6,120,119,Friday,14
1450,5,8,50,39,Friday,14
1451,5,12,70,64,Friday,14
1452,6,7,60,55,Friday,14
1453,7,9,100,98,Friday,14
1454,8,9,140,121,Friday,14
1455,9,11,130,100,Friday,14
1456,9,13,130,107,Friday,14
1457,10,11,80,76,Friday,14
1458,10,13,80,61,Friday,14
1459,11,12,70,54,Friday,14
1460,0,1,90,76,Friday,16
1461,0,2,120,112,Friday,16
1462,0,3,80,61,Friday,16
1463,1,2,110,79,Friday,16
1464,1,7,70,54,Friday,16
1465,2,5,100,88,Friday,16
1466,3,4,80,56,Friday,16
1467,3,10,90,69,Friday,16
1468,4,5,110,77,Friday,16
1469,4,6,70,69,Friday,16
1470,5,8,120,100,Friday,16
1471,5,12,70,51,Friday,16
1472,6,7,120,105,Friday,16
1473,7,9,70,51,Friday,16
1474,8,9,130,104,Friday,16
1475,9,11,120,96,Friday,16
1476,9,13,100,85,Friday,16
1477,10,11,120,88,Friday,16
1478,10,13,140,107,Friday,16
1479,11,12,90,85,Friday,16
1480,0,1,60,46,Friday,18
1481,0,2,60,45,Friday,18
1482,0,3,60,50,Friday,18
1483,1,2,110,106,Friday,18
1484,1,7,80,63,Friday,18
1485,2,5,120,111,Friday,18
1486,3,4,120,88,Friday,18
1487,3,10,110,106,Friday,18
1488,4,5,90,73,Friday,18
1489,4,6,80,71,Friday,18
1490,5,8,50,47,Friday,18
1491,5,12,70,49,Friday,18
1492,6,7,90,74,Friday,18
1493,7,9,140,135,Friday,18
1494,8,9,60,56,Friday,18
1495,9,11,130,115,Friday,18
1496,9,13,80,70,Friday,18
1497,10,11,60,59,Friday,18
1498,10,13,130,129,Friday,18
1499,11,12,120,99,Friday,18
1500,0,1,100,75,Friday,20
1501,0,2,110,80,Friday,20
1502,0,3,80,45,Friday,20
1503,1,2,100,75,Friday,20
1504,1,7,100,68,Friday,20
1505,2,5,80,46,Friday,20
1506,3,4,120,93,Friday,20
1507,3,10,60,40,Friday,20
1508,4,5,130,92,Friday,20
1509,4,6,130,83,Friday,20
1510,5,8,70,52,Friday,20
1511,5,12,90,68,Friday,20
1512,6,7,100,58,Friday,20
1513,7,9,100,71,Friday,20
1514,8,9,140,106,Friday,20
1515,9,11,100,56,Friday,20
1516,9,13,50,31,Friday,20
1517,10,11,70,47,Friday,20
1518,10,13,140,89,Friday,20
1519,11,12,70,35,Friday,20
1520,0,1,100,60,Friday,22
1521,0,2,70,39,Friday,22
1522,0,3,100,63,Friday,22
1523,1,2,80,50,Friday,22
1524,1,7,110,70,Friday,22
1525,2,5,80,58,Friday,22
1526,3,4,90,60,Friday,22
1527,3,10,70,51,Friday,22
1528,4,5,80,60,Friday,22
1529,4,6,110,62,Friday,22
1530,5,8,70,54,Friday,22
1531,5,12,130,84,Friday,22
1532,6,7,110,57,Friday,22
1533,7,9,60,38,Friday,22
1534,8,9,140,91,Friday,22
1535,9,11,70,48,Friday,22
1536,9,13,80,62,Friday,22
1537,10,11,50,36,Friday,22
1538,10,13,120,81,Friday,22
1539,11,12,70,51,Friday,22
1540,0,1,100,62,Friday,24
1541,0,2,50,27,Friday,24
1542,0,3,90,54,Friday,24
1543,1,2,120,65,Friday,24
1544,1,7,50,27,Friday,24
1545,2,5,140,76,Friday,24
1546,3,4,60,30,Friday,24
1547,3,10,50,30,Friday,24
1548,4,5,140,97,Friday,24
1549,4,6,120,94,Friday,24
1550,5,8,90,61,Friday,24
1551,5,12,140,93,Friday,24
1552,6,7,110,81,Friday,24
1553,7,9,50,37,Friday,24
1554,8,9,90,68,Friday,24
1555,9,11,60,35,Friday,24
1556,9,13,80,52,Friday,24
1557,10,11,130,87,Friday,24
1558,10,13,50,37,Friday,24
1559,11,12,80,44,Friday,24
1560,0,1,140,19,Saturday,0
1561,0,2,80,16,Saturday,0
1562,0,3,70,24,Saturday,0
1563,1,2,90,21,Saturday,0
1564,1,7,90,10,Saturday,0
1565,2,5,120,23,Saturday,0
1566,3,4,70,16,Saturday,0
1567,3,10,70,18,Saturday,0
1568,4,5,80,26,Saturday,0
1569,4,6,80,31,Saturday,0
1570,5,8,120,22,Saturday,0
1571,5,12,80,28,Saturday,0
1572,6,7,140,52,Saturday,0
1573,7,9,140,45,Saturday,0
1574,8,9,120,44,Saturday,0
1575,9,11,70,14,Saturday,0
1576,9,13,80,26,Saturday,0
1577,10,11,70,26,Saturday,0
1578,10,13,90,26,Saturday,0
1579,11,12,130,27,Saturday,0
1580,0,1,100,27,Saturday,2
1581,0,2,110,22,Saturday,2
1582,0,3,50,19,Saturday,2
1583,1,2,70,26,Saturday,2
1584,1,7,90,24,Saturday,2
1585,2,5,120,15,Saturday,2
1586,3,4,90,28,Saturday,2
