,ID,EP1,EP2,Bandwidth,PacketsFlowing(1Kb),DayOfTheWeek,TimeHour,Weight
542,542,0,3,70,43,Tuesday,2,0.8140000000000001
543,543,1,2,120,62,Tuesday,2,0.968
544,544,1,7,60,35,Tuesday,2,0.857
545,545,2,5,80,58,Tuesday,2,0.6899999999999998
546,546,3,4,50,27,Tuesday,2,0.9259999999999999
547,547,3,10,140,73,Tuesday,2,0.9589999999999999
548,548,4,5,90,61,Tuesday,2,0.7379999999999999
549,549,4,6,80,53,Tuesday,2,0.755
550,550,5,8,50,30,Tuesday,2,0.833
551,551,5,12,130,77,Tuesday,2,0.8440000000000001
552,552,6,7,70,35,Tuesday,2,1.0
553,553,7,9,130,98,Tuesday,2,0.6637000000000001
554,554,8,9,50,25,Tuesday,2,1.0
555,555,9,11,70,41,Tuesday,2,0.8540000000000003
556,556,9,13,100,56,Tuesday,2,0.893
557,557,10,11,140,93,Tuesday,2,0.7538
558,558,10,13,140,94,Tuesday,2,0.7442
559,559,11,12,50,31,Tuesday,2,0.8059999999999998
560,560,0,1,100,66,Tuesday,4,0.758
561,561,0,2,90,52,Tuesday,4,0.865
562,562,0,3,130,73,Tuesday,4,0.8899999999999999
563,563,1,2,100,74,Tuesday,4,0.676
564,564,1,7,60,39,Tuesday,4,0.769
565,565,2,5,120,92,Tuesday,4,0.652
566,566,3,4,120,72,Tuesday,4,0.8342
567,567,3,10,80,46,Tuesday,4,0.8699999999999999
568,568,4,5,70,55,Tuesday,4,0.636
569,569,4,6,60,37,Tuesday,4,0.8109999999999999
570,570,5,8,80,43,Tuesday,4,0.9299999999999999
571,571,5,12,130,98,Tuesday,4,0.6644
572,572,6,7,120,90,Tuesday,4,0.6669999999999999
573,573,7,9,50,33,Tuesday,4,0.758
574,574,8,9,100,60,Tuesday,4,0.833
575,575,9,11,120,82,Tuesday,4,0.7320000000000001
576,576,9,13,50,32,Tuesday,4,0.7809999999999999
577,577,10,11,70,44,Tuesday,4,0.795
578,578,10,13,110,55,Tuesday,4,1.0
579,579,11,12,90,48,Tuesday,4,0.938
580,580,0,1,70,53,Tuesday,6,0.66
581,581,0,2,50,29,Tuesday,6,0.8619999999999999
582,582,0,3,100,66,Tuesday,6,0.758
583,583,1,2,120,84,Tuesday,6,0.7140000000000003
584,584,1,7,50,26,Tuesday,6,0.962
585,585,2,5,100,74,Tuesday,6,0.676
586,586,3,4,80,62,Tuesday,6,0.6449999999999999
587,587,3,10,70,54,Tuesday,6,0.6479999999999999
588,588,4,5,120,86,Tuesday,6,0.6980000000000001
589,589,4,6,120,90,Tuesday,6,0.6669999999999999
590,590,5,8,100,61,Tuesday,6,0.8200000000000001
591,591,5,12,110,65,Tuesday,6,0.8446999999999999
592,592,6,7,100,63,Tuesday,6,0.7940000000000002
593,593,7,9,110,67,Tuesday,6,0.821
594,594,8,9,90,67,Tuesday,6,0.6719999999999999
595,595,9,11,110,87,Tuesday,6,0.6319999999999999
596,596,9,13,70,47,Tuesday,6,0.745
597,597,10,11,120,89,Tuesday,6,0.6740000000000002
598,598,10,13,90,52,Tuesday,6,0.865
599,599,11,12,140,107,Tuesday,6,0.6534
600,600,0,1,140,107,Tuesday,8,0.654
601,601,0,2,140,74,Tuesday,8,0.946
602,602,0,3,120,77,Tuesday,8,0.7769999999999999
603,603,1,2,50,31,Tuesday,8,0.8059999999999998
604,604,1,7,60,38,Tuesday,8,0.7889999999999999
605,605,2,5,100,69,Tuesday,8,0.7249999999999999
606,606,3,4,90,64,Tuesday,8,0.7030000000000001
607,607,3,10,120,93,Tuesday,8,0.6456999999999999
608,608,4,5,70,36,Tuesday,8,0.9719999999999998
609,609,4,6,60,45,Tuesday,8,0.6669999999999999
610,610,5,8,50,31,Tuesday,8,0.8059999999999998
611,611,5,12,100,71,Tuesday,8,0.704
612,612,6,7,50,31,Tuesday,8,0.8059999999999998
613,613,7,9,80,45,Tuesday,8,0.889
614,614,8,9,50,37,Tuesday,8,0.676
615,615,9,11,130,97,Tuesday,8,0.67
616,616,9,13,70,53,Tuesday,8,0.66
617,617,10,11,140,86,Tuesday,8,0.8103
618,618,10,13,90,45,Tuesday,8,1.0
619,619,11,12,70,47,Tuesday,8,0.745
620,620,0,1,130,98,Tuesday,10,0.663
621,621,0,2,130,108,Tuesday,10,0.604
622,622,0,3,140,103,Tuesday,10,0.6799999999999999
623,623,1,2,130,109,Tuesday,10,0.5955
624,624,1,7,100,73,Tuesday,10,0.6850000000000002
625,625,2,5,100,81,Tuesday,10,0.617
626,626,3,4,110,100,Tuesday,10,0.5499999999999999
627,627,3,10,100,89,Tuesday,10,0.5620000000000002
628,628,4,5,70,66,Tuesday,10,0.5300000000000001
629,629,4,6,60,48,Tuesday,10,0.625
630,630,5,8,140,100,Tuesday,10,0.7
631,631,5,12,90,64,Tuesday,10,0.7030000000000002
632,632,6,7,120,118,Tuesday,10,0.508
633,633,7,9,130,122,Tuesday,10,0.5329999999999998
634,634,8,9,120,103,Tuesday,10,0.5830000000000001
635,635,9,11,140,138,Tuesday,10,0.5071
636,636,9,13,110,94,Tuesday,10,0.585
637,637,10,11,70,62,Tuesday,10,0.5649999999999998
638,638,10,13,70,61,Tuesday,10,0.574
639,639,11,12,110,87,Tuesday,10,0.6319999999999999
640,640,0,1,60,43,Tuesday,12,0.6980000000000002
641,641,0,2,70,69,Tuesday,12,0.5069999999999999
642,642,0,3,100,97,Tuesday,12,0.515
643,643,1,2,60,51,Tuesday,12,0.588
644,644,1,7,70,68,Tuesday,12,0.5149999999999998
645,645,2,5,60,49,Tuesday,12,0.612
646,646,3,4,100,71,Tuesday,12,0.704
647,647,3,10,120,105,Tuesday,12,0.571
648,648,4,5,90,70,Tuesday,12,0.6429999999999999
649,649,4,6,60,47,Tuesday,12,0.638
650,650,5,8,80,71,Tuesday,12,0.5629999999999998
651,651,5,12,140,105,Tuesday,12,0.6657
652,652,6,7,130,100,Tuesday,12,0.6500000000000001
653,653,7,9,140,100,Tuesday,12,0.7
654,654,8,9,120,101,Tuesday,12,0.5934000000000001
655,655,9,11,70,61,Tuesday,12,0.574
656,656,9,13,50,42,Tuesday,12,0.5949999999999999
657,657,10,11,100,75,Tuesday,12,0.6669999999999999
658,658,10,13,70,59,Tuesday,12,0.593
659,659,11,12,130,125,Tuesday,12,0.5199999999999999
660,660,0,1,80,57,Tuesday,14,0.7020000000000001
661,661,0,2,140,119,Tuesday,14,0.588
662,662,0,3,60,49,Tuesday,14,0.612
663,663,1,2,80,69,Tuesday,14,0.58
664,664,1,7,90,69,Tuesday,14,0.652
665,665,2,5,140,101,Tuesday,14,0.6929999999999998
666,666,3,4,110,93,Tuesday,14,0.5904
667,667,3,10,140,128,Tuesday,14,0.5469999999999999
668,668,4,5,110,90,Tuesday,14,0.6109999999999999
669,669,4,6,90,69,Tuesday,14,0.652
670,670,5,8,100,82,Tuesday,14,0.6100000000000001
671,671,5,12,130,103,Tuesday,14,0.6292000000000001
672,672,6,7,140,106,Tuesday,14,0.66
673,673,7,9,50,41,Tuesday,14,0.61
674,674,8,9,70,50,Tuesday,14,0.7000000000000001
675,675,9,11,60,55,Tuesday,14,0.545
676,676,9,13,70,61,Tuesday,14,0.574
677,677,10,11,110,102,Tuesday,14,0.5389999999999999
678,678,10,13,80,78,Tuesday,14,0.513
679,679,11,12,100,84,Tuesday,14,0.5949999999999999
680,680,0,1,120,85,Tuesday,16,0.7059999999999998
681,681,0,2,110,82,Tuesday,16,0.671
682,682,0,3,120,100,Tuesday,16,0.5999999999999999
683,683,1,2,120,117,Tuesday,16,0.513
684,684,1,7,50,43,Tuesday,16,0.5809999999999998
685,685,2,5,100,85,Tuesday,16,0.5887
686,686,3,4,70,58,Tuesday,16,0.6029999999999999
687,687,3,10,120,94,Tuesday,16,0.6386999999999999
688,688,4,5,50,48,Tuesday,16,0.521
689,689,4,6,50,40,Tuesday,16,0.625
690,690,5,8,80,59,Tuesday,16,0.6779999999999999
691,691,5,12,90,65,Tuesday,16,0.6920000000000001
692,692,6,7,70,57,Tuesday,16,0.614
693,693,7,9,100,70,Tuesday,16,0.7140000000000002
694,694,8,9,80,56,Tuesday,16,0.7140000000000003
695,695,9,11,110,96,Tuesday,16,0.5730000000000001
696,696,9,13,130,96,Tuesday,16,0.6769999999999998
697,697,10,11,80,60,Tuesday,16,0.6680999999999999
698,698,10,13,70,57,Tuesday,16,0.614
699,699,11,12,50,35,Tuesday,16,0.7140000000000002
700,700,0,1,130,99,Tuesday,18,0.657
701,701,0,2,110,86,Tuesday,18,0.6399999999999999
702,702,0,3,80,66,Tuesday,18,0.606
703,703,1,2,70,60,Tuesday,18,0.5830000000000001
704,704,1,7,130,119,Tuesday,18,0.5465000000000002
705,705,2,5,130,103,Tuesday,18,0.6304000000000001
706,706,3,4,120,110,Tuesday,18,0.545
707,707,3,10,50,48,Tuesday,18,0.521
708,708,4,5,80,69,Tuesday,18,0.58
709,709,4,6,100,88,Tuesday,18,0.5679999999999998
710,710,5,8,110,94,Tuesday,18,0.5856
711,711,5,12,50,42,Tuesday,18,0.5949999999999999
712,712,6,7,140,114,Tuesday,18,0.614
713,713,7,9,120,112,Tuesday,18,0.5365
714,714,8,9,100,77,Tuesday,18,0.6498999999999999
715,715,9,11,100,80,Tuesday,18,0.6242
716,716,9,13,60,44,Tuesday,18,0.6820000000000002
717,717,10,11,60,57,Tuesday,18,0.5259999999999999
718,718,10,13,70,60,Tuesday,18,0.5830000000000001
719,719,11,12,80,66,Tuesday,18,0.606
720,720,0,1,140,81,Tuesday,20,0.8640000000000001
721,721,0,2,90,70,Tuesday,20,0.6429999999999999
722,722,0,3,80,56,Tuesday,20,0.7140000000000002
723,723,1,2,140,101,Tuesday,20,0.6929999999999998
724,724,1,7,90,65,Tuesday,20,0.6931
725,725,2,5,140,104,Tuesday,20,0.6723999999999999
726,726,3,4,100,50,Tuesday,20,0.9937999999999999
727,727,3,10,80,46,Tuesday,20,0.8718999999999999
728,728,4,5,110,66,Tuesday,20,0.8343
729,729,4,6,120,76,Tuesday,20,0.7891999999999999
730,730,5,8,60,44,Tuesday,20,0.6820000000000002
731,731,5,12,60,34,Tuesday,20,0.8819999999999999
732,732,6,7,70,53,Tuesday,20,0.66
733,733,7,9,60,43,Tuesday,20,0.6996000000000002
734,734,8,9,110,59,Tuesday,20,0.9320000000000002
735,735,9,11,80,44,Tuesday,20,0.907
736,736,9,13,90,58,Tuesday,20,0.7759999999999999
737,737,10,11,70,54,Tuesday,20,0.6479999999999999
738,738,10,13,100,53,Tuesday,20,0.9429999999999998
739,739,11,12,120,83,Tuesday,20,0.7239
740,740,0,1,80,53,Tuesday,22,0.755
741,741,0,2,130,69,Tuesday,22,0.9395000000000001
742,742,0,3,140,71,Tuesday,22,0.9802000000000002
743,743,1,2,140,103,Tuesday,22,0.6799999999999999
744,744,1,7,70,50,Tuesday,22,0.7000000000000001
745,745,2,5,140,98,Tuesday,22,0.7140000000000002
746,746,3,4,140,99,Tuesday,22,0.7056
747,747,3,10,140,95,Tuesday,22,0.7394000000000001
748,748,4,5,110,77,Tuesday,22,0.7140000000000002
749,749,4,6,100,68,Tuesday,22,0.7350000000000001
750,750,5,8,140,77,Tuesday,22,0.9078000000000002
751,751,5,12,140,103,Tuesday,22,0.6799999999999999
752,752,6,7,50,25,Tuesday,22,1.0
753,753,7,9,60,30,Tuesday,22,1.0
754,754,8,9,130,100,Tuesday,22,0.6533
755,755,9,11,130,88,Tuesday,22,0.739
756,756,9,13,60,43,Tuesday,22,0.6996000000000002
757,757,10,11,60,40,Tuesday,22,0.75
758,758,10,13,60,39,Tuesday,22,0.769
759,759,11,12,80,41,Tuesday,22,0.9759999999999998
760,760,0,1,140,70,Tuesday,24,0.9846999999999999
761,761,0,2,60,41,Tuesday,24,0.7248000000000001
762,762,0,3,90,59,Tuesday,24,0.763
763,763,1,2,120,75,Tuesday,24,0.8010999999999999
764,764,1,7,110,78,Tuesday,24,0.705
765,765,2,5,50,25,Tuesday,24,1.0
766,766,3,4,110,59,Tuesday,24,0.9320000000000002
767,767,3,10,70,54,Tuesday,24,0.6479999999999999
768,768,4,5,70,51,Tuesday,24,0.6859999999999999
769,769,4,6,60,34,Tuesday,24,0.8819999999999999
770,770,5,8,50,31,Tuesday,24,0.8059999999999998
771,771,5,12,140,87,Tuesday,24,0.8029999999999999
772,772,6,7,120,85,Tuesday,24,0.7067999999999998
773,773,7,9,110,76,Tuesday,24,0.7249000000000001
774,774,8,9,140,103,Tuesday,24,0.6799999999999999
775,775,9,11,140,73,Tuesday,24,0.9521
776,776,9,13,90,47,Tuesday,24,0.9551000000000001
777,777,10,11,60,30,Tuesday,24,1.0
778,778,10,13,80,52,Tuesday,24,0.769
779,779,11,12,130,83,Tuesday,24,0.783
780,780,0,1,80,48,Wednesday,0,0.833
781,781,0,2,80,42,Wednesday,0,0.9520000000000002
782,782,0,3,60,45,Wednesday,0,0.6669999999999999
783,783,1,2,130,89,Wednesday,0,0.7284
784,784,1,7,60,30,Wednesday,0,1.0
785,785,2,5,50,33,Wednesday,0,0.758
786,786,3,4,140,72,Wednesday,0,0.9719999999999999
787,787,3,10,120,79,Wednesday,0,0.7590000000000001
788,788,4,5,120,76,Wednesday,0,0.7900999999999999
789,789,4,6,110,66,Wednesday,0,0.833
790,790,5,8,90,50,Wednesday,0,0.9000000000000001
791,791,5,12,50,28,Wednesday,0,0.8930000000000003
792,792,6,7,60,40,Wednesday,0,0.75
793,793,7,9,80,43,Wednesday,0,0.9299999999999999
794,794,8,9,90,69,Wednesday,0,0.652
795,795,9,11,70,42,Wednesday,0,0.833
796,796,9,13,130,89,Wednesday,0,0.7292
797,797,10,11,90,55,Wednesday,0,0.8179999999999998
798,798,10,13,60,31,Wednesday,0,0.968
799,799,11,12,70,47,Wednesday,0,0.745
800,800,0,1,130,78,Wednesday,2,0.833
801,801,0,2,130,97,Wednesday,2,0.67
802,802,0,3,100,60,Wednesday,2,0.833
803,803,1,2,80,61,Wednesday,2,0.6559999999999998
804,804,1,7,110,65,Wednesday,2,0.8446999999999999
805,805,2,5,140,79,Wednesday,2,0.8859999999999999
806,806,3,4,50,31,Wednesday,2,0.8059999999999998
807,807,3,10,70,50,Wednesday,2,0.7000000000000001
808,808,4,5,130,86,Wednesday,2,0.7569000000000001
809,809,4,6,100,55,Wednesday,2,0.9090000000000001
810,810,5,8,90,54,Wednesday,2,0.8331
811,811,5,12,70,54,Wednesday,2,0.6479999999999999
812,812,6,7,80,58,Wednesday,2,0.6899999999999998
813,813,7,9,110,59,Wednesday,2,0.9320000000000002
814,814,8,9,140,72,Wednesday,2,0.9719999999999999
815,815,9,11,70,48,Wednesday,2,0.7290000000000001
816,816,9,13,110,80,Wednesday,2,0.6879999999999998
817,817,10,11,130,86,Wednesday,2,0.756
818,818,10,13,60,39,Wednesday,2,0.769
819,819,11,12,80,50,Wednesday,2,0.8000000000000002
820,820,0,1,120,91,Wednesday,4,0.6589999999999999
821,821,0,2,60,38,Wednesday,4,0.7889999999999999
822,822,0,3,70,37,Wednesday,4,0.946
823,823,1,2,50,35,Wednesday,4,0.7140000000000003
824,824,1,7,140,70,Wednesday,4,1.0
825,825,2,5,130,97,Wednesday,4,0.67
826,826,3,4,90,71,Wednesday,4,0.6340000000000002
827,827,3,10,60,38,Wednesday,4,0.7889999999999999
828,828,4,5,80,63,Wednesday,4,0.6349999999999999
829,829,4,6,80,55,Wednesday,4,0.7270000000000001
830,830,5,8,130,88,Wednesday,4,0.739
831,831,5,12,140,87,Wednesday,4,0.8029
832,832,6,7,130,96,Wednesday,4,0.6777000000000001
833,833,7,9,120,62,Wednesday,4,0.968
834,834,8,9,50,33,Wednesday,4,0.758
835,835,9,11,120,69,Wednesday,4,0.8712
836,836,9,13,100,71,Wednesday,4,0.704
837,837,10,11,70,42,Wednesday,4,0.833
838,838,10,13,140,82,Wednesday,4,0.8550000000000001
839,839,11,12,130,92,Wednesday,4,0.7077000000000001
840,840,0,1,80,50,Wednesday,6,0.8000000000000002
841,841,0,2,50,33,Wednesday,6,0.758
842,842,0,3,100,68,Wednesday,6,0.7350000000000002
843,843,1,2,130,83,Wednesday,6,0.7829999999999998
844,844,1,7,60,43,Wednesday,6,0.6980000000000002
845,845,2,5,70,46,Wednesday,6,0.7609999999999999
846,846,3,4,90,69,Wednesday,6,0.652
847,847,3,10,120,79,Wednesday,6,0.7590000000000001
848,848,4,5,100,62,Wednesday,6,0.8059999999999998
849,849,4,6,100,50,Wednesday,6,1.0
850,850,5,8,140,96,Wednesday,6,0.7290000000000001
851,851,5,12,70,36,Wednesday,6,0.9719999999999998
852,852,6,7,90,46,Wednesday,6,0.978
853,853,7,9,100,50,Wednesday,6,1.0
854,854,8,9,120,81,Wednesday,6,0.7409999999999999
855,855,9,11,80,51,Wednesday,6,0.7839999999999999
856,856,9,13,100,78,Wednesday,6,0.6409999999999999
857,857,10,11,90,49,Wednesday,6,0.9179999999999999
858,858,10,13,60,43,Wednesday,6,0.6980000000000002
859,859,11,12,140,85,Wednesday,6,0.8240000000000001
860,860,0,1,140,83,Wednesday,8,0.843
861,861,0,2,130,82,Wednesday,8,0.793
862,862,0,3,120,91,Wednesday,8,0.6589999999999999
863,863,1,2,140,103,Wednesday,8,0.6799999999999999
864,864,1,7,120,74,Wednesday,8,0.8109999999999999
865,865,2,5,140,97,Wednesday,8,0.7219999999999999
866,866,3,4,120,81,Wednesday,8,0.7409999999999999
867,867,3,10,80,51,Wednesday,8,0.7839999999999999
868,868,4,5,70,35,Wednesday,8,1.0
869,869,4,6,80,58,Wednesday,8,0.6899999999999998
870,870,5,8,140,90,Wednesday,8,0.7779999999999999
871,871,5,12,110,71,Wednesday,8,0.7772000000000001
872,872,6,7,70,55,Wednesday,8,0.636
873,873,7,9,110,72,Wednesday,8,0.7640000000000001
874,874,8,9,80,58,Wednesday,8,0.6899999999999998
875,875,9,11,70,54,Wednesday,8,0.6479999999999999
876,876,9,13,80,45,Wednesday,8,0.889
877,877,10,11,90,59,Wednesday,8,0.763
878,878,10,13,140,96,Wednesday,8,0.7290000000000001
879,879,11,12,100,51,Wednesday,8,0.9800000000000002
880,880,0,1,120,93,Wednesday,10,0.6435999999999998
881,881,0,2,130,93,Wednesday,10,0.6990000000000001
882,882,0,3,50,49,Wednesday,10,0.5099999999999999
883,883,1,2,50,38,Wednesday,10,0.6579999999999998
884,884,1,7,80,63,Wednesday,10,0.6349999999999999
885,885,2,5,120,99,Wednesday,10,0.606
886,886,3,4,90,68,Wednesday,10,0.662
887,887,3,10,100,93,Wednesday,10,0.5389999999999999
888,888,4,5,50,48,Wednesday,10,0.521
889,889,4,6,100,78,Wednesday,10,0.6409999999999999
890,890,5,8,60,59,Wednesday,10,0.508
891,891,5,12,100,93,Wednesday,10,0.5389999999999999
892,892,6,7,60,46,Wednesday,10,0.652
893,893,7,9,70,63,Wednesday,10,0.556
894,894,8,9,130,126,Wednesday,10,0.516
895,895,9,11,100,75,Wednesday,10,0.6669999999999999
896,896,9,13,70,57,Wednesday,10,0.614
897,897,10,11,60,43,Wednesday,10,0.6980000000000002
898,898,10,13,140,118,Wednesday,10,0.593
899,899,11,12,50,45,Wednesday,10,0.556
900,900,0,1,60,44,Wednesday,12,0.6820000000000002
901,901,0,2,70,53,Wednesday,12,0.66
902,902,0,3,50,39,Wednesday,12,0.6409999999999999
903,903,1,2,120,111,Wednesday,12,0.5405000000000001
904,904,1,7,100,71,Wednesday,12,0.704
905,905,2,5,120,116,Wednesday,12,0.5170000000000001
906,906,3,4,80,73,Wednesday,12,0.5479999999999999
907,907,3,10,70,64,Wednesday,12,0.5469999999999999
908,908,4,5,130,128,Wednesday,12,0.5076
909,909,4,6,140,136,Wednesday,12,0.5149999999999999
910,910,5,8,60,58,Wednesday,12,0.5170000000000001
911,911,5,12,60,48,Wednesday,12,0.625
912,912,6,7,70,58,Wednesday,12,0.6029999999999999
913,913,7,9,70,53,Wednesday,12,0.66
914,914,8,9,50,41,Wednesday,12,0.61
915,915,9,11,140,132,Wednesday,12,0.5300000000000001
916,916,9,13,140,109,Wednesday,12,0.6420000000000001
917,917,10,11,130,92,Wednesday,12,0.7070000000000001
918,918,10,13,90,82,Wednesday,12,0.5489999999999998
919,919,11,12,80,73,Wednesday,12,0.5479999999999999
920,920,0,1,140,123,Wednesday,14,0.569
921,921,0,2,60,50,Wednesday,14,0.5999999999999999
922,922,0,3,60,44,Wednesday,14,0.6820000000000002
923,923,1,2,90,72,Wednesday,14,0.625
924,924,1,7,70,52,Wednesday,14,0.6729999999999999
925,925,2,5,80,59,Wednesday,14,0.6779999999999999
926,926,3,4,50,36,Wednesday,14,0.6940000000000001
927,927,3,10,70,50,Wednesday,14,0.7000000000000001
928,928,4,5,130,125,Wednesday,14,0.5199999999999999
929,929,4,6,90,76,Wednesday,14,0.5920000000000001
930,930,5,8,120,107,Wednesday,14,0.5599999999999999
931,931,5,12,120,113,Wednesday,14,0.5309999999999999
932,932,6,7,130,109,Wednesday,14,0.5955
933,933,7,9,50,35,Wednesday,14,0.7140000000000002
934,934,8,9,140,120,Wednesday,14,0.5822
935,935,9,11,60,47,Wednesday,14,0.638
936,936,9,13,120,99,Wednesday,14,0.606
937,937,10,11,140,134,Wednesday,14,0.5220000000000001
938,938,10,13,140,111,Wednesday,14,0.6310000000000001
939,939,11,12,70,67,Wednesday,14,0.5220000000000001
940,940,0,1,90,63,Wednesday,16,0.7140000000000003
941,941,0,2,130,113,Wednesday,16,0.5750000000000001
942,942,0,3,120,114,Wednesday,16,0.5259999999999999
943,943,1,2,100,97,Wednesday,16,0.515
944,944,1,7,120,102,Wednesday,16,0.588
945,945,2,5,90,70,Wednesday,16,0.6429999999999999
946,946,3,4,100,94,Wednesday,16,0.532
947,947,3,10,60,43,Wednesday,16,0.6980000000000002
948,948,4,5,50,37,Wednesday,16,0.676
949,949,4,6,120,95,Wednesday,16,0.6319999999999999
950,950,5,8,90,81,Wednesday,16,0.556
951,951,5,12,130,100,Wednesday,16,0.6500000000000001
952,952,6,7,130,111,Wednesday,16,0.5865
953,953,7,9,60,48,Wednesday,16,0.625
954,954,8,9,100,71,Wednesday,16,0.704
955,955,9,11,120,105,Wednesday,16,0.571
956,956,9,13,140,133,Wednesday,16,0.5259999999999999
957,957,10,11,60,46,Wednesday,16,0.652
958,958,10,13,100,96,Wednesday,16,0.521
959,959,11,12,90,77,Wednesday,16,0.5839999999999999
960,960,0,1,120,88,Wednesday,18,0.6828000000000002
961,961,0,2,120,109,Wednesday,18,0.5499999999999999
962,962,0,3,90,87,Wednesday,18,0.5170000000000001
963,963,1,2,140,133,Wednesday,18,0.5259999999999999
964,964,1,7,110,79,Wednesday,18,0.6959999999999998
965,965,2,5,90,74,Wednesday,18,0.6079999999999999
966,966,3,4,120,112,Wednesday,18,0.5359999999999999
967,967,3,10,80,71,Wednesday,18,0.5629999999999998
968,968,4,5,70,68,Wednesday,18,0.5149999999999998
969,969,4,6,140,139,Wednesday,18,0.5039999999999999
970,970,5,8,70,60,Wednesday,18,0.5830000000000001
971,971,5,12,70,68,Wednesday,18,0.5149999999999998
972,972,6,7,120,89,Wednesday,18,0.6764000000000002
973,973,7,9,90,70,Wednesday,18,0.6429999999999999
974,974,8,9,100,97,Wednesday,18,0.515
975,975,9,11,50,39,Wednesday,18,0.6409999999999999
976,976,9,13,120,99,Wednesday,18,0.606
977,977,10,11,90,63,Wednesday,18,0.7140000000000003
978,978,10,13,130,94,Wednesday,18,0.6918
979,979,11,12,90,76,Wednesday,18,0.5920000000000001
980,980,0,1,50,39,Wednesday,20,0.6426999999999999
981,981,0,2,140,102,Wednesday,20,0.6855
982,982,0,3,140,107,Wednesday,20,0.6546000000000001
983,983,1,2,70,35,Wednesday,20,1.0
984,984,1,7,90,58,Wednesday,20,0.7759999999999999
985,985,2,5,130,91,Wednesday,20,0.7164000000000001
986,986,3,4,80,55,Wednesday,20,0.7270000000000001
987,987,3,10,110,61,Wednesday,20,0.8989999999999998
988,988,4,5,80,48,Wednesday,20,0.833
989,989,4,6,50,35,Wednesday,20,0.7140000000000002
990,990,5,8,70,53,Wednesday,20,0.66
991,991,5,12,100,63,Wednesday,20,0.7939999999999999
992,992,6,7,60,31,Wednesday,20,0.968
993,993,7,9,50,25,Wednesday,20,1.0
994,994,8,9,100,72,Wednesday,20,0.6950000000000001
995,995,9,11,50,25,Wednesday,20,1.0
996,996,9,13,140,76,Wednesday,20,0.921
997,997,10,11,80,56,Wednesday,20,0.7140000000000002
998,998,10,13,50,34,Wednesday,20,0.7350000000000001
999,999,11,12,130,73,Wednesday,20,0.8946
1000,1000,0,1,140,94,Wednesday,22,0.7466
1001,1001,0,2,70,45,Wednesday,22,0.778
1002,1002,0,3,140,79,Wednesday,22,0.8849
1003,1003,1,2,130,72,Wednesday,22,0.9128999999999999
1004,1004,1,7,60,45,Wednesday,22,0.6669999999999999
1005,1005,2,5,110,74,Wednesday,22,0.7430000000000001
1006,1006,3,4,60,47,Wednesday,22,0.638
1007,1007,3,10,120,89,Wednesday,22,0.6780000000000002
1008,1008,4,5,50,32,Wednesday,22,0.7809999999999998
1009,1009,4,6,80,45,Wednesday,22,0.889
1010,1010,5,8,70,37,Wednesday,22,0.946
1011,1011,5,12,130,79,Wednesday,22,0.8230000000000002
1012,1012,6,7,130,79,Wednesday,22,0.8230000000000002
1013,1013,7,9,110,86,Wednesday,22,0.6406999999999999
1014,1014,8,9,60,39,Wednesday,22,0.769
1015,1015,9,11,90,60,Wednesday,22,0.75
1016,1016,9,13,80,40,Wednesday,22,1.0
1017,1017,10,11,70,44,Wednesday,22,0.7933
1018,1018,10,13,50,28,Wednesday,22,0.893
1019,1019,11,12,50,29,Wednesday,22,0.8619999999999999
1020,1020,0,1,80,63,Wednesday,24,0.6349999999999999
1021,1021,0,2,110,63,Wednesday,24,0.873
1022,1022,0,3,60,46,Wednesday,24,0.652
1023,1023,1,2,130,101,Wednesday,24,0.6446000000000001
1024,1024,1,7,100,72,Wednesday,24,0.6940000000000001
1025,1025,2,5,70,52,Wednesday,24,0.6729999999999999
1026,1026,3,4,90,65,Wednesday,24,0.6931
1027,1027,3,10,100,66,Wednesday,24,0.7591
1028,1028,4,5,50,32,Wednesday,24,0.7809999999999998
1029,1029,4,6,140,99,Wednesday,24,0.7056000000000001
1030,1030,5,8,140,85,Wednesday,24,0.8221
1031,1031,5,12,50,27,Wednesday,24,0.9259999999999999
1032,1032,6,7,90,49,Wednesday,24,0.9143999999999999
1033,1033,7,9,50,28,Wednesday,24,0.893
1034,1034,8,9,60,30,Wednesday,24,1.0
1035,1035,9,11,90,61,Wednesday,24,0.7379999999999999
1036,1036,9,13,50,26,Wednesday,24,0.962
1037,1037,10,11,90,66,Wednesday,24,0.6820000000000003
1038,1038,10,13,140,76,Wednesday,24,0.921
1039,1039,11,12,130,101,Wednesday,24,0.6452000000000001
1040,1040,0,1,120,90,Thrusday,0,0.6669999999999999
1041,1041,0,2,70,48,Thrusday,0,0.7290000000000001
1042,1042,0,3,50,37,Thrusday,0,0.676
1043,1043,1,2,80,63,Thrusday,0,0.6349999999999999
1044,1044,1,7,60,30,Thrusday,0,1.0
1045,1045,2,5,100,60,Thrusday,0,0.833
1046,1046,3,4,100,68,Thrusday,0,0.7350000000000002
1047,1047,3,10,90,45,Thrusday,0,1.0
1048,1048,4,5,80,63,Thrusday,0,0.6349999999999999
1049,1049,4,6,100,66,Thrusday,0,0.758
1050,1050,5,8,120,68,Thrusday,0,0.8819999999999999
1051,1051,5,12,130,72,Thrusday,0,0.9030000000000001
1052,1052,6,7,130,68,Thrusday,0,0.9559999999999997
1053,1053,7,9,130,81,Thrusday,0,0.8029999999999999
1054,1054,8,9,80,54,Thrusday,0,0.7409999999999999
