,ID,EP1,EP2,Bandwidth,PacketsFlowing(1Kb),DayOfTheWeek,TimeHour,LinkWeight
611,611,5,12,130,66,Tuesday,8,0.985
612,612,6,7,70,47,Tuesday,8,0.745
613,613,7,9,100,63,Tuesday,8,0.794
614,614,8,9,120,80,Tuesday,8,0.750
615,615,9,11,110,65,Tuesday,8,0.846
616,616,9,13,60,44,Tuesday,8,0.682
617,617,10,11,100,51,Tuesday,8,0.980
618,618,10,13,50,38,Tuesday,8,0.658
619,619,11,12,50,39,Tuesday,8,0.641
620,620,0,1,60,55,Tuesday,10,0.545
621,621,0,2,70,63,Tuesday,10,0.556
622,622,0,3,90,86,Tuesday,10,0.523
623,623,1,2,70,56,Tuesday,10,0.625
624,624,1,7,100,96,Tuesday,10,0.521
625,625,2,5,100,93,Tuesday,10,0.538
626,626,3,4,80,60,Tuesday,10,0.667
627,627,3,10,130,105,Tuesday,10,0.619
628,628,4,5,90,87,Tuesday,10,0.517
629,629,4,6,100,97,Tuesday,10,0.515
630,630,5,8,140,130,Tuesday,10,0.538
631,631,5,12,110,109,Tuesday,10,0.505
632,632,6,7,90,63,Tuesday,10,0.714
633,633,7,9,130,111,Tuesday,10,0.586
634,634,8,9,120,106,Tuesday,10,0.566
635,635,9,11,130,95,Tuesday,10,0.684
636,636,9,13,80,70,Tuesday,10,0.571
637,637,10,11,130,128,Tuesday,10,0.508
638,638,10,13,70,49,Tuesday,10,0.714
639,639,11,12,100,94,Tuesday,10,0.532
640,640,0,1,80,70,Tuesday,12,0.571
641,641,0,2,130,98,Tuesday,12,0.663
642,642,0,3,140,103,Tuesday,12,0.680
643,643,1,2,80,73,Tuesday,12,0.548
644,644,1,7,60,44,Tuesday,12,0.682
645,645,2,5,130,120,Tuesday,12,0.542
646,646,3,4,70,67,Tuesday,12,0.522
647,647,3,10,110,98,Tuesday,12,0.561
648,648,4,5,80,69,Tuesday,12,0.580
649,649,4,6,100,74,Tuesday,12,0.676
650,650,5,8,70,68,Tuesday,12,0.515
651,651,5,12,130,128,Tuesday,12,0.508
652,652,6,7,60,52,Tuesday,12,0.577
653,653,7,9,80,62,Tuesday,12,0.645
654,654,8,9,130,118,Tuesday,12,0.551
655,655,9,11,80,75,Tuesday,12,0.533
656,656,9,13,130,116,Tuesday,12,0.560
657,657,10,11,60,51,Tuesday,12,0.588
658,658,10,13,130,96,Tuesday,12,0.677
659,659,11,12,50,36,Tuesday,12,0.694
660,660,0,1,120,103,Tuesday,14,0.583
661,661,0,2,80,73,Tuesday,14,0.548
662,662,0,3,120,107,Tuesday,14,0.561
663,663,1,2,140,129,Tuesday,14,0.543
664,664,1,7,80,66,Tuesday,14,0.606
665,665,2,5,100,80,Tuesday,14,0.625
666,666,3,4,50,37,Tuesday,14,0.676
667,667,3,10,140,132,Tuesday,14,0.530
668,668,4,5,120,108,Tuesday,14,0.556
669,669,4,6,70,62,Tuesday,14,0.565
670,670,5,8,60,48,Tuesday,14,0.625
671,671,5,12,110,84,Tuesday,14,0.655
672,672,6,7,60,50,Tuesday,14,0.600
673,673,7,9,80,58,Tuesday,14,0.690
674,674,8,9,110,108,Tuesday,14,0.509
675,675,9,11,130,115,Tuesday,14,0.565
676,676,9,13,110,108,Tuesday,14,0.509
677,677,10,11,80,58,Tuesday,14,0.690
678,678,10,13,140,139,Tuesday,14,0.504
679,679,11,12,80,62,Tuesday,14,0.645
680,680,0,1,130,126,Tuesday,16,0.516
681,681,0,2,90,73,Tuesday,16,0.616
682,682,0,3,50,49,Tuesday,16,0.510
683,683,1,2,120,100,Tuesday,16,0.600
684,684,1,7,80,79,Tuesday,16,0.506
685,685,2,5,130,91,Tuesday,16,0.714
686,686,3,4,110,104,Tuesday,16,0.529
687,687,3,10,140,112,Tuesday,16,0.625
688,688,4,5,50,40,Tuesday,16,0.625
689,689,4,6,70,68,Tuesday,16,0.515
690,690,5,8,60,57,Tuesday,16,0.526
691,691,5,12,110,95,Tuesday,16,0.579
692,692,6,7,50,44,Tuesday,16,0.568
693,693,7,9,130,106,Tuesday,16,0.613
694,694,8,9,70,53,Tuesday,16,0.660
695,695,9,11,70,59,Tuesday,16,0.593
696,696,9,13,90,67,Tuesday,16,0.672
697,697,10,11,120,119,Tuesday,16,0.504
698,698,10,13,60,44,Tuesday,16,0.682
699,699,11,12,100,92,Tuesday,16,0.543
700,700,0,1,100,96,Tuesday,18,0.521
701,701,0,2,140,139,Tuesday,18,0.504
702,702,0,3,80,78,Tuesday,18,0.513
703,703,1,2,120,118,Tuesday,18,0.508
704,704,1,7,140,116,Tuesday,18,0.603
705,705,2,5,120,113,Tuesday,18,0.531
706,706,3,4,50,46,Tuesday,18,0.543
707,707,3,10,80,77,Tuesday,18,0.519
708,708,4,5,60,51,Tuesday,18,0.588
709,709,4,6,90,65,Tuesday,18,0.692
710,710,5,8,100,98,Tuesday,18,0.510
711,711,5,12,60,43,Tuesday,18,0.698
712,712,6,7,70,57,Tuesday,18,0.614
713,713,7,9,100,89,Tuesday,18,0.562
714,714,8,9,120,115,Tuesday,18,0.522
715,715,9,11,140,124,Tuesday,18,0.565
716,716,9,13,90,85,Tuesday,18,0.529
717,717,10,11,120,111,Tuesday,18,0.541
718,718,10,13,100,70,Tuesday,18,0.714
719,719,11,12,140,104,Tuesday,18,0.673
720,720,0,1,100,58,Tuesday,20,0.862
721,721,0,2,80,44,Tuesday,20,0.909
722,722,0,3,90,61,Tuesday,20,0.738
723,723,1,2,60,33,Tuesday,20,0.909
724,724,1,7,140,109,Tuesday,20,0.642
725,725,2,5,70,51,Tuesday,20,0.686
726,726,3,4,70,55,Tuesday,20,0.636
727,727,3,10,50,29,Tuesday,20,0.862
728,728,4,5,80,55,Tuesday,20,0.727
729,729,4,6,90,69,Tuesday,20,0.652
730,730,5,8,140,108,Tuesday,20,0.648
731,731,5,12,70,41,Tuesday,20,0.854
732,732,6,7,60,43,Tuesday,20,0.698
733,733,7,9,120,88,Tuesday,20,0.682
734,734,8,9,80,59,Tuesday,20,0.678
735,735,9,11,110,65,Tuesday,20,0.846
736,736,9,13,140,107,Tuesday,20,0.654
737,737,10,11,70,54,Tuesday,20,0.648
738,738,10,13,90,56,Tuesday,20,0.804
739,739,11,12,140,96,Tuesday,20,0.729
740,740,0,1,70,49,Tuesday,22,0.714
741,741,0,2,90,54,Tuesday,22,0.833
742,742,0,3,100,64,Tuesday,22,0.781
743,743,1,2,120,84,Tuesday,22,0.714
744,744,1,7,80,58,Tuesday,22,0.690
745,745,2,5,90,63,Tuesday,22,0.714
746,746,3,4,130,92,Tuesday,22,0.707
747,747,3,10,60,32,Tuesday,22,0.938
748,748,4,5,120,60,Tuesday,22,1.000
749,749,4,6,50,26,Tuesday,22,0.962
750,750,5,8,60,43,Tuesday,22,0.698
751,751,5,12,50,34,Tuesday,22,0.735
752,752,6,7,100,58,Tuesday,22,0.862
753,753,7,9,140,109,Tuesday,22,0.642
754,754,8,9,70,40,Tuesday,22,0.875
755,755,9,11,100,54,Tuesday,22,0.926
756,756,9,13,80,62,Tuesday,22,0.645
757,757,10,11,130,91,Tuesday,22,0.714
758,758,10,13,60,30,Tuesday,22,1.000
759,759,11,12,80,43,Tuesday,22,0.930
760,760,0,1,120,91,Tuesday,24,0.659
761,761,0,2,70,48,Tuesday,24,0.729
762,762,0,3,90,47,Tuesday,24,0.957
763,763,1,2,120,88,Tuesday,24,0.682
764,764,1,7,110,59,Tuesday,24,0.932
765,765,2,5,90,54,Tuesday,24,0.833
766,766,3,4,140,72,Tuesday,24,0.972
767,767,3,10,110,70,Tuesday,24,0.786
768,768,4,5,90,55,Tuesday,24,0.818
769,769,4,6,140,85,Tuesday,24,0.824
770,770,5,8,110,55,Tuesday,24,1.000
771,771,5,12,50,39,Tuesday,24,0.641
772,772,6,7,130,85,Tuesday,24,0.765
773,773,7,9,100,76,Tuesday,24,0.658
774,774,8,9,110,55,Tuesday,24,1.000
775,775,9,11,130,84,Tuesday,24,0.774
776,776,9,13,90,55,Tuesday,24,0.818
777,777,10,11,50,28,Tuesday,24,0.893
778,778,10,13,70,47,Tuesday,24,0.745
779,779,11,12,50,26,Tuesday,24,0.962
780,780,0,1,100,75,Wednesday,0,0.667
781,781,0,2,100,65,Wednesday,0,0.769
782,782,0,3,80,46,Wednesday,0,0.870
783,783,1,2,90,71,Wednesday,0,0.634
784,784,1,7,130,77,Wednesday,0,0.844
785,785,2,5,50,39,Wednesday,0,0.641
786,786,3,4,120,93,Wednesday,0,0.645
787,787,3,10,110,87,Wednesday,0,0.632
788,788,4,5,50,25,Wednesday,0,1.000
789,789,4,6,100,64,Wednesday,0,0.781
790,790,5,8,60,44,Wednesday,0,0.682
791,791,5,12,140,111,Wednesday,0,0.631
792,792,6,7,120,84,Wednesday,0,0.714
793,793,7,9,120,86,Wednesday,0,0.698
794,794,8,9,70,52,Wednesday,0,0.673
795,795,9,11,90,53,Wednesday,0,0.849
796,796,9,13,130,67,Wednesday,0,0.970
797,797,10,11,70,51,Wednesday,0,0.686
798,798,10,13,50,27,Wednesday,0,0.926
799,799,11,12,60,42,Wednesday,0,0.714
800,800,0,1,60,42,Wednesday,2,0.714
801,801,0,2,130,78,Wednesday,2,0.833
802,802,0,3,70,45,Wednesday,2,0.778
803,803,1,2,130,90,Wednesday,2,0.722
804,804,1,7,130,100,Wednesday,2,0.650
805,805,2,5,100,73,Wednesday,2,0.685
806,806,3,4,140,95,Wednesday,2,0.737
807,807,3,10,100,66,Wednesday,2,0.758
808,808,4,5,50,36,Wednesday,2,0.694
809,809,4,6,90,48,Wednesday,2,0.938
810,810,5,8,60,31,Wednesday,2,0.968
811,811,5,12,120,90,Wednesday,2,0.667
812,812,6,7,100,56,Wednesday,2,0.893
813,813,7,9,90,56,Wednesday,2,0.804
814,814,8,9,50,26,Wednesday,2,0.962
815,815,9,11,130,84,Wednesday,2,0.774
816,816,9,13,120,92,Wednesday,2,0.652
817,817,10,11,90,58,Wednesday,2,0.776
818,818,10,13,70,38,Wednesday,2,0.921
819,819,11,12,100,64,Wednesday,2,0.781
820,820,0,1,50,38,Wednesday,4,0.658
821,821,0,2,50,28,Wednesday,4,0.893
822,822,0,3,80,41,Wednesday,4,0.976
823,823,1,2,70,40,Wednesday,4,0.875
824,824,1,7,140,78,Wednesday,4,0.897
825,825,2,5,50,39,Wednesday,4,0.641
826,826,3,4,50,26,Wednesday,4,0.962
827,827,3,10,140,77,Wednesday,4,0.909
828,828,4,5,120,61,Wednesday,4,0.984
829,829,4,6,100,65,Wednesday,4,0.769
830,830,5,8,90,67,Wednesday,4,0.672
831,831,5,12,80,52,Wednesday,4,0.769
832,832,6,7,70,40,Wednesday,4,0.875
833,833,7,9,90,46,Wednesday,4,0.978
834,834,8,9,70,36,Wednesday,4,0.972
835,835,9,11,110,87,Wednesday,4,0.632
836,836,9,13,60,43,Wednesday,4,0.698
837,837,10,11,90,62,Wednesday,4,0.726
838,838,10,13,130,72,Wednesday,4,0.903
839,839,11,12,70,52,Wednesday,4,0.673
840,840,0,1,120,62,Wednesday,6,0.968
841,841,0,2,120,61,Wednesday,6,0.984
842,842,0,3,120,77,Wednesday,6,0.779
843,843,1,2,130,103,Wednesday,6,0.631
844,844,1,7,100,60,Wednesday,6,0.833
845,845,2,5,100,54,Wednesday,6,0.926
846,846,3,4,130,82,Wednesday,6,0.793
847,847,3,10,120,81,Wednesday,6,0.741
848,848,4,5,100,59,Wednesday,6,0.847
849,849,4,6,110,67,Wednesday,6,0.821
850,850,5,8,140,71,Wednesday,6,0.986
851,851,5,12,80,42,Wednesday,6,0.952
852,852,6,7,130,69,Wednesday,6,0.942
853,853,7,9,70,47,Wednesday,6,0.745
854,854,8,9,50,25,Wednesday,6,1.000
855,855,9,11,130,66,Wednesday,6,0.985
856,856,9,13,90,54,Wednesday,6,0.833
857,857,10,11,50,39,Wednesday,6,0.641
858,858,10,13,80,59,Wednesday,6,0.678
859,859,11,12,70,37,Wednesday,6,0.946
860,860,0,1,140,102,Wednesday,8,0.686
861,861,0,2,70,45,Wednesday,8,0.778
862,862,0,3,80,40,Wednesday,8,1.000
863,863,1,2,50,35,Wednesday,8,0.714
864,864,1,7,60,40,Wednesday,8,0.750
865,865,2,5,70,48,Wednesday,8,0.729
866,866,3,4,70,46,Wednesday,8,0.761
867,867,3,10,60,39,Wednesday,8,0.769
868,868,4,5,60,36,Wednesday,8,0.833
869,869,4,6,70,42,Wednesday,8,0.833
870,870,5,8,100,68,Wednesday,8,0.735
871,871,5,12,90,50,Wednesday,8,0.900
872,872,6,7,60,46,Wednesday,8,0.652
873,873,7,9,60,37,Wednesday,8,0.811
874,874,8,9,100,57,Wednesday,8,0.877
875,875,9,11,50,28,Wednesday,8,0.893
876,876,9,13,70,38,Wednesday,8,0.921
877,877,10,11,110,56,Wednesday,8,0.982
878,878,10,13,50,30,Wednesday,8,0.833
879,879,11,12,60,43,Wednesday,8,0.698
880,880,0,1,90,89,Wednesday,10,0.506
881,881,0,2,100,82,Wednesday,10,0.610
882,882,0,3,50,46,Wednesday,10,0.543
883,883,1,2,60,54,Wednesday,10,0.556
884,884,1,7,130,105,Wednesday,10,0.619
885,885,2,5,130,125,Wednesday,10,0.520
886,886,3,4,50,48,Wednesday,10,0.521
887,887,3,10,70,68,Wednesday,10,0.515
888,888,4,5,120,86,Wednesday,10,0.698
889,889,4,6,60,42,Wednesday,10,0.714
890,890,5,8,50,48,Wednesday,10,0.521
891,891,5,12,130,94,Wednesday,10,0.691
892,892,6,7,140,133,Wednesday,10,0.526
893,893,7,9,60,42,Wednesday,10,0.714
894,894,8,9,110,85,Wednesday,10,0.647
895,895,9,11,140,118,Wednesday,10,0.593
896,896,9,13,90,88,Wednesday,10,0.511
897,897,10,11,80,62,Wednesday,10,0.645
898,898,10,13,120,117,Wednesday,10,0.513
899,899,11,12,60,43,Wednesday,10,0.698
900,900,0,1,80,79,Wednesday,12,0.506
901,901,0,2,70,63,Wednesday,12,0.556
902,902,0,3,130,114,Wednesday,12,0.570
903,903,1,2,110,86,Wednesday,12,0.640
904,904,1,7,70,49,Wednesday,12,0.714
905,905,2,5,110,80,Wednesday,12,0.688
906,906,3,4,120,95,Wednesday,12,0.632
907,907,3,10,100,76,Wednesday,12,0.658
908,908,4,5,70,50,Wednesday,12,0.700
909,909,4,6,70,65,Wednesday,12,0.538
910,910,5,8,120,109,Wednesday,12,0.550
911,911,5,12,110,85,Wednesday,12,0.647
912,912,6,7,140,128,Wednesday,12,0.547
913,913,7,9,80,79,Wednesday,12,0.506
914,914,8,9,90,63,Wednesday,12,0.714
915,915,9,11,120,113,Wednesday,12,0.531
916,916,9,13,100,76,Wednesday,12,0.658
917,917,10,11,130,101,Wednesday,12,0.644
918,918,10,13,70,61,Wednesday,12,0.574
919,919,11,12,90,73,Wednesday,12,0.616
920,920,0,1,100,94,Wednesday,14,0.532
921,921,0,2,120,114,Wednesday,14,0.526
922,922,0,3,60,55,Wednesday,14,0.545
923,923,1,2,50,39,Wednesday,14,0.641
924,924,1,7,130,107,Wednesday,14,0.607
925,925,2,5,90,65,Wednesday,14,0.692
926,926,3,4,90,67,Wednesday,14,0.672
927,927,3,10,130,128,Wednesday,14,0.508
928,928,4,5,80,76,Wednesday,14,0.526
929,929,4,6,130,120,Wednesday,14,0.542
930,930,5,8,80,72,Wednesday,14,0.556
931,931,5,12,120,88,Wednesday,14,0.682
932,932,6,7,80,79,Wednesday,14,0.506
933,933,7,9,80,63,Wednesday,14,0.635
934,934,8,9,70,58,Wednesday,14,0.603
935,935,9,11,80,65,Wednesday,14,0.615
936,936,9,13,120,104,Wednesday,14,0.577
937,937,10,11,70,58,Wednesday,14,0.603
938,938,10,13,60,59,Wednesday,14,0.508
939,939,11,12,70,49,Wednesday,14,0.714
940,940,0,1,60,52,Wednesday,16,0.577
941,941,0,2,80,74,Wednesday,16,0.541
942,942,0,3,90,74,Wednesday,16,0.608
943,943,1,2,60,48,Wednesday,16,0.625
944,944,1,7,130,127,Wednesday,16,0.512
945,945,2,5,80,68,Wednesday,16,0.588
946,946,3,4,90,89,Wednesday,16,0.506
947,947,3,10,110,92,Wednesday,16,0.598
948,948,4,5,110,77,Wednesday,16,0.714
949,949,4,6,140,102,Wednesday,16,0.686
950,950,5,8,110,83,Wednesday,16,0.663
951,951,5,12,120,116,Wednesday,16,0.517
952,952,6,7,130,117,Wednesday,16,0.556
953,953,7,9,120,97,Wednesday,16,0.619
954,954,8,9,80,66,Wednesday,16,0.606
955,955,9,11,120,92,Wednesday,16,0.652
956,956,9,13,90,70,Wednesday,16,0.643
957,957,10,11,140,99,Wednesday,16,0.707
958,958,10,13,120,98,Wednesday,16,0.612
959,959,11,12,140,129,Wednesday,16,0.543
960,960,0,1,70,65,Wednesday,18,0.538
961,961,0,2,70,69,Wednesday,18,0.507
962,962,0,3,90,80,Wednesday,18,0.562
963,963,1,2,90,80,Wednesday,18,0.562
964,964,1,7,100,78,Wednesday,18,0.641
965,965,2,5,110,100,Wednesday,18,0.550
966,966,3,4,140,98,Wednesday,18,0.714
967,967,3,10,140,133,Wednesday,18,0.526
968,968,4,5,100,73,Wednesday,18,0.685
969,969,4,6,130,92,Wednesday,18,0.707
970,970,5,8,80,62,Wednesday,18,0.645
971,971,5,12,50,40,Wednesday,18,0.625
972,972,6,7,130,109,Wednesday,18,0.596
973,973,7,9,120,112,Wednesday,18,0.536
974,974,8,9,100,94,Wednesday,18,0.532
975,975,9,11,100,84,Wednesday,18,0.595
976,976,9,13,140,98,Wednesday,18,0.714
977,977,10,11,120,116,Wednesday,18,0.517
978,978,10,13,70,60,Wednesday,18,0.583
979,979,11,12,110,106,Wednesday,18,0.519
980,980,0,1,80,63,Wednesday,20,0.635
981,981,0,2,70,55,Wednesday,20,0.636
982,982,0,3,90,52,Wednesday,20,0.865
983,983,1,2,110,58,Wednesday,20,0.948
984,984,1,7,50,29,Wednesday,20,0.862
985,985,2,5,120,80,Wednesday,20,0.750
986,986,3,4,90,64,Wednesday,20,0.703
987,987,3,10,60,33,Wednesday,20,0.909
988,988,4,5,120,79,Wednesday,20,0.759
989,989,4,6,130,90,Wednesday,20,0.722
990,990,5,8,130,102,Wednesday,20,0.637
991,991,5,12,60,35,Wednesday,20,0.857
992,992,6,7,60,38,Wednesday,20,0.789
993,993,7,9,110,86,Wednesday,20,0.640
994,994,8,9,70,52,Wednesday,20,0.673
995,995,9,11,60,38,Wednesday,20,0.789
996,996,9,13,110,80,Wednesday,20,0.688
997,997,10,11,110,87,Wednesday,20,0.632
998,998,10,13,140,73,Wednesday,20,0.959
999,999,11,12,110,57,Wednesday,20,0.965
1000,1000,0,1,50,25,Wednesday,22,1.000
1001,1001,0,2,50,38,Wednesday,22,0.658
1002,1002,0,3,120,84,Wednesday,22,0.714
1003,1003,1,2,60,39,Wednesday,22,0.769
1004,1004,1,7,100,50,Wednesday,22,1.000
1005,1005,2,5,140,82,Wednesday,22,0.854
1006,1006,3,4,70,41,Wednesday,22,0.854
1007,1007,3,10,130,77,Wednesday,22,0.844
1008,1008,4,5,140,86,Wednesday,22,0.814
1009,1009,4,6,70,46,Wednesday,22,0.761
1010,1010,5,8,140,89,Wednesday,22,0.787
1011,1011,5,12,80,61,Wednesday,22,0.656
1012,1012,6,7,120,90,Wednesday,22,0.667
1013,1013,7,9,70,44,Wednesday,22,0.795
1014,1014,8,9,140,107,Wednesday,22,0.654
1015,1015,9,11,80,54,Wednesday,22,0.741
1016,1016,9,13,110,58,Wednesday,22,0.948
1017,1017,10,11,50,30,Wednesday,22,0.833
1018,1018,10,13,110,80,Wednesday,22,0.688
1019,1019,11,12,100,79,Wednesday,22,0.633
1020,1020,0,1,60,47,Wednesday,24,0.638
1021,1021,0,2,80,61,Wednesday,24,0.656
1022,1022,0,3,100,72,Wednesday,24,0.694
1023,1023,1,2,80,59,Wednesday,24,0.678
1024,1024,1,7,140,71,Wednesday,24,0.986
1025,1025,2,5,140,104,Wednesday,24,0.673
1026,1026,3,4,130,83,Wednesday,24,0.783
1027,1027,3,10,90,66,Wednesday,24,0.682
1028,1028,4,5,90,47,Wednesday,24,0.957
1029,1029,4,6,100,57,Wednesday,24,0.877
1030,1030,5,8,130,91,Wednesday,24,0.714
1031,1031,5,12,90,51,Wednesday,24,0.882
1032,1032,6,7,50,34,Wednesday,24,0.735
1033,1033,7,9,110,77,Wednesday,24,0.714
1034,1034,8,9,140,80,Wednesday,24,0.875
1035,1035,9,11,70,40,Wednesday,24,0.875
1036,1036,9,13,80,46,Wednesday,24,0.870
1037,1037,10,11,50,37,Wednesday,24,0.676
1038,1038,10,13,80,62,Wednesday,24,0.645
1039,1039,11,12,140,107,Wednesday,24,0.654
1040,1040,0,1,70,48,Thrusday,0,0.729
1041,1041,0,2,130,75,Thrusday,0,0.867
1042,1042,0,3,50,26,Thrusday,0,0.962
1043,1043,1,2,100,54,Thrusday,0,0.926
1044,1044,1,7,100,73,Thrusday,0,0.685
1045,1045,2,5,130,93,Thrusday,0,0.699
1046,1046,3,4,50,36,Thrusday,0,0.694
1047,1047,3,10,50,36,Thrusday,0,0.694
1048,1048,4,5,70,49,Thrusday,0,0.714
1049,1049,4,6,60,43,Thrusday,0,0.698
1050,1050,5,8,110,82,Thrusday,0,0.671
1051,1051,5,12,100,65,Thrusday,0,0.769
1052,1052,6,7,70,45,Thrusday,0,0.778
1053,1053,7,9,60,41,Thrusday,0,0.732
1054,1054,8,9,140,108,Thrusday,0,0.648
1055,1055,9,11,80,60,Thrusday,0,0.667
1056,1056,9,13,90,67,Thrusday,0,0.672
1057,1057,10,11,60,39,Thrusday,0,0.769
1058,1058,10,13,50,32,Thrusday,0,0.781
1059,1059,11,12,80,55,Thrusday,0,0.727
1060,1060,0,1,100,61,Thrusday,2,0.820
1061,1061,0,2,140,93,Thrusday,2,0.753
1062,1062,0,3,130,102,Thrusday,2,0.637
1063,1063,1,2,110,65,Thrusday,2,0.846
1064,1064,1,7,80,55,Thrusday,2,0.727
1065,1065,2,5,140,79,Thrusday,2,0.886
1066,1066,3,4,130,81,Thrusday,2,0.802
1067,1067,3,10,120,86,Thrusday,2,0.698
1068,1068,4,5,100,58,Thrusday,2,0.862
1069,1069,4,6,120,75,Thrusday,2,0.800
1070,1070,5,8,130,88,Thrusday,2,0.739
1071,1071,5,12,130,91,Thrusday,2,0.714
1072,1072,6,7,100,65,Thrusday,2,0.769
1073,1073,7,9,130,66,Thrusday,2,0.985
1074,1074,8,9,50,28,Thrusday,2,0.893
1075,1075,9,11,80,56,Thrusday,2,0.714
1076,1076,9,13,120,74,Thrusday,2,0.811
1077,1077,10,11,120,89,Thrusday,2,0.674
1078,1078,10,13,140,82,Thrusday,2,0.854
1079,1079,11,12,60,38,Thrusday,2,0.789
1080,1080,0,1,80,62,Thrusday,4,0.645
1081,1081,0,2,110,75,Thrusday,4,0.733
1082,1082,0,3,110,74,Thrusday,4,0.743
1083,1083,1,2,50,32,Thrusday,4,0.781
1084,1084,1,7,140,90,Thrusday,4,0.778
1085,1085,2,5,70,38,Thrusday,4,0.921
1086,1086,3,4,140,110,Thrusday,4,0.636
1087,1087,3,10,60,32,Thrusday,4,0.938
1088,1088,4,5,140,84,Thrusday,4,0.833
1089,1089,4,6,50,31,Thrusday,4,0.806
1090,1090,5,8,140,76,Thrusday,4,0.921
1091,1091,5,12,60,36,Thrusday,4,0.833
1092,1092,6,7,100,57,Thrusday,4,0.877
1093,1093,7,9,110,72,Thrusday,4,0.764
1094,1094,8,9,90,46,Thrusday,4,0.978
1095,1095,9,11,130,96,Thrusday,4,0.677
1096,1096,9,13,130,83,Thrusday,4,0.783
1097,1097,10,11,120,62,Thrusday,4,0.968
1098,1098,10,13,140,89,Thrusday,4,0.787
1099,1099,11,12,50,37,Thrusday,4,0.676
1100,1100,0,1,140,74,Thrusday,6,0.946
1101,1101,0,2,80,43,Thrusday,6,0.930
1102,1102,0,3,120,91,Thrusday,6,0.659
1103,1103,1,2,130,66,Thrusday,6,0.985
1104,1104,1,7,100,56,Thrusday,6,0.893
1105,1105,2,5,110,66,Thrusday,6,0.833
1106,1106,3,4,50,39,Thrusday,6,0.641
1107,1107,3,10,100,72,Thrusday,6,0.694
1108,1108,4,5,140,76,Thrusday,6,0.921
1109,1109,4,6,80,49,Thrusday,6,0.816
1110,1110,5,8,140,70,Thrusday,6,1.000
1111,1111,5,12,130,96,Thrusday,6,0.677
1112,1112,6,7,110,69,Thrusday,6,0.797
1113,1113,7,9,90,54,Thrusday,6,0.833
1114,1114,8,9,140,99,Thrusday,6,0.707
1115,1115,9,11,90,67,Thrusday,6,0.672
1116,1116,9,13,80,44,Thrusday,6,0.909
1117,1117,10,11,140,83,Thrusday,6,0.843
1118,1118,10,13,100,63,Thrusday,6,0.794
1119,1119,11,12,70,47,Thrusday,6,0.745
1120,1120,0,1,70,44,Thrusday,8,0.795
1121,1121,0,2,110,60,Thrusday,8,0.917
1122,1122,0,3,50,37,Thrusday,8,0.676
1123,1123,1,2,100,70,Thrusday,8,0.714
1124,1124,1,7,140,98,Thrusday,8,0.714
1125,1125,2,5,130,87,Thrusday,8,0.747
1126,1126,3,4,110,85,Thrusday,8,0.647
1127,1127,3,10,80,49,Thrusday,8,0.816
1128,1128,4,5,130,68,Thrusday,8,0.956
1129,1129,4,6,70,41,Thrusday,8,0.854
1130,1130,5,8,50,35,Thrusday,8,0.714
1131,1131,5,12,100,63,Thrusday,8,0.794
1132,1132,6,7,140,72,Thrusday,8,0.972
1133,1133,7,9,110,84,Thrusday,8,0.655
1134,1134,8,9,90,46,Thrusday,8,0.978
1135,1135,9,11,80,46,Thrusday,8,0.870
1136,1136,9,13,100,71,Thrusday,8,0.704
1137,1137,10,11,50,29,Thrusday,8,0.862
1138,1138,10,13,130,84,Thrusday,8,0.774
1139,1139,11,12,90,49,Thrusday,8,0.918
1140,1140,0,1,80,72,Thrusday,10,0.556
1141,1141,0,2,50,44,Thrusday,10,0.568
1142,1142,0,3,70,68,Thrusday,10,0.515
1143,1143,1,2,100,91,Thrusday,10,0.549
1144,1144,1,7,70,66,Thrusday,10,0.530
1145,1145,2,5,110,96,Thrusday,10,0.573
1146,1146,3,4,80,70,Thrusday,10,0.571
1147,1147,3,10,80,68,Thrusday,10,0.588
1148,1148,4,5,80,60,Thrusday,10,0.667
1149,1149,4,6,80,62,Thrusday,10,0.645
1150,1150,5,8,80,62,Thrusday,10,0.645
1151,1151,5,12,100,75,Thrusday,10,0.667
1152,1152,6,7,110,84,Thrusday,10,0.655
1153,1153,7,9,140,135,Thrusday,10,0.519
1154,1154,8,9,130,121,Thrusday,10,0.537
1155,1155,9,11,50,37,Thrusday,10,0.676
1156,1156,9,13,90,74,Thrusday,10,0.608
1157,1157,10,11,130,108,Thrusday,10,0.602
1158,1158,10,13,130,117,Thrusday,10,0.556
1159,1159,11,12,120,98,Thrusday,10,0.612
1160,1160,0,1,90,75,Thrusday,12,0.600
1161,1161,0,2,60,58,Thrusday,12,0.517
1162,1162,0,3,140,116,Thrusday,12,0.603
1163,1163,1,2,130,117,Thrusday,12,0.556
1164,1164,1,7,70,61,Thrusday,12,0.574
1165,1165,2,5,60,50,Thrusday,12,0.600
1166,1166,3,4,90,83,Thrusday,12,0.542
1167,1167,3,10,130,123,Thrusday,12,0.528
1168,1168,4,5,70,60,Thrusday,12,0.583
1169,1169,4,6,80,56,Thrusday,12,0.714
1170,1170,5,8,100,87,Thrusday,12,0.575
1171,1171,5,12,110,84,Thrusday,12,0.655
1172,1172,6,7,90,82,Thrusday,12,0.549
1173,1173,7,9,50,40,Thrusday,12,0.625
1174,1174,8,9,110,91,Thrusday,12,0.604
1175,1175,9,11,120,88,Thrusday,12,0.682
1176,1176,9,13,70,69,Thrusday,12,0.507
