,ID,EP1,EP2,Bandwidth,PacketsFlowing(1Kb),DayOfTheWeek,TimeHour,LinkWeight
611,611,5,12,110,75,Tuesday,8,0.733
612,612,6,7,70,42,Tuesday,8,0.833
613,613,7,9,120,91,Tuesday,8,0.659
614,614,8,9,130,72,Tuesday,8,0.903
615,615,9,11,120,95,Tuesday,8,0.632
616,616,9,13,120,75,Tuesday,8,0.800
617,617,10,11,120,63,Tuesday,8,0.952
618,618,10,13,80,63,Tuesday,8,0.635
619,619,11,12,130,79,Tuesday,8,0.823
620,620,0,1,80,62,Tuesday,10,0.645
621,621,0,2,100,80,Tuesday,10,0.625
622,622,0,3,120,101,Tuesday,10,0.594
623,623,1,2,60,57,Tuesday,10,0.526
624,624,1,7,70,55,Tuesday,10,0.636
625,625,2,5,120,95,Tuesday,10,0.632
626,626,3,4,140,100,Tuesday,10,0.700
627,627,3,10,80,75,Tuesday,10,0.533
628,628,4,5,100,98,Tuesday,10,0.510
629,629,4,6,90,73,Tuesday,10,0.616
630,630,5,8,60,55,Tuesday,10,0.545
631,631,5,12,100,83,Tuesday,10,0.602
632,632,6,7,90,75,Tuesday,10,0.600
633,633,7,9,130,113,Tuesday,10,0.575
634,634,8,9,50,49,Tuesday,10,0.510
635,635,9,11,100,90,Tuesday,10,0.556
636,636,9,13,140,128,Tuesday,10,0.547
637,637,10,11,140,122,Tuesday,10,0.574
638,638,10,13,90,76,Tuesday,10,0.592
639,639,11,12,100,88,Tuesday,10,0.568
640,640,0,1,60,57,Tuesday,12,0.526
641,641,0,2,60,47,Tuesday,12,0.638
642,642,0,3,130,122,Tuesday,12,0.533
643,643,1,2,70,64,Tuesday,12,0.547
644,644,1,7,60,53,Tuesday,12,0.566
645,645,2,5,140,101,Tuesday,12,0.693
646,646,3,4,80,57,Tuesday,12,0.702
647,647,3,10,110,88,Tuesday,12,0.625
648,648,4,5,110,89,Tuesday,12,0.618
649,649,4,6,130,125,Tuesday,12,0.520
650,650,5,8,90,87,Tuesday,12,0.517
651,651,5,12,80,66,Tuesday,12,0.606
652,652,6,7,90,73,Tuesday,12,0.616
653,653,7,9,50,44,Tuesday,12,0.568
654,654,8,9,50,38,Tuesday,12,0.658
655,655,9,11,60,55,Tuesday,12,0.545
656,656,9,13,50,47,Tuesday,12,0.532
657,657,10,11,120,109,Tuesday,12,0.550
658,658,10,13,90,67,Tuesday,12,0.672
659,659,11,12,70,56,Tuesday,12,0.625
660,660,0,1,50,38,Tuesday,14,0.658
661,661,0,2,70,61,Tuesday,14,0.574
662,662,0,3,100,88,Tuesday,14,0.568
663,663,1,2,70,50,Tuesday,14,0.700
664,664,1,7,80,73,Tuesday,14,0.548
665,665,2,5,60,48,Tuesday,14,0.625
666,666,3,4,60,48,Tuesday,14,0.625
667,667,3,10,130,125,Tuesday,14,0.520
668,668,4,5,140,103,Tuesday,14,0.680
669,669,4,6,140,133,Tuesday,14,0.526
670,670,5,8,70,57,Tuesday,14,0.614
671,671,5,12,130,125,Tuesday,14,0.520
672,672,6,7,60,47,Tuesday,14,0.638
673,673,7,9,70,51,Tuesday,14,0.686
674,674,8,9,110,93,Tuesday,14,0.591
675,675,9,11,90,67,Tuesday,14,0.672
676,676,9,13,60,59,Tuesday,14,0.508
677,677,10,11,50,43,Tuesday,14,0.581
678,678,10,13,70,68,Tuesday,14,0.515
679,679,11,12,50,39,Tuesday,14,0.641
680,680,0,1,70,68,Tuesday,16,0.515
681,681,0,2,120,99,Tuesday,16,0.606
682,682,0,3,100,86,Tuesday,16,0.581
683,683,1,2,50,36,Tuesday,16,0.694
684,684,1,7,50,35,Tuesday,16,0.714
685,685,2,5,90,64,Tuesday,16,0.703
686,686,3,4,70,52,Tuesday,16,0.673
687,687,3,10,90,88,Tuesday,16,0.511
688,688,4,5,60,44,Tuesday,16,0.682
689,689,4,6,100,83,Tuesday,16,0.602
690,690,5,8,140,116,Tuesday,16,0.603
691,691,5,12,140,112,Tuesday,16,0.625
692,692,6,7,110,102,Tuesday,16,0.539
693,693,7,9,130,118,Tuesday,16,0.551
694,694,8,9,90,79,Tuesday,16,0.570
695,695,9,11,90,70,Tuesday,16,0.643
696,696,9,13,70,64,Tuesday,16,0.547
697,697,10,11,50,37,Tuesday,16,0.676
698,698,10,13,140,131,Tuesday,16,0.534
699,699,11,12,100,98,Tuesday,16,0.510
700,700,0,1,60,44,Tuesday,18,0.682
701,701,0,2,140,116,Tuesday,18,0.603
702,702,0,3,90,72,Tuesday,18,0.625
703,703,1,2,140,129,Tuesday,18,0.543
704,704,1,7,60,56,Tuesday,18,0.536
705,705,2,5,80,69,Tuesday,18,0.580
706,706,3,4,100,95,Tuesday,18,0.526
707,707,3,10,70,57,Tuesday,18,0.614
708,708,4,5,90,74,Tuesday,18,0.608
709,709,4,6,110,81,Tuesday,18,0.679
710,710,5,8,120,92,Tuesday,18,0.652
711,711,5,12,140,110,Tuesday,18,0.636
712,712,6,7,90,89,Tuesday,18,0.506
713,713,7,9,50,38,Tuesday,18,0.658
714,714,8,9,50,47,Tuesday,18,0.532
715,715,9,11,60,58,Tuesday,18,0.517
716,716,9,13,70,56,Tuesday,18,0.625
717,717,10,11,100,70,Tuesday,18,0.714
718,718,10,13,90,72,Tuesday,18,0.625
719,719,11,12,110,87,Tuesday,18,0.632
720,720,0,1,120,78,Tuesday,20,0.769
721,721,0,2,50,29,Tuesday,20,0.862
722,722,0,3,50,26,Tuesday,20,0.962
723,723,1,2,90,60,Tuesday,20,0.750
724,724,1,7,100,69,Tuesday,20,0.725
725,725,2,5,130,86,Tuesday,20,0.756
726,726,3,4,140,89,Tuesday,20,0.787
727,727,3,10,50,29,Tuesday,20,0.862
728,728,4,5,90,56,Tuesday,20,0.804
729,729,4,6,120,84,Tuesday,20,0.714
730,730,5,8,60,44,Tuesday,20,0.682
731,731,5,12,120,92,Tuesday,20,0.652
732,732,6,7,100,57,Tuesday,20,0.877
733,733,7,9,80,51,Tuesday,20,0.784
734,734,8,9,100,64,Tuesday,20,0.781
735,735,9,11,70,41,Tuesday,20,0.854
736,736,9,13,90,52,Tuesday,20,0.865
737,737,10,11,140,76,Tuesday,20,0.921
738,738,10,13,130,92,Tuesday,20,0.707
739,739,11,12,110,84,Tuesday,20,0.655
740,740,0,1,60,33,Tuesday,22,0.909
741,741,0,2,50,37,Tuesday,22,0.676
742,742,0,3,60,43,Tuesday,22,0.698
743,743,1,2,110,72,Tuesday,22,0.764
744,744,1,7,70,54,Tuesday,22,0.648
745,745,2,5,110,70,Tuesday,22,0.786
746,746,3,4,80,53,Tuesday,22,0.755
747,747,3,10,50,25,Tuesday,22,1.000
748,748,4,5,140,108,Tuesday,22,0.648
749,749,4,6,70,55,Tuesday,22,0.636
750,750,5,8,120,93,Tuesday,22,0.645
751,751,5,12,90,60,Tuesday,22,0.750
752,752,6,7,140,87,Tuesday,22,0.805
753,753,7,9,60,32,Tuesday,22,0.938
754,754,8,9,80,54,Tuesday,22,0.741
755,755,9,11,100,68,Tuesday,22,0.735
756,756,9,13,130,87,Tuesday,22,0.747
757,757,10,11,100,55,Tuesday,22,0.909
758,758,10,13,60,46,Tuesday,22,0.652
759,759,11,12,110,58,Tuesday,22,0.948
760,760,0,1,50,39,Tuesday,24,0.641
761,761,0,2,90,52,Tuesday,24,0.865
762,762,0,3,80,51,Tuesday,24,0.784
763,763,1,2,110,69,Tuesday,24,0.797
764,764,1,7,70,47,Tuesday,24,0.745
765,765,2,5,80,56,Tuesday,24,0.714
766,766,3,4,100,70,Tuesday,24,0.714
767,767,3,10,130,97,Tuesday,24,0.670
768,768,4,5,60,47,Tuesday,24,0.638
769,769,4,6,50,36,Tuesday,24,0.694
770,770,5,8,130,94,Tuesday,24,0.691
771,771,5,12,110,71,Tuesday,24,0.775
772,772,6,7,60,46,Tuesday,24,0.652
773,773,7,9,80,40,Tuesday,24,1.000
774,774,8,9,130,90,Tuesday,24,0.722
775,775,9,11,80,61,Tuesday,24,0.656
776,776,9,13,120,84,Tuesday,24,0.714
777,777,10,11,120,67,Tuesday,24,0.896
778,778,10,13,130,78,Tuesday,24,0.833
779,779,11,12,70,39,Tuesday,24,0.897
780,780,0,1,100,50,Wednesday,0,1.000
781,781,0,2,130,82,Wednesday,0,0.793
782,782,0,3,120,70,Wednesday,0,0.857
783,783,1,2,110,65,Wednesday,0,0.846
784,784,1,7,60,33,Wednesday,0,0.909
785,785,2,5,50,35,Wednesday,0,0.714
786,786,3,4,100,59,Wednesday,0,0.847
787,787,3,10,110,83,Wednesday,0,0.663
788,788,4,5,110,65,Wednesday,0,0.846
789,789,4,6,70,53,Wednesday,0,0.660
790,790,5,8,100,72,Wednesday,0,0.694
791,791,5,12,50,38,Wednesday,0,0.658
792,792,6,7,80,50,Wednesday,0,0.800
793,793,7,9,50,32,Wednesday,0,0.781
794,794,8,9,120,67,Wednesday,0,0.896
795,795,9,11,140,106,Wednesday,0,0.660
796,796,9,13,100,51,Wednesday,0,0.980
797,797,10,11,100,68,Wednesday,0,0.735
798,798,10,13,90,58,Wednesday,0,0.776
799,799,11,12,100,55,Wednesday,0,0.909
800,800,0,1,110,83,Wednesday,2,0.663
801,801,0,2,110,84,Wednesday,2,0.655
802,802,0,3,50,36,Wednesday,2,0.694
803,803,1,2,100,64,Wednesday,2,0.781
804,804,1,7,90,64,Wednesday,2,0.703
805,805,2,5,60,44,Wednesday,2,0.682
806,806,3,4,140,102,Wednesday,2,0.686
807,807,3,10,140,107,Wednesday,2,0.654
808,808,4,5,70,42,Wednesday,2,0.833
809,809,4,6,50,37,Wednesday,2,0.676
810,810,5,8,80,46,Wednesday,2,0.870
811,811,5,12,90,48,Wednesday,2,0.938
812,812,6,7,140,77,Wednesday,2,0.909
813,813,7,9,120,72,Wednesday,2,0.833
814,814,8,9,100,57,Wednesday,2,0.877
815,815,9,11,110,59,Wednesday,2,0.932
816,816,9,13,90,47,Wednesday,2,0.957
817,817,10,11,50,27,Wednesday,2,0.926
818,818,10,13,90,64,Wednesday,2,0.703
819,819,11,12,80,58,Wednesday,2,0.690
820,820,0,1,120,85,Wednesday,4,0.706
821,821,0,2,70,43,Wednesday,4,0.814
822,822,0,3,70,42,Wednesday,4,0.833
823,823,1,2,80,42,Wednesday,4,0.952
824,824,1,7,140,87,Wednesday,4,0.805
825,825,2,5,80,41,Wednesday,4,0.976
826,826,3,4,70,37,Wednesday,4,0.946
827,827,3,10,120,92,Wednesday,4,0.652
828,828,4,5,100,53,Wednesday,4,0.943
829,829,4,6,90,58,Wednesday,4,0.776
830,830,5,8,120,92,Wednesday,4,0.652
831,831,5,12,80,59,Wednesday,4,0.678
832,832,6,7,130,102,Wednesday,4,0.637
833,833,7,9,120,76,Wednesday,4,0.789
834,834,8,9,90,47,Wednesday,4,0.957
835,835,9,11,70,51,Wednesday,4,0.686
836,836,9,13,70,44,Wednesday,4,0.795
837,837,10,11,110,77,Wednesday,4,0.714
838,838,10,13,100,67,Wednesday,4,0.746
839,839,11,12,90,66,Wednesday,4,0.682
840,840,0,1,60,30,Wednesday,6,1.000
841,841,0,2,110,80,Wednesday,6,0.688
842,842,0,3,110,57,Wednesday,6,0.965
843,843,1,2,100,69,Wednesday,6,0.725
844,844,1,7,110,74,Wednesday,6,0.743
845,845,2,5,60,38,Wednesday,6,0.789
846,846,3,4,120,65,Wednesday,6,0.923
847,847,3,10,80,47,Wednesday,6,0.851
848,848,4,5,70,35,Wednesday,6,1.000
849,849,4,6,70,43,Wednesday,6,0.814
850,850,5,8,80,52,Wednesday,6,0.769
851,851,5,12,100,78,Wednesday,6,0.641
852,852,6,7,130,97,Wednesday,6,0.670
853,853,7,9,90,46,Wednesday,6,0.978
854,854,8,9,140,94,Wednesday,6,0.745
855,855,9,11,80,55,Wednesday,6,0.727
856,856,9,13,50,30,Wednesday,6,0.833
857,857,10,11,110,69,Wednesday,6,0.797
858,858,10,13,100,76,Wednesday,6,0.658
859,859,11,12,110,76,Wednesday,6,0.724
860,860,0,1,70,46,Wednesday,8,0.761
861,861,0,2,140,79,Wednesday,8,0.886
862,862,0,3,90,51,Wednesday,8,0.882
863,863,1,2,120,77,Wednesday,8,0.779
864,864,1,7,70,52,Wednesday,8,0.673
865,865,2,5,60,39,Wednesday,8,0.769
866,866,3,4,80,62,Wednesday,8,0.645
867,867,3,10,110,60,Wednesday,8,0.917
868,868,4,5,50,35,Wednesday,8,0.714
869,869,4,6,70,41,Wednesday,8,0.854
870,870,5,8,50,30,Wednesday,8,0.833
871,871,5,12,50,36,Wednesday,8,0.694
872,872,6,7,60,44,Wednesday,8,0.682
873,873,7,9,130,73,Wednesday,8,0.890
874,874,8,9,70,50,Wednesday,8,0.700
875,875,9,11,130,71,Wednesday,8,0.915
876,876,9,13,140,93,Wednesday,8,0.753
877,877,10,11,80,42,Wednesday,8,0.952
878,878,10,13,50,36,Wednesday,8,0.694
879,879,11,12,100,74,Wednesday,8,0.676
880,880,0,1,70,52,Wednesday,10,0.673
881,881,0,2,60,58,Wednesday,10,0.517
882,882,0,3,140,115,Wednesday,10,0.609
883,883,1,2,140,132,Wednesday,10,0.530
884,884,1,7,70,54,Wednesday,10,0.648
885,885,2,5,100,94,Wednesday,10,0.532
886,886,3,4,90,70,Wednesday,10,0.643
887,887,3,10,80,69,Wednesday,10,0.580
888,888,4,5,60,59,Wednesday,10,0.508
889,889,4,6,90,74,Wednesday,10,0.608
890,890,5,8,60,43,Wednesday,10,0.698
891,891,5,12,50,36,Wednesday,10,0.694
892,892,6,7,140,130,Wednesday,10,0.538
893,893,7,9,80,60,Wednesday,10,0.667
894,894,8,9,70,60,Wednesday,10,0.583
895,895,9,11,60,42,Wednesday,10,0.714
896,896,9,13,90,84,Wednesday,10,0.536
897,897,10,11,140,111,Wednesday,10,0.631
898,898,10,13,50,43,Wednesday,10,0.581
899,899,11,12,80,57,Wednesday,10,0.702
900,900,0,1,80,60,Wednesday,12,0.667
901,901,0,2,110,102,Wednesday,12,0.539
902,902,0,3,110,95,Wednesday,12,0.579
903,903,1,2,130,96,Wednesday,12,0.677
904,904,1,7,50,38,Wednesday,12,0.658
905,905,2,5,110,89,Wednesday,12,0.618
906,906,3,4,110,95,Wednesday,12,0.579
907,907,3,10,130,110,Wednesday,12,0.591
908,908,4,5,120,85,Wednesday,12,0.706
909,909,4,6,120,115,Wednesday,12,0.522
910,910,5,8,70,64,Wednesday,12,0.547
911,911,5,12,70,66,Wednesday,12,0.530
912,912,6,7,50,43,Wednesday,12,0.581
913,913,7,9,130,93,Wednesday,12,0.699
914,914,8,9,120,115,Wednesday,12,0.522
915,915,9,11,100,96,Wednesday,12,0.521
916,916,9,13,140,136,Wednesday,12,0.515
917,917,10,11,80,75,Wednesday,12,0.533
918,918,10,13,130,128,Wednesday,12,0.508
919,919,11,12,100,86,Wednesday,12,0.581
920,920,0,1,80,67,Wednesday,14,0.597
921,921,0,2,140,106,Wednesday,14,0.660
922,922,0,3,110,77,Wednesday,14,0.714
923,923,1,2,100,97,Wednesday,14,0.515
924,924,1,7,140,120,Wednesday,14,0.583
925,925,2,5,50,46,Wednesday,14,0.543
926,926,3,4,140,101,Wednesday,14,0.693
927,927,3,10,90,69,Wednesday,14,0.652
928,928,4,5,90,88,Wednesday,14,0.511
929,929,4,6,70,60,Wednesday,14,0.583
930,930,5,8,140,135,Wednesday,14,0.519
931,931,5,12,70,64,Wednesday,14,0.547
932,932,6,7,120,91,Wednesday,14,0.659
933,933,7,9,90,89,Wednesday,14,0.506
934,934,8,9,120,85,Wednesday,14,0.706
935,935,9,11,140,108,Wednesday,14,0.648
936,936,9,13,110,97,Wednesday,14,0.567
937,937,10,11,110,78,Wednesday,14,0.705
938,938,10,13,50,38,Wednesday,14,0.658
939,939,11,12,90,72,Wednesday,14,0.625
940,940,0,1,80,70,Wednesday,16,0.571
941,941,0,2,70,69,Wednesday,16,0.507
942,942,0,3,80,79,Wednesday,16,0.506
943,943,1,2,140,119,Wednesday,16,0.588
944,944,1,7,120,91,Wednesday,16,0.659
945,945,2,5,80,65,Wednesday,16,0.615
946,946,3,4,80,71,Wednesday,16,0.563
947,947,3,10,140,106,Wednesday,16,0.660
948,948,4,5,60,52,Wednesday,16,0.577
949,949,4,6,70,66,Wednesday,16,0.530
950,950,5,8,70,52,Wednesday,16,0.673
951,951,5,12,50,48,Wednesday,16,0.521
952,952,6,7,100,97,Wednesday,16,0.515
953,953,7,9,140,100,Wednesday,16,0.700
954,954,8,9,60,58,Wednesday,16,0.517
955,955,9,11,130,106,Wednesday,16,0.613
956,956,9,13,50,49,Wednesday,16,0.510
957,957,10,11,140,126,Wednesday,16,0.556
958,958,10,13,100,70,Wednesday,16,0.714
959,959,11,12,100,78,Wednesday,16,0.641
960,960,0,1,120,89,Wednesday,18,0.674
961,961,0,2,70,60,Wednesday,18,0.583
962,962,0,3,60,51,Wednesday,18,0.588
963,963,1,2,60,49,Wednesday,18,0.612
964,964,1,7,90,71,Wednesday,18,0.634
965,965,2,5,140,112,Wednesday,18,0.625
966,966,3,4,100,74,Wednesday,18,0.676
967,967,3,10,100,72,Wednesday,18,0.694
968,968,4,5,50,47,Wednesday,18,0.532
969,969,4,6,50,42,Wednesday,18,0.595
970,970,5,8,100,70,Wednesday,18,0.714
971,971,5,12,50,41,Wednesday,18,0.610
972,972,6,7,100,85,Wednesday,18,0.588
973,973,7,9,100,85,Wednesday,18,0.588
974,974,8,9,80,58,Wednesday,18,0.690
975,975,9,11,70,52,Wednesday,18,0.673
976,976,9,13,60,43,Wednesday,18,0.698
977,977,10,11,60,42,Wednesday,18,0.714
978,978,10,13,80,64,Wednesday,18,0.625
979,979,11,12,120,112,Wednesday,18,0.536
980,980,0,1,50,30,Wednesday,20,0.833
981,981,0,2,90,57,Wednesday,20,0.789
982,982,0,3,140,99,Wednesday,20,0.707
983,983,1,2,60,34,Wednesday,20,0.882
984,984,1,7,50,31,Wednesday,20,0.806
985,985,2,5,80,48,Wednesday,20,0.833
986,986,3,4,110,82,Wednesday,20,0.671
987,987,3,10,60,35,Wednesday,20,0.857
988,988,4,5,130,92,Wednesday,20,0.707
989,989,4,6,70,40,Wednesday,20,0.875
990,990,5,8,140,96,Wednesday,20,0.729
991,991,5,12,130,81,Wednesday,20,0.802
992,992,6,7,140,90,Wednesday,20,0.778
993,993,7,9,60,45,Wednesday,20,0.667
994,994,8,9,70,44,Wednesday,20,0.795
995,995,9,11,120,91,Wednesday,20,0.659
996,996,9,13,100,54,Wednesday,20,0.926
997,997,10,11,60,33,Wednesday,20,0.909
998,998,10,13,140,84,Wednesday,20,0.833
999,999,11,12,50,29,Wednesday,20,0.862
1000,1000,0,1,80,63,Wednesday,22,0.635
1001,1001,0,2,120,69,Wednesday,22,0.870
1002,1002,0,3,80,47,Wednesday,22,0.851
1003,1003,1,2,60,33,Wednesday,22,0.909
1004,1004,1,7,90,64,Wednesday,22,0.703
1005,1005,2,5,110,62,Wednesday,22,0.887
1006,1006,3,4,130,72,Wednesday,22,0.903
1007,1007,3,10,120,87,Wednesday,22,0.690
1008,1008,4,5,110,63,Wednesday,22,0.873
1009,1009,4,6,90,69,Wednesday,22,0.652
1010,1010,5,8,80,46,Wednesday,22,0.870
1011,1011,5,12,140,88,Wednesday,22,0.795
1012,1012,6,7,80,57,Wednesday,22,0.702
1013,1013,7,9,130,76,Wednesday,22,0.855
1014,1014,8,9,120,92,Wednesday,22,0.652
1015,1015,9,11,60,35,Wednesday,22,0.857
1016,1016,9,13,130,67,Wednesday,22,0.970
1017,1017,10,11,120,92,Wednesday,22,0.652
1018,1018,10,13,80,47,Wednesday,22,0.851
1019,1019,11,12,70,50,Wednesday,22,0.700
1020,1020,0,1,80,61,Wednesday,24,0.656
1021,1021,0,2,100,62,Wednesday,24,0.806
1022,1022,0,3,110,57,Wednesday,24,0.965
1023,1023,1,2,130,88,Wednesday,24,0.739
1024,1024,1,7,80,61,Wednesday,24,0.656
1025,1025,2,5,140,94,Wednesday,24,0.745
1026,1026,3,4,100,72,Wednesday,24,0.694
1027,1027,3,10,90,68,Wednesday,24,0.662
1028,1028,4,5,60,46,Wednesday,24,0.652
1029,1029,4,6,50,35,Wednesday,24,0.714
1030,1030,5,8,110,69,Wednesday,24,0.797
1031,1031,5,12,120,70,Wednesday,24,0.857
1032,1032,6,7,60,47,Wednesday,24,0.638
1033,1033,7,9,80,47,Wednesday,24,0.851
1034,1034,8,9,80,42,Wednesday,24,0.952
1035,1035,9,11,70,55,Wednesday,24,0.636
1036,1036,9,13,100,51,Wednesday,24,0.980
1037,1037,10,11,100,57,Wednesday,24,0.877
1038,1038,10,13,120,79,Wednesday,24,0.759
1039,1039,11,12,100,68,Wednesday,24,0.735
1040,1040,0,1,130,68,Thrusday,0,0.956
1041,1041,0,2,70,43,Thrusday,0,0.814
1042,1042,0,3,80,62,Thrusday,0,0.645
1043,1043,1,2,110,77,Thrusday,0,0.714
1044,1044,1,7,110,73,Thrusday,0,0.753
1045,1045,2,5,70,54,Thrusday,0,0.648
1046,1046,3,4,100,54,Thrusday,0,0.926
1047,1047,3,10,70,54,Thrusday,0,0.648
1048,1048,4,5,120,90,Thrusday,0,0.667
1049,1049,4,6,120,83,Thrusday,0,0.723
1050,1050,5,8,70,54,Thrusday,0,0.648
1051,1051,5,12,50,35,Thrusday,0,0.714
1052,1052,6,7,50,33,Thrusday,0,0.758
1053,1053,7,9,90,45,Thrusday,0,1.000
1054,1054,8,9,60,43,Thrusday,0,0.698
1055,1055,9,11,50,29,Thrusday,0,0.862
1056,1056,9,13,140,82,Thrusday,0,0.854
1057,1057,10,11,90,49,Thrusday,0,0.918
1058,1058,10,13,140,108,Thrusday,0,0.648
1059,1059,11,12,120,84,Thrusday,0,0.714
1060,1060,0,1,70,48,Thrusday,2,0.729
1061,1061,0,2,50,33,Thrusday,2,0.758
1062,1062,0,3,90,59,Thrusday,2,0.763
1063,1063,1,2,90,52,Thrusday,2,0.865
1064,1064,1,7,130,65,Thrusday,2,1.000
1065,1065,2,5,110,66,Thrusday,2,0.833
1066,1066,3,4,60,39,Thrusday,2,0.769
1067,1067,3,10,50,39,Thrusday,2,0.641
1068,1068,4,5,90,49,Thrusday,2,0.918
1069,1069,4,6,120,95,Thrusday,2,0.632
1070,1070,5,8,100,57,Thrusday,2,0.877
1071,1071,5,12,130,103,Thrusday,2,0.631
1072,1072,6,7,100,79,Thrusday,2,0.633
1073,1073,7,9,130,71,Thrusday,2,0.915
1074,1074,8,9,60,45,Thrusday,2,0.667
1075,1075,9,11,130,75,Thrusday,2,0.867
1076,1076,9,13,80,46,Thrusday,2,0.870
1077,1077,10,11,60,41,Thrusday,2,0.732
1078,1078,10,13,140,94,Thrusday,2,0.745
1079,1079,11,12,130,95,Thrusday,2,0.684
1080,1080,0,1,110,59,Thrusday,4,0.932
1081,1081,0,2,110,82,Thrusday,4,0.671
1082,1082,0,3,120,69,Thrusday,4,0.870
1083,1083,1,2,130,71,Thrusday,4,0.915
1084,1084,1,7,50,31,Thrusday,4,0.806
1085,1085,2,5,90,64,Thrusday,4,0.703
1086,1086,3,4,130,86,Thrusday,4,0.756
1087,1087,3,10,120,90,Thrusday,4,0.667
1088,1088,4,5,90,48,Thrusday,4,0.938
1089,1089,4,6,140,103,Thrusday,4,0.680
1090,1090,5,8,90,47,Thrusday,4,0.957
1091,1091,5,12,50,37,Thrusday,4,0.676
1092,1092,6,7,100,66,Thrusday,4,0.758
1093,1093,7,9,50,28,Thrusday,4,0.893
1094,1094,8,9,110,64,Thrusday,4,0.859
1095,1095,9,11,80,44,Thrusday,4,0.909
1096,1096,9,13,100,50,Thrusday,4,1.000
1097,1097,10,11,80,60,Thrusday,4,0.667
1098,1098,10,13,60,39,Thrusday,4,0.769
1099,1099,11,12,110,83,Thrusday,4,0.663
1100,1100,0,1,50,34,Thrusday,6,0.735
1101,1101,0,2,60,39,Thrusday,6,0.769
1102,1102,0,3,60,39,Thrusday,6,0.769
1103,1103,1,2,120,83,Thrusday,6,0.723
1104,1104,1,7,100,56,Thrusday,6,0.893
1105,1105,2,5,140,83,Thrusday,6,0.843
1106,1106,3,4,130,79,Thrusday,6,0.823
1107,1107,3,10,100,69,Thrusday,6,0.725
1108,1108,4,5,100,75,Thrusday,6,0.667
1109,1109,4,6,50,28,Thrusday,6,0.893
1110,1110,5,8,70,46,Thrusday,6,0.761
1111,1111,5,12,80,53,Thrusday,6,0.755
1112,1112,6,7,140,107,Thrusday,6,0.654
1113,1113,7,9,120,88,Thrusday,6,0.682
1114,1114,8,9,50,32,Thrusday,6,0.781
1115,1115,9,11,120,93,Thrusday,6,0.645
1116,1116,9,13,70,52,Thrusday,6,0.673
1117,1117,10,11,80,44,Thrusday,6,0.909
1118,1118,10,13,140,74,Thrusday,6,0.946
1119,1119,11,12,130,76,Thrusday,6,0.855
1120,1120,0,1,90,66,Thrusday,8,0.682
1121,1121,0,2,120,79,Thrusday,8,0.759
1122,1122,0,3,120,80,Thrusday,8,0.750
1123,1123,1,2,60,32,Thrusday,8,0.938
1124,1124,1,7,130,68,Thrusday,8,0.956
1125,1125,2,5,140,97,Thrusday,8,0.722
1126,1126,3,4,110,56,Thrusday,8,0.982
1127,1127,3,10,120,73,Thrusday,8,0.822
1128,1128,4,5,80,56,Thrusday,8,0.714
1129,1129,4,6,110,83,Thrusday,8,0.663
1130,1130,5,8,70,40,Thrusday,8,0.875
1131,1131,5,12,100,64,Thrusday,8,0.781
1132,1132,6,7,80,48,Thrusday,8,0.833
1133,1133,7,9,100,58,Thrusday,8,0.862
1134,1134,8,9,80,45,Thrusday,8,0.889
1135,1135,9,11,90,49,Thrusday,8,0.918
1136,1136,9,13,60,42,Thrusday,8,0.714
1137,1137,10,11,90,61,Thrusday,8,0.738
1138,1138,10,13,100,52,Thrusday,8,0.962
1139,1139,11,12,60,46,Thrusday,8,0.652
1140,1140,0,1,120,112,Thrusday,10,0.536
1141,1141,0,2,130,96,Thrusday,10,0.677
1142,1142,0,3,90,88,Thrusday,10,0.511
1143,1143,1,2,60,58,Thrusday,10,0.517
1144,1144,1,7,140,102,Thrusday,10,0.686
1145,1145,2,5,50,44,Thrusday,10,0.568
1146,1146,3,4,80,64,Thrusday,10,0.625
1147,1147,3,10,120,91,Thrusday,10,0.659
1148,1148,4,5,60,48,Thrusday,10,0.625
1149,1149,4,6,70,51,Thrusday,10,0.686
1150,1150,5,8,130,91,Thrusday,10,0.714
1151,1151,5,12,110,103,Thrusday,10,0.534
1152,1152,6,7,70,54,Thrusday,10,0.648
1153,1153,7,9,60,57,Thrusday,10,0.526
1154,1154,8,9,130,94,Thrusday,10,0.691
1155,1155,9,11,100,83,Thrusday,10,0.602
1156,1156,9,13,120,109,Thrusday,10,0.550
1157,1157,10,11,110,100,Thrusday,10,0.550
1158,1158,10,13,60,53,Thrusday,10,0.566
1159,1159,11,12,100,90,Thrusday,10,0.556
1160,1160,0,1,130,119,Thrusday,12,0.546
1161,1161,0,2,90,72,Thrusday,12,0.625
1162,1162,0,3,80,74,Thrusday,12,0.541
1163,1163,1,2,70,62,Thrusday,12,0.565
1164,1164,1,7,120,94,Thrusday,12,0.638
1165,1165,2,5,100,74,Thrusday,12,0.676
1166,1166,3,4,120,84,Thrusday,12,0.714
1167,1167,3,10,100,70,Thrusday,12,0.714
1168,1168,4,5,90,67,Thrusday,12,0.672
1169,1169,4,6,130,96,Thrusday,12,0.677
1170,1170,5,8,140,123,Thrusday,12,0.569
1171,1171,5,12,100,96,Thrusday,12,0.521
1172,1172,6,7,60,52,Thrusday,12,0.577
1173,1173,7,9,110,82,Thrusday,12,0.671
1174,1174,8,9,130,96,Thrusday,12,0.677
1175,1175,9,11,60,51,Thrusday,12,0.588
1176,1176,9,13,70,69,Thrusday,12,0.507
