,ID,EP1,EP2,Bandwidth,PacketsFlowing(1Kb),DayOfTheWeek,TimeHour,Weight
541,541,0,2,140,99,Tuesday,2,0.707
542,542,0,3,90,62,Tuesday,2,0.726
543,543,1,2,80,42,Tuesday,2,0.9520000000000002
544,544,1,7,140,73,Tuesday,2,0.9589999999999999
545,545,2,5,90,46,Tuesday,2,0.978
546,546,3,4,70,45,Tuesday,2,0.7780000000000002
547,547,3,10,70,45,Tuesday,2,0.7780000000000002
548,548,4,5,140,91,Tuesday,2,0.769
549,549,4,6,100,70,Tuesday,2,0.7151000000000003
550,550,5,8,130,102,Tuesday,2,0.6370000000000001
551,551,5,12,120,94,Tuesday,2,0.6387
552,552,6,7,130,82,Tuesday,2,0.793
553,553,7,9,130,97,Tuesday,2,0.67
554,554,8,9,50,28,Tuesday,2,0.8930000000000003
555,555,9,11,110,84,Tuesday,2,0.6550000000000001
556,556,9,13,110,83,Tuesday,2,0.663
557,557,10,11,100,69,Tuesday,2,0.7249999999999999
558,558,10,13,100,79,Tuesday,2,0.633
559,559,11,12,100,54,Tuesday,2,0.9259999999999999
560,560,0,1,90,59,Tuesday,4,0.7616999999999999
561,561,0,2,50,30,Tuesday,4,0.833
562,562,0,3,70,46,Tuesday,4,0.7609999999999999
563,563,1,2,130,81,Tuesday,4,0.8029999999999999
564,564,1,7,60,47,Tuesday,4,0.638
565,565,2,5,80,54,Tuesday,4,0.7409999999999999
566,566,3,4,140,82,Tuesday,4,0.8550000000000001
567,567,3,10,130,87,Tuesday,4,0.7479
568,568,4,5,120,76,Tuesday,4,0.7900999999999999
569,569,4,6,80,61,Tuesday,4,0.6559999999999998
570,570,5,8,50,29,Tuesday,4,0.8619999999999999
571,571,5,12,140,70,Tuesday,4,1.0
572,572,6,7,130,84,Tuesday,4,0.774
573,573,7,9,110,77,Tuesday,4,0.7140000000000002
574,574,8,9,70,42,Tuesday,4,0.833
575,575,9,11,100,79,Tuesday,4,0.633
576,576,9,13,80,58,Tuesday,4,0.6899999999999998
577,577,10,11,100,62,Tuesday,4,0.8074
578,578,10,13,140,87,Tuesday,4,0.8038000000000001
579,579,11,12,120,64,Tuesday,4,0.938
580,580,0,1,60,38,Tuesday,6,0.7889999999999999
581,581,0,2,70,38,Tuesday,6,0.9209999999999997
582,582,0,3,120,67,Tuesday,6,0.8960000000000001
583,583,1,2,60,32,Tuesday,6,0.9380000000000001
584,584,1,7,130,77,Tuesday,6,0.8440000000000001
585,585,2,5,120,89,Tuesday,6,0.6740000000000002
586,586,3,4,80,42,Tuesday,6,0.9520000000000002
587,587,3,10,70,40,Tuesday,6,0.875
588,588,4,5,100,66,Tuesday,6,0.758
589,589,4,6,70,45,Tuesday,6,0.7780000000000002
590,590,5,8,110,87,Tuesday,6,0.6319999999999999
591,591,5,12,80,49,Tuesday,6,0.8160000000000001
592,592,6,7,130,73,Tuesday,6,0.8899999999999999
593,593,7,9,100,59,Tuesday,6,0.8469999999999999
594,594,8,9,120,72,Tuesday,6,0.8342
595,595,9,11,70,50,Tuesday,6,0.6986000000000001
596,596,9,13,120,89,Tuesday,6,0.6740000000000002
597,597,10,11,100,67,Tuesday,6,0.7460000000000001
598,598,10,13,60,34,Tuesday,6,0.8819999999999999
599,599,11,12,100,60,Tuesday,6,0.833
600,600,0,1,140,86,Tuesday,8,0.8084999999999999
601,601,0,2,100,60,Tuesday,8,0.833
602,602,0,3,130,78,Tuesday,8,0.833
603,603,1,2,60,39,Tuesday,8,0.769
604,604,1,7,120,88,Tuesday,8,0.6812000000000001
605,605,2,5,60,43,Tuesday,8,0.6980000000000002
606,606,3,4,90,67,Tuesday,8,0.6719999999999999
607,607,3,10,140,90,Tuesday,8,0.7779999999999999
608,608,4,5,60,35,Tuesday,8,0.857
609,609,4,6,100,60,Tuesday,8,0.833
610,610,5,8,70,36,Tuesday,8,0.9719999999999998
611,611,5,12,130,66,Tuesday,8,0.9850000000000001
612,612,6,7,70,47,Tuesday,8,0.745
613,613,7,9,100,63,Tuesday,8,0.7940000000000002
614,614,8,9,120,80,Tuesday,8,0.7519
615,615,9,11,110,65,Tuesday,8,0.8446999999999999
616,616,9,13,60,44,Tuesday,8,0.6820000000000002
617,617,10,11,100,51,Tuesday,8,0.9800000000000002
618,618,10,13,50,38,Tuesday,8,0.658
619,619,11,12,50,39,Tuesday,8,0.6409999999999999
620,620,0,1,60,55,Tuesday,10,0.545
621,621,0,2,70,63,Tuesday,10,0.556
622,622,0,3,90,86,Tuesday,10,0.5218
623,623,1,2,70,56,Tuesday,10,0.625
624,624,1,7,100,96,Tuesday,10,0.521
625,625,2,5,100,93,Tuesday,10,0.5389999999999999
626,626,3,4,80,60,Tuesday,10,0.6669999999999999
627,627,3,10,130,105,Tuesday,10,0.6195999999999999
628,628,4,5,90,87,Tuesday,10,0.5170000000000001
629,629,4,6,100,97,Tuesday,10,0.515
630,630,5,8,140,130,Tuesday,10,0.538
631,631,5,12,110,109,Tuesday,10,0.5054
632,632,6,7,90,63,Tuesday,10,0.7140000000000003
633,633,7,9,130,111,Tuesday,10,0.5859
634,634,8,9,120,106,Tuesday,10,0.566
635,635,9,11,130,95,Tuesday,10,0.684
636,636,9,13,80,70,Tuesday,10,0.571
637,637,10,11,130,128,Tuesday,10,0.5076
638,638,10,13,70,49,Tuesday,10,0.7140000000000002
639,639,11,12,100,94,Tuesday,10,0.532
640,640,0,1,80,70,Tuesday,12,0.571
641,641,0,2,130,98,Tuesday,12,0.663
642,642,0,3,140,103,Tuesday,12,0.6799999999999999
643,643,1,2,80,73,Tuesday,12,0.5479999999999999
644,644,1,7,60,44,Tuesday,12,0.6820000000000002
645,645,2,5,130,120,Tuesday,12,0.5419999999999999
646,646,3,4,70,67,Tuesday,12,0.5220000000000001
647,647,3,10,110,98,Tuesday,12,0.561
648,648,4,5,80,69,Tuesday,12,0.58
649,649,4,6,100,74,Tuesday,12,0.676
650,650,5,8,70,68,Tuesday,12,0.5149999999999998
651,651,5,12,130,128,Tuesday,12,0.5076
652,652,6,7,60,52,Tuesday,12,0.5770000000000001
653,653,7,9,80,62,Tuesday,12,0.645
654,654,8,9,130,118,Tuesday,12,0.5520000000000002
655,655,9,11,80,75,Tuesday,12,0.5329999999999998
656,656,9,13,130,116,Tuesday,12,0.5605
657,657,10,11,60,51,Tuesday,12,0.588
658,658,10,13,130,96,Tuesday,12,0.6769999999999998
659,659,11,12,50,36,Tuesday,12,0.6940000000000001
660,660,0,1,120,103,Tuesday,14,0.5830000000000001
661,661,0,2,80,73,Tuesday,14,0.5479999999999999
662,662,0,3,120,107,Tuesday,14,0.5599999999999999
663,663,1,2,140,129,Tuesday,14,0.543
664,664,1,7,80,66,Tuesday,14,0.606
665,665,2,5,100,80,Tuesday,14,0.6242
666,666,3,4,50,37,Tuesday,14,0.676
667,667,3,10,140,132,Tuesday,14,0.5300000000000001
668,668,4,5,120,108,Tuesday,14,0.5565
669,669,4,6,70,62,Tuesday,14,0.5649999999999998
670,670,5,8,60,48,Tuesday,14,0.625
671,671,5,12,110,84,Tuesday,14,0.6550000000000001
672,672,6,7,60,50,Tuesday,14,0.5999999999999999
673,673,7,9,80,58,Tuesday,14,0.6888
674,674,8,9,110,108,Tuesday,14,0.509
675,675,9,11,130,115,Tuesday,14,0.5649999999999998
676,676,9,13,110,108,Tuesday,14,0.509
677,677,10,11,80,58,Tuesday,14,0.6899999999999998
678,678,10,13,140,139,Tuesday,14,0.5039999999999999
679,679,11,12,80,62,Tuesday,14,0.645
680,680,0,1,130,126,Tuesday,16,0.516
681,681,0,2,90,73,Tuesday,16,0.616
682,682,0,3,50,49,Tuesday,16,0.5099999999999999
683,683,1,2,120,100,Tuesday,16,0.5999999999999999
684,684,1,7,80,79,Tuesday,16,0.5060000000000001
685,685,2,5,130,91,Tuesday,16,0.7133000000000002
686,686,3,4,110,104,Tuesday,16,0.529
687,687,3,10,140,112,Tuesday,16,0.625
688,688,4,5,50,40,Tuesday,16,0.625
689,689,4,6,70,68,Tuesday,16,0.5149999999999998
690,690,5,8,60,57,Tuesday,16,0.5259999999999999
691,691,5,12,110,95,Tuesday,16,0.5777999999999999
692,692,6,7,50,44,Tuesday,16,0.5679999999999998
693,693,7,9,130,106,Tuesday,16,0.6129999999999999
694,694,8,9,70,53,Tuesday,16,0.66
695,695,9,11,70,59,Tuesday,16,0.593
696,696,9,13,90,67,Tuesday,16,0.6719999999999999
697,697,10,11,120,119,Tuesday,16,0.5039999999999999
698,698,10,13,60,44,Tuesday,16,0.6820000000000002
699,699,11,12,100,92,Tuesday,16,0.5454000000000001
700,700,0,1,100,96,Tuesday,18,0.521
701,701,0,2,140,139,Tuesday,18,0.5046999999999999
702,702,0,3,80,78,Tuesday,18,0.513
703,703,1,2,120,118,Tuesday,18,0.508
704,704,1,7,140,116,Tuesday,18,0.6029999999999999
705,705,2,5,120,113,Tuesday,18,0.5309999999999999
706,706,3,4,50,46,Tuesday,18,0.543
707,707,3,10,80,77,Tuesday,18,0.519
708,708,4,5,60,51,Tuesday,18,0.588
709,709,4,6,90,65,Tuesday,18,0.6920000000000001
710,710,5,8,100,98,Tuesday,18,0.5099999999999999
711,711,5,12,60,43,Tuesday,18,0.6980000000000002
712,712,6,7,70,57,Tuesday,18,0.614
713,713,7,9,100,89,Tuesday,18,0.5620000000000002
714,714,8,9,120,115,Tuesday,18,0.5220000000000001
715,715,9,11,140,124,Tuesday,18,0.5645
716,716,9,13,90,85,Tuesday,18,0.529
717,717,10,11,120,111,Tuesday,18,0.5414000000000001
718,718,10,13,100,70,Tuesday,18,0.7140000000000002
719,719,11,12,140,104,Tuesday,18,0.6737
720,720,0,1,100,58,Tuesday,20,0.8619999999999999
721,721,0,2,80,44,Tuesday,20,0.905
722,722,0,3,90,61,Tuesday,20,0.7367999999999999
723,723,1,2,60,33,Tuesday,20,0.9090000000000004
724,724,1,7,140,109,Tuesday,20,0.6420000000000001
725,725,2,5,70,51,Tuesday,20,0.6859999999999999
726,726,3,4,70,55,Tuesday,20,0.636
727,727,3,10,50,29,Tuesday,20,0.8619999999999999
728,728,4,5,80,55,Tuesday,20,0.7270000000000001
729,729,4,6,90,69,Tuesday,20,0.652
730,730,5,8,140,108,Tuesday,20,0.6491999999999999
731,731,5,12,70,41,Tuesday,20,0.8540000000000001
732,732,6,7,60,43,Tuesday,20,0.6996000000000002
733,733,7,9,120,88,Tuesday,20,0.6820000000000002
734,734,8,9,80,59,Tuesday,20,0.6779999999999999
735,735,9,11,110,65,Tuesday,20,0.8446999999999999
736,736,9,13,140,107,Tuesday,20,0.6553
737,737,10,11,70,54,Tuesday,20,0.6479999999999999
738,738,10,13,90,56,Tuesday,20,0.8026
739,739,11,12,140,96,Tuesday,20,0.7290000000000001
740,740,0,1,70,49,Tuesday,22,0.7140000000000002
741,741,0,2,90,54,Tuesday,22,0.833
742,742,0,3,100,64,Tuesday,22,0.7809999999999999
743,743,1,2,120,84,Tuesday,22,0.7149000000000002
744,744,1,7,80,58,Tuesday,22,0.6899999999999998
745,745,2,5,90,63,Tuesday,22,0.7153000000000002
746,746,3,4,130,92,Tuesday,22,0.7076999999999999
747,747,3,10,60,32,Tuesday,22,0.938
748,748,4,5,120,60,Tuesday,22,1.0
749,749,4,6,50,26,Tuesday,22,0.962
750,750,5,8,60,43,Tuesday,22,0.6996000000000002
751,751,5,12,50,34,Tuesday,22,0.7350000000000001
752,752,6,7,100,58,Tuesday,22,0.8619999999999999
753,753,7,9,140,109,Tuesday,22,0.6420000000000001
754,754,8,9,70,40,Tuesday,22,0.875
755,755,9,11,100,54,Tuesday,22,0.9259999999999999
756,756,9,13,80,62,Tuesday,22,0.6449999999999999
757,757,10,11,130,91,Tuesday,22,0.7141000000000002
758,758,10,13,60,30,Tuesday,22,1.0
759,759,11,12,80,43,Tuesday,22,0.9321999999999999
760,760,0,1,120,91,Tuesday,24,0.6590999999999999
761,761,0,2,70,48,Tuesday,24,0.7290000000000001
762,762,0,3,90,47,Tuesday,24,0.9551000000000001
763,763,1,2,120,88,Tuesday,24,0.6820000000000002
764,764,1,7,110,59,Tuesday,24,0.9320000000000002
765,765,2,5,90,54,Tuesday,24,0.833
766,766,3,4,140,72,Tuesday,24,0.9677999999999999
767,767,3,10,110,70,Tuesday,24,0.7848999999999998
768,768,4,5,90,55,Tuesday,24,0.8179999999999998
769,769,4,6,140,85,Tuesday,24,0.8230000000000001
770,770,5,8,110,55,Tuesday,24,1.0
771,771,5,12,50,39,Tuesday,24,0.6409999999999999
772,772,6,7,130,85,Tuesday,24,0.7649999999999999
773,773,7,9,100,76,Tuesday,24,0.6588999999999999
774,774,8,9,110,55,Tuesday,24,1.0
775,775,9,11,130,84,Tuesday,24,0.7731
776,776,9,13,90,55,Tuesday,24,0.8179999999999998
777,777,10,11,50,28,Tuesday,24,0.893
778,778,10,13,70,47,Tuesday,24,0.745
779,779,11,12,50,26,Tuesday,24,0.962
780,780,0,1,100,75,Wednesday,0,0.6669999999999999
781,781,0,2,100,65,Wednesday,0,0.769
782,782,0,3,80,46,Wednesday,0,0.8699999999999999
783,783,1,2,90,71,Wednesday,0,0.6340000000000002
784,784,1,7,130,77,Wednesday,0,0.8440000000000001
785,785,2,5,50,39,Wednesday,0,0.6409999999999999
786,786,3,4,120,93,Wednesday,0,0.6456999999999999
787,787,3,10,110,87,Wednesday,0,0.6319999999999999
788,788,4,5,50,25,Wednesday,0,1.0
789,789,4,6,100,64,Wednesday,0,0.7809999999999998
790,790,5,8,60,44,Wednesday,0,0.6820000000000002
791,791,5,12,140,111,Wednesday,0,0.6310000000000001
792,792,6,7,120,84,Wednesday,0,0.7140000000000003
793,793,7,9,120,86,Wednesday,0,0.6988000000000001
794,794,8,9,70,52,Wednesday,0,0.6729999999999999
795,795,9,11,90,53,Wednesday,0,0.849
796,796,9,13,130,67,Wednesday,0,0.97
797,797,10,11,70,51,Wednesday,0,0.6859999999999999
798,798,10,13,50,27,Wednesday,0,0.9259999999999999
799,799,11,12,60,42,Wednesday,0,0.7140000000000002
800,800,0,1,60,42,Wednesday,2,0.7140000000000002
801,801,0,2,130,78,Wednesday,2,0.833
802,802,0,3,70,45,Wednesday,2,0.7780000000000002
803,803,1,2,130,90,Wednesday,2,0.7219999999999999
804,804,1,7,130,100,Wednesday,2,0.6514000000000001
805,805,2,5,100,73,Wednesday,2,0.6850000000000002
806,806,3,4,140,95,Wednesday,2,0.737
807,807,3,10,100,66,Wednesday,2,0.758
808,808,4,5,50,36,Wednesday,2,0.6940000000000001
809,809,4,6,90,48,Wednesday,2,0.938
810,810,5,8,60,31,Wednesday,2,0.968
811,811,5,12,120,90,Wednesday,2,0.6669999999999999
812,812,6,7,100,56,Wednesday,2,0.893
813,813,7,9,90,56,Wednesday,2,0.804
814,814,8,9,50,26,Wednesday,2,0.962
815,815,9,11,130,84,Wednesday,2,0.774
816,816,9,13,120,92,Wednesday,2,0.652
817,817,10,11,90,58,Wednesday,2,0.7759999999999999
818,818,10,13,70,38,Wednesday,2,0.9209999999999997
819,819,11,12,100,64,Wednesday,2,0.7809999999999998
820,820,0,1,50,38,Wednesday,4,0.658
821,821,0,2,50,28,Wednesday,4,0.8930000000000003
822,822,0,3,80,41,Wednesday,4,0.9759999999999998
823,823,1,2,70,40,Wednesday,4,0.875
824,824,1,7,140,78,Wednesday,4,0.897
825,825,2,5,50,39,Wednesday,4,0.6409999999999999
826,826,3,4,50,26,Wednesday,4,0.962
827,827,3,10,140,77,Wednesday,4,0.9066000000000001
828,828,4,5,120,61,Wednesday,4,0.9872
829,829,4,6,100,65,Wednesday,4,0.769
830,830,5,8,90,67,Wednesday,4,0.6719999999999999
831,831,5,12,80,52,Wednesday,4,0.7705
832,832,6,7,70,40,Wednesday,4,0.875
833,833,7,9,90,46,Wednesday,4,0.978
834,834,8,9,70,36,Wednesday,4,0.9719999999999998
835,835,9,11,110,87,Wednesday,4,0.6319999999999999
836,836,9,13,60,43,Wednesday,4,0.6980000000000002
837,837,10,11,90,62,Wednesday,4,0.726
838,838,10,13,130,72,Wednesday,4,0.9030000000000001
839,839,11,12,70,52,Wednesday,4,0.6729999999999999
840,840,0,1,120,62,Wednesday,6,0.968
841,841,0,2,120,61,Wednesday,6,0.9840000000000002
842,842,0,3,120,77,Wednesday,6,0.7769999999999999
843,843,1,2,130,103,Wednesday,6,0.6310000000000001
844,844,1,7,100,60,Wednesday,6,0.833
845,845,2,5,100,54,Wednesday,6,0.9259999999999999
846,846,3,4,130,82,Wednesday,6,0.793
847,847,3,10,120,81,Wednesday,6,0.7409999999999999
848,848,4,5,100,59,Wednesday,6,0.8469999999999999
849,849,4,6,110,67,Wednesday,6,0.821
850,850,5,8,140,71,Wednesday,6,0.9874
851,851,5,12,80,42,Wednesday,6,0.9520000000000002
852,852,6,7,130,69,Wednesday,6,0.9408999999999998
853,853,7,9,70,47,Wednesday,6,0.745
854,854,8,9,50,25,Wednesday,6,1.0
855,855,9,11,130,66,Wednesday,6,0.9850000000000001
856,856,9,13,90,54,Wednesday,6,0.8314999999999999
857,857,10,11,50,39,Wednesday,6,0.6409999999999999
858,858,10,13,80,59,Wednesday,6,0.6779999999999999
859,859,11,12,70,37,Wednesday,6,0.946
860,860,0,1,140,102,Wednesday,8,0.6853999999999999
861,861,0,2,70,45,Wednesday,8,0.7780000000000002
862,862,0,3,80,40,Wednesday,8,0.9975999999999999
863,863,1,2,50,35,Wednesday,8,0.7140000000000003
864,864,1,7,60,40,Wednesday,8,0.75
865,865,2,5,70,48,Wednesday,8,0.7290000000000001
866,866,3,4,70,46,Wednesday,8,0.7609999999999999
867,867,3,10,60,39,Wednesday,8,0.769
868,868,4,5,60,36,Wednesday,8,0.833
869,869,4,6,70,42,Wednesday,8,0.833
870,870,5,8,100,68,Wednesday,8,0.7350000000000002
871,871,5,12,90,50,Wednesday,8,0.9000000000000001
872,872,6,7,60,46,Wednesday,8,0.652
873,873,7,9,60,37,Wednesday,8,0.8109999999999999
874,874,8,9,100,57,Wednesday,8,0.877
875,875,9,11,50,28,Wednesday,8,0.8930000000000003
876,876,9,13,70,38,Wednesday,8,0.9209999999999997
877,877,10,11,110,56,Wednesday,8,0.9874
878,878,10,13,50,30,Wednesday,8,0.833
879,879,11,12,60,43,Wednesday,8,0.6980000000000002
880,880,0,1,90,89,Wednesday,10,0.5060000000000001
881,881,0,2,100,82,Wednesday,10,0.6100000000000001
882,882,0,3,50,46,Wednesday,10,0.543
883,883,1,2,60,54,Wednesday,10,0.556
884,884,1,7,130,105,Wednesday,10,0.6201999999999999
885,885,2,5,130,125,Wednesday,10,0.5199999999999999
886,886,3,4,50,48,Wednesday,10,0.521
887,887,3,10,70,68,Wednesday,10,0.5149999999999998
888,888,4,5,120,86,Wednesday,10,0.6979999999999998
889,889,4,6,60,42,Wednesday,10,0.7140000000000003
890,890,5,8,50,48,Wednesday,10,0.521
891,891,5,12,130,94,Wednesday,10,0.6918
892,892,6,7,140,133,Wednesday,10,0.5259999999999999
893,893,7,9,60,42,Wednesday,10,0.7140000000000003
894,894,8,9,110,85,Wednesday,10,0.6470000000000001
895,895,9,11,140,118,Wednesday,10,0.593
896,896,9,13,90,88,Wednesday,10,0.511
897,897,10,11,80,62,Wednesday,10,0.645
898,898,10,13,120,117,Wednesday,10,0.513
899,899,11,12,60,43,Wednesday,10,0.6980000000000002
900,900,0,1,80,79,Wednesday,12,0.5060000000000001
901,901,0,2,70,63,Wednesday,12,0.556
902,902,0,3,130,114,Wednesday,12,0.57
903,903,1,2,110,86,Wednesday,12,0.6399999999999999
904,904,1,7,70,49,Wednesday,12,0.7140000000000002
905,905,2,5,110,80,Wednesday,12,0.6879999999999998
906,906,3,4,120,95,Wednesday,12,0.6319999999999999
907,907,3,10,100,76,Wednesday,12,0.6579999999999998
908,908,4,5,70,50,Wednesday,12,0.7000000000000001
909,909,4,6,70,65,Wednesday,12,0.538
910,910,5,8,120,109,Wednesday,12,0.5499999999999999
911,911,5,12,110,85,Wednesday,12,0.6470000000000001
912,912,6,7,140,128,Wednesday,12,0.5469999999999999
913,913,7,9,80,79,Wednesday,12,0.5060000000000001
914,914,8,9,90,63,Wednesday,12,0.7140000000000003
915,915,9,11,120,113,Wednesday,12,0.5309999999999999
916,916,9,13,100,76,Wednesday,12,0.6579999999999998
917,917,10,11,130,101,Wednesday,12,0.644
918,918,10,13,70,61,Wednesday,12,0.574
919,919,11,12,90,73,Wednesday,12,0.616
920,920,0,1,100,94,Wednesday,14,0.532
921,921,0,2,120,114,Wednesday,14,0.5259999999999999
922,922,0,3,60,55,Wednesday,14,0.545
923,923,1,2,50,39,Wednesday,14,0.6409999999999999
924,924,1,7,130,107,Wednesday,14,0.6070000000000001
925,925,2,5,90,65,Wednesday,14,0.6920000000000001
926,926,3,4,90,67,Wednesday,14,0.6719999999999999
927,927,3,10,130,128,Wednesday,14,0.5076
928,928,4,5,80,76,Wednesday,14,0.5259999999999999
929,929,4,6,130,120,Wednesday,14,0.5419999999999999
930,930,5,8,80,72,Wednesday,14,0.556
931,931,5,12,120,88,Wednesday,14,0.6828000000000002
932,932,6,7,80,79,Wednesday,14,0.5060000000000001
933,933,7,9,80,63,Wednesday,14,0.6349999999999999
934,934,8,9,70,58,Wednesday,14,0.6029999999999999
935,935,9,11,80,65,Wednesday,14,0.6150000000000001
936,936,9,13,120,104,Wednesday,14,0.5770000000000001
937,937,10,11,70,58,Wednesday,14,0.6029999999999999
938,938,10,13,60,59,Wednesday,14,0.508
939,939,11,12,70,49,Wednesday,14,0.7140000000000002
940,940,0,1,60,52,Wednesday,16,0.5770000000000001
941,941,0,2,80,74,Wednesday,16,0.5410000000000001
942,942,0,3,90,74,Wednesday,16,0.6079999999999999
943,943,1,2,60,48,Wednesday,16,0.625
944,944,1,7,130,127,Wednesday,16,0.5120000000000001
945,945,2,5,80,68,Wednesday,16,0.588
946,946,3,4,90,89,Wednesday,16,0.5060000000000001
947,947,3,10,110,92,Wednesday,16,0.5972999999999999
948,948,4,5,110,77,Wednesday,16,0.7140000000000002
949,949,4,6,140,102,Wednesday,16,0.6859999999999999
950,950,5,8,110,83,Wednesday,16,0.663
951,951,5,12,120,116,Wednesday,16,0.5170000000000001
952,952,6,7,130,117,Wednesday,16,0.556
953,953,7,9,120,97,Wednesday,16,0.6195999999999999
954,954,8,9,80,66,Wednesday,16,0.606
955,955,9,11,120,92,Wednesday,16,0.652
956,956,9,13,90,70,Wednesday,16,0.6429999999999999
957,957,10,11,140,99,Wednesday,16,0.7070000000000001
958,958,10,13,120,98,Wednesday,16,0.612
959,959,11,12,140,129,Wednesday,16,0.543
960,960,0,1,70,65,Wednesday,18,0.538
961,961,0,2,70,69,Wednesday,18,0.5069999999999999
962,962,0,3,90,80,Wednesday,18,0.5620000000000002
963,963,1,2,90,80,Wednesday,18,0.5620000000000002
964,964,1,7,100,78,Wednesday,18,0.6409999999999999
965,965,2,5,110,100,Wednesday,18,0.5499999999999999
966,966,3,4,140,98,Wednesday,18,0.7140000000000002
967,967,3,10,140,133,Wednesday,18,0.5259999999999999
968,968,4,5,100,73,Wednesday,18,0.6850000000000002
969,969,4,6,130,92,Wednesday,18,0.7070000000000001
970,970,5,8,80,62,Wednesday,18,0.645
971,971,5,12,50,40,Wednesday,18,0.625
972,972,6,7,130,109,Wednesday,18,0.5955
973,973,7,9,120,112,Wednesday,18,0.5365
974,974,8,9,100,94,Wednesday,18,0.532
975,975,9,11,100,84,Wednesday,18,0.5942999999999998
976,976,9,13,140,98,Wednesday,18,0.7140000000000002
977,977,10,11,120,116,Wednesday,18,0.5170000000000001
978,978,10,13,70,60,Wednesday,18,0.5830000000000001
979,979,11,12,110,106,Wednesday,18,0.519
980,980,0,1,80,63,Wednesday,20,0.6349999999999999
981,981,0,2,70,55,Wednesday,20,0.636
982,982,0,3,90,52,Wednesday,20,0.865
983,983,1,2,110,58,Wednesday,20,0.9464000000000002
984,984,1,7,50,29,Wednesday,20,0.8619999999999999
985,985,2,5,120,80,Wednesday,20,0.75
986,986,3,4,90,64,Wednesday,20,0.7008000000000001
987,987,3,10,60,33,Wednesday,20,0.9090000000000004
988,988,4,5,120,79,Wednesday,20,0.7590000000000001
989,989,4,6,130,90,Wednesday,20,0.7219999999999999
990,990,5,8,130,102,Wednesday,20,0.6370000000000001
991,991,5,12,60,35,Wednesday,20,0.857
992,992,6,7,60,38,Wednesday,20,0.7889999999999999
993,993,7,9,110,86,Wednesday,20,0.6406999999999999
994,994,8,9,70,52,Wednesday,20,0.6729999999999999
995,995,9,11,60,38,Wednesday,20,0.7889999999999999
996,996,9,13,110,80,Wednesday,20,0.688
997,997,10,11,110,87,Wednesday,20,0.6327999999999999
998,998,10,13,140,73,Wednesday,20,0.9576999999999998
999,999,11,12,110,57,Wednesday,20,0.9667
1000,1000,0,1,50,25,Wednesday,22,1.0
1001,1001,0,2,50,38,Wednesday,22,0.6579999999999998
1002,1002,0,3,120,84,Wednesday,22,0.7149000000000002
1003,1003,1,2,60,39,Wednesday,22,0.769
1004,1004,1,7,100,50,Wednesday,22,1.0
1005,1005,2,5,140,82,Wednesday,22,0.8540000000000001
1006,1006,3,4,70,41,Wednesday,22,0.8540000000000001
1007,1007,3,10,130,77,Wednesday,22,0.8440000000000001
1008,1008,4,5,140,86,Wednesday,22,0.8140000000000001
1009,1009,4,6,70,46,Wednesday,22,0.7626999999999999
1010,1010,5,8,140,89,Wednesday,22,0.787
1011,1011,5,12,80,61,Wednesday,22,0.6570999999999998
1012,1012,6,7,120,90,Wednesday,22,0.6677
1013,1013,7,9,70,44,Wednesday,22,0.7933
1014,1014,8,9,140,107,Wednesday,22,0.6546000000000001
1015,1015,9,11,80,54,Wednesday,22,0.7409999999999999
1016,1016,9,13,110,58,Wednesday,22,0.9464000000000002
1017,1017,10,11,50,30,Wednesday,22,0.833
1018,1018,10,13,110,80,Wednesday,22,0.6887999999999999
1019,1019,11,12,100,79,Wednesday,22,0.633
1020,1020,0,1,60,47,Wednesday,24,0.638
1021,1021,0,2,80,61,Wednesday,24,0.6559999999999998
1022,1022,0,3,100,72,Wednesday,24,0.6940000000000001
1023,1023,1,2,80,59,Wednesday,24,0.6779999999999999
1024,1024,1,7,140,71,Wednesday,24,0.9788
1025,1025,2,5,140,104,Wednesday,24,0.6723999999999999
1026,1026,3,4,130,83,Wednesday,24,0.783
1027,1027,3,10,90,66,Wednesday,24,0.6810000000000003
1028,1028,4,5,90,47,Wednesday,24,0.9551000000000001
1029,1029,4,6,100,57,Wednesday,24,0.877
1030,1030,5,8,130,91,Wednesday,24,0.7149000000000002
1031,1031,5,12,90,51,Wednesday,24,0.8855999999999998
1032,1032,6,7,50,34,Wednesday,24,0.7350000000000001
1033,1033,7,9,110,77,Wednesday,24,0.7140000000000002
1034,1034,8,9,140,80,Wednesday,24,0.8817
1035,1035,9,11,70,40,Wednesday,24,0.875
1036,1036,9,13,80,46,Wednesday,24,0.8718999999999999
1037,1037,10,11,50,37,Wednesday,24,0.676
1038,1038,10,13,80,62,Wednesday,24,0.6449999999999999
1039,1039,11,12,140,107,Wednesday,24,0.654
1040,1040,0,1,70,48,Thrusday,0,0.7290000000000001
1041,1041,0,2,130,75,Thrusday,0,0.867
1042,1042,0,3,50,26,Thrusday,0,0.962
1043,1043,1,2,100,54,Thrusday,0,0.9259999999999999
1044,1044,1,7,100,73,Thrusday,0,0.6850000000000002
1045,1045,2,5,130,93,Thrusday,0,0.699
1046,1046,3,4,50,36,Thrusday,0,0.6940000000000001
1047,1047,3,10,50,36,Thrusday,0,0.6940000000000001
1048,1048,4,5,70,49,Thrusday,0,0.7140000000000002
1049,1049,4,6,60,43,Thrusday,0,0.6980000000000002
1050,1050,5,8,110,82,Thrusday,0,0.671
