,ID,EP1,EP2,Bandwidth,PacketsFlowing(1Kb),DayOfTheWeek,TimeHour,Weight
547,547,3,10,80,61,Tuesday,2,0.6559999999999998
548,548,4,5,110,62,Tuesday,2,0.8870000000000001
549,549,4,6,70,48,Tuesday,2,0.7290000000000001
550,550,5,8,50,39,Tuesday,2,0.6409999999999999
551,551,5,12,90,66,Tuesday,2,0.6820000000000002
552,552,6,7,130,89,Tuesday,2,0.7292
553,553,7,9,60,38,Tuesday,2,0.7889999999999999
554,554,8,9,60,44,Tuesday,2,0.6820000000000002
555,555,9,11,140,85,Tuesday,2,0.8240000000000001
556,556,9,13,120,63,Tuesday,2,0.9520000000000002
557,557,10,11,130,79,Tuesday,2,0.8219000000000001
558,558,10,13,100,58,Tuesday,2,0.8619999999999999
559,559,11,12,80,42,Tuesday,2,0.9520000000000002
560,560,0,1,50,27,Tuesday,4,0.9259999999999999
561,561,0,2,50,33,Tuesday,4,0.758
562,562,0,3,90,71,Tuesday,4,0.6340000000000002
563,563,1,2,60,34,Tuesday,4,0.8819999999999999
564,564,1,7,100,69,Tuesday,4,0.7249999999999999
565,565,2,5,70,35,Tuesday,4,1.0
566,566,3,4,70,55,Tuesday,4,0.636
567,567,3,10,130,84,Tuesday,4,0.774
568,568,4,5,60,46,Tuesday,4,0.652
569,569,4,6,50,33,Tuesday,4,0.758
570,570,5,8,130,70,Tuesday,4,0.929
571,571,5,12,60,43,Tuesday,4,0.6980000000000002
572,572,6,7,80,49,Tuesday,4,0.8160000000000001
573,573,7,9,100,66,Tuesday,4,0.758
574,574,8,9,70,42,Tuesday,4,0.833
575,575,9,11,110,78,Tuesday,4,0.7041000000000001
576,576,9,13,60,33,Tuesday,4,0.909
577,577,10,11,110,61,Tuesday,4,0.9004999999999999
578,578,10,13,70,52,Tuesday,4,0.6729999999999999
579,579,11,12,120,63,Tuesday,4,0.9520000000000002
580,580,0,1,60,34,Tuesday,6,0.8819999999999999
581,581,0,2,90,62,Tuesday,6,0.726
582,582,0,3,60,43,Tuesday,6,0.6980000000000002
583,583,1,2,120,64,Tuesday,6,0.938
584,584,1,7,80,53,Tuesday,6,0.755
585,585,2,5,130,88,Tuesday,6,0.739
586,586,3,4,90,49,Tuesday,6,0.9179999999999999
587,587,3,10,130,82,Tuesday,6,0.793
588,588,4,5,50,32,Tuesday,6,0.7809999999999999
589,589,4,6,100,52,Tuesday,6,0.962
590,590,5,8,90,56,Tuesday,6,0.804
591,591,5,12,80,55,Tuesday,6,0.7270000000000001
592,592,6,7,50,25,Tuesday,6,1.0
593,593,7,9,110,80,Tuesday,6,0.6879999999999998
594,594,8,9,80,57,Tuesday,6,0.7020000000000001
595,595,9,11,50,38,Tuesday,6,0.658
596,596,9,13,140,74,Tuesday,6,0.946
597,597,10,11,140,100,Tuesday,6,0.7
598,598,10,13,80,63,Tuesday,6,0.6349999999999999
599,599,11,12,90,71,Tuesday,6,0.6340000000000002
600,600,0,1,70,44,Tuesday,8,0.795
601,601,0,2,80,40,Tuesday,8,0.9975999999999999
602,602,0,3,70,51,Tuesday,8,0.6874
603,603,1,2,120,63,Tuesday,8,0.9520000000000002
604,604,1,7,100,58,Tuesday,8,0.8619999999999999
605,605,2,5,90,70,Tuesday,8,0.6438999999999999
606,606,3,4,70,35,Tuesday,8,1.0
607,607,3,10,50,26,Tuesday,8,0.962
608,608,4,5,110,73,Tuesday,8,0.7521000000000001
609,609,4,6,110,79,Tuesday,8,0.6959999999999998
610,610,5,8,50,37,Tuesday,8,0.676
611,611,5,12,100,72,Tuesday,8,0.6940000000000001
612,612,6,7,100,78,Tuesday,8,0.6409999999999999
613,613,7,9,140,106,Tuesday,8,0.66
614,614,8,9,130,95,Tuesday,8,0.6833000000000001
615,615,9,11,80,41,Tuesday,8,0.9783999999999999
616,616,9,13,130,65,Tuesday,8,1.0
617,617,10,11,100,64,Tuesday,8,0.7809999999999998
618,618,10,13,120,92,Tuesday,8,0.652
619,619,11,12,140,73,Tuesday,8,0.9589999999999999
620,620,0,1,120,91,Tuesday,10,0.6590999999999999
621,621,0,2,130,108,Tuesday,10,0.604
622,622,0,3,70,63,Tuesday,10,0.556
623,623,1,2,70,53,Tuesday,10,0.66
624,624,1,7,110,94,Tuesday,10,0.585
625,625,2,5,90,63,Tuesday,10,0.7140000000000003
626,626,3,4,110,77,Tuesday,10,0.7140000000000002
627,627,3,10,60,59,Tuesday,10,0.508
628,628,4,5,120,112,Tuesday,10,0.5365
629,629,4,6,140,138,Tuesday,10,0.5071
630,630,5,8,50,45,Tuesday,10,0.556
631,631,5,12,50,37,Tuesday,10,0.676
632,632,6,7,140,124,Tuesday,10,0.5649999999999998
633,633,7,9,100,98,Tuesday,10,0.5099999999999999
634,634,8,9,60,59,Tuesday,10,0.508
635,635,9,11,60,45,Tuesday,10,0.6669999999999999
636,636,9,13,120,117,Tuesday,10,0.513
637,637,10,11,50,44,Tuesday,10,0.5679999999999998
638,638,10,13,90,65,Tuesday,10,0.6920000000000001
639,639,11,12,80,59,Tuesday,10,0.6780999999999999
640,640,0,1,90,63,Tuesday,12,0.7140000000000003
641,641,0,2,80,76,Tuesday,12,0.5259999999999999
642,642,0,3,90,63,Tuesday,12,0.7140000000000003
643,643,1,2,70,61,Tuesday,12,0.574
644,644,1,7,140,131,Tuesday,12,0.5339999999999999
645,645,2,5,80,67,Tuesday,12,0.5970000000000001
646,646,3,4,90,79,Tuesday,12,0.5700000000000001
647,647,3,10,70,68,Tuesday,12,0.5149999999999998
648,648,4,5,60,43,Tuesday,12,0.6980000000000002
649,649,4,6,80,56,Tuesday,12,0.7140000000000003
650,650,5,8,100,79,Tuesday,12,0.633
651,651,5,12,70,53,Tuesday,12,0.66
652,652,6,7,50,40,Tuesday,12,0.625
653,653,7,9,100,91,Tuesday,12,0.5490999999999999
654,654,8,9,70,64,Tuesday,12,0.5469999999999999
655,655,9,11,60,44,Tuesday,12,0.6820000000000002
656,656,9,13,120,118,Tuesday,12,0.5076
657,657,10,11,50,37,Tuesday,12,0.676
658,658,10,13,80,70,Tuesday,12,0.571
659,659,11,12,90,73,Tuesday,12,0.616
660,660,0,1,90,64,Tuesday,14,0.7030000000000002
661,661,0,2,140,134,Tuesday,14,0.5220000000000001
662,662,0,3,70,65,Tuesday,14,0.538
663,663,1,2,60,51,Tuesday,14,0.588
664,664,1,7,100,81,Tuesday,14,0.617
665,665,2,5,130,119,Tuesday,14,0.5465000000000002
666,666,3,4,110,88,Tuesday,14,0.625
667,667,3,10,70,52,Tuesday,14,0.6729999999999999
668,668,4,5,50,47,Tuesday,14,0.532
669,669,4,6,60,52,Tuesday,14,0.5770000000000001
670,670,5,8,100,96,Tuesday,14,0.521
671,671,5,12,100,94,Tuesday,14,0.532
672,672,6,7,60,53,Tuesday,14,0.5660000000000001
673,673,7,9,60,57,Tuesday,14,0.5259999999999999
674,674,8,9,60,51,Tuesday,14,0.588
675,675,9,11,70,65,Tuesday,14,0.538
676,676,9,13,80,69,Tuesday,14,0.58
677,677,10,11,90,81,Tuesday,14,0.556
678,678,10,13,100,94,Tuesday,14,0.532
679,679,11,12,80,65,Tuesday,14,0.6150000000000001
680,680,0,1,140,116,Tuesday,16,0.6029999999999999
681,681,0,2,70,56,Tuesday,16,0.625
682,682,0,3,50,42,Tuesday,16,0.5949999999999999
683,683,1,2,100,76,Tuesday,16,0.6579999999999998
684,684,1,7,100,72,Tuesday,16,0.6940000000000001
685,685,2,5,90,69,Tuesday,16,0.652
686,686,3,4,130,99,Tuesday,16,0.657
687,687,3,10,50,43,Tuesday,16,0.5809999999999998
688,688,4,5,100,73,Tuesday,16,0.6850000000000002
689,689,4,6,60,44,Tuesday,16,0.6820000000000002
690,690,5,8,120,99,Tuesday,16,0.606
691,691,5,12,80,74,Tuesday,16,0.5410000000000001
692,692,6,7,130,115,Tuesday,16,0.5649999999999998
693,693,7,9,70,54,Tuesday,16,0.6479999999999999
694,694,8,9,80,58,Tuesday,16,0.6899999999999998
695,695,9,11,70,62,Tuesday,16,0.5649999999999998
696,696,9,13,80,79,Tuesday,16,0.5060000000000001
697,697,10,11,60,48,Tuesday,16,0.625
698,698,10,13,50,36,Tuesday,16,0.6940000000000001
699,699,11,12,60,47,Tuesday,16,0.638
700,700,0,1,110,97,Tuesday,18,0.5670000000000001
701,701,0,2,70,57,Tuesday,18,0.614
702,702,0,3,50,39,Tuesday,18,0.6409999999999999
703,703,1,2,110,104,Tuesday,18,0.529
704,704,1,7,140,126,Tuesday,18,0.556
705,705,2,5,70,52,Tuesday,18,0.6729999999999999
706,706,3,4,50,38,Tuesday,18,0.6579999999999998
707,707,3,10,100,93,Tuesday,18,0.5389999999999999
708,708,4,5,100,74,Tuesday,18,0.676
709,709,4,6,130,110,Tuesday,18,0.5910000000000001
710,710,5,8,120,93,Tuesday,18,0.6443
711,711,5,12,50,46,Tuesday,18,0.543
712,712,6,7,70,60,Tuesday,18,0.5830000000000001
713,713,7,9,70,66,Tuesday,18,0.5300000000000001
714,714,8,9,90,71,Tuesday,18,0.6340000000000001
715,715,9,11,60,49,Tuesday,18,0.612
716,716,9,13,50,47,Tuesday,18,0.532
717,717,10,11,70,53,Tuesday,18,0.66
718,718,10,13,60,50,Tuesday,18,0.5999999999999999
719,719,11,12,60,48,Tuesday,18,0.625
720,720,0,1,130,79,Tuesday,20,0.8230000000000002
721,721,0,2,140,76,Tuesday,20,0.9222000000000001
722,722,0,3,70,41,Tuesday,20,0.8540000000000001
723,723,1,2,80,55,Tuesday,20,0.7270000000000001
724,724,1,7,110,72,Tuesday,20,0.7640000000000001
725,725,2,5,90,71,Tuesday,20,0.6358000000000001
726,726,3,4,140,97,Tuesday,20,0.7219999999999999
727,727,3,10,90,69,Tuesday,20,0.652
728,728,4,5,110,74,Tuesday,20,0.7430000000000001
729,729,4,6,100,57,Tuesday,20,0.877
730,730,5,8,110,56,Tuesday,20,0.9787000000000001
731,731,5,12,120,79,Tuesday,20,0.7590000000000001
732,732,6,7,60,46,Tuesday,20,0.652
733,733,7,9,80,56,Tuesday,20,0.7140000000000002
734,734,8,9,140,107,Tuesday,20,0.6546000000000001
735,735,9,11,60,32,Tuesday,20,0.938
736,736,9,13,100,54,Tuesday,20,0.9259999999999999
737,737,10,11,110,69,Tuesday,20,0.7970999999999999
738,738,10,13,50,37,Tuesday,20,0.676
739,739,11,12,80,57,Tuesday,20,0.7020000000000001
740,740,0,1,130,93,Tuesday,22,0.6998
741,741,0,2,50,26,Tuesday,22,0.962
742,742,0,3,60,33,Tuesday,22,0.9090000000000004
743,743,1,2,120,71,Tuesday,22,0.8392999999999999
744,744,1,7,50,37,Tuesday,22,0.676
745,745,2,5,100,57,Tuesday,22,0.877
746,746,3,4,90,65,Tuesday,22,0.6931
747,747,3,10,100,68,Tuesday,22,0.7350000000000001
748,748,4,5,100,74,Tuesday,22,0.6769000000000001
749,749,4,6,70,45,Tuesday,22,0.778
750,750,5,8,140,97,Tuesday,22,0.7219999999999999
751,751,5,12,140,110,Tuesday,22,0.6368
752,752,6,7,70,46,Tuesday,22,0.761
753,753,7,9,70,44,Tuesday,22,0.7933
754,754,8,9,130,92,Tuesday,22,0.707
755,755,9,11,60,39,Tuesday,22,0.769
756,756,9,13,110,77,Tuesday,22,0.7140000000000002
757,757,10,11,60,45,Tuesday,22,0.6669999999999999
758,758,10,13,120,63,Tuesday,22,0.9522
759,759,11,12,80,56,Tuesday,22,0.7140000000000002
760,760,0,1,110,70,Tuesday,24,0.7848999999999998
761,761,0,2,140,78,Tuesday,24,0.8971
762,762,0,3,60,37,Tuesday,24,0.8109999999999999
763,763,1,2,130,76,Tuesday,24,0.8562000000000001
764,764,1,7,100,72,Tuesday,24,0.6940000000000001
765,765,2,5,110,84,Tuesday,24,0.6550000000000001
766,766,3,4,90,68,Tuesday,24,0.662
767,767,3,10,130,102,Tuesday,24,0.6370000000000001
768,768,4,5,80,45,Tuesday,24,0.889
769,769,4,6,100,72,Tuesday,24,0.6940000000000001
770,770,5,8,60,41,Tuesday,24,0.7338
771,771,5,12,90,51,Tuesday,24,0.8855999999999998
772,772,6,7,70,36,Tuesday,24,0.9693999999999997
773,773,7,9,60,39,Tuesday,24,0.769
774,774,8,9,130,81,Tuesday,24,0.8001999999999999
775,775,9,11,130,73,Tuesday,24,0.8934
776,776,9,13,110,78,Tuesday,24,0.705
777,777,10,11,120,87,Tuesday,24,0.6883999999999999
778,778,10,13,100,74,Tuesday,24,0.6778
779,779,11,12,80,42,Tuesday,24,0.9544
780,780,0,1,130,103,Wednesday,0,0.6310000000000001
781,781,0,2,90,46,Wednesday,0,0.978
782,782,0,3,140,74,Wednesday,0,0.946
783,783,1,2,100,59,Wednesday,0,0.8469999999999999
784,784,1,7,90,50,Wednesday,0,0.9000000000000001
785,785,2,5,140,94,Wednesday,0,0.7442
786,786,3,4,80,42,Wednesday,0,0.9520000000000002
787,787,3,10,120,63,Wednesday,0,0.9520000000000002
788,788,4,5,90,51,Wednesday,0,0.8819999999999999
789,789,4,6,110,69,Wednesday,0,0.7969999999999999
790,790,5,8,130,88,Wednesday,0,0.739
791,791,5,12,110,68,Wednesday,0,0.8089999999999999
792,792,6,7,80,41,Wednesday,0,0.9759999999999998
793,793,7,9,90,52,Wednesday,0,0.865
794,794,8,9,80,51,Wednesday,0,0.7839999999999999
795,795,9,11,110,71,Wednesday,0,0.7750000000000001
796,796,9,13,120,94,Wednesday,0,0.6387
797,797,10,11,140,82,Wednesday,0,0.8550000000000001
798,798,10,13,110,75,Wednesday,0,0.7329999999999999
799,799,11,12,90,50,Wednesday,0,0.9000000000000001
800,800,0,1,50,34,Wednesday,2,0.7350000000000001
801,801,0,2,100,54,Wednesday,2,0.9259999999999999
802,802,0,3,60,33,Wednesday,2,0.909
803,803,1,2,80,58,Wednesday,2,0.6899999999999998
804,804,1,7,80,54,Wednesday,2,0.7409999999999999
805,805,2,5,140,103,Wednesday,2,0.6799999999999999
806,806,3,4,90,70,Wednesday,2,0.6438999999999999
807,807,3,10,100,61,Wednesday,2,0.8200000000000001
808,808,4,5,70,45,Wednesday,2,0.7780000000000002
809,809,4,6,130,93,Wednesday,2,0.699
810,810,5,8,90,58,Wednesday,2,0.7759999999999999
811,811,5,12,100,61,Wednesday,2,0.8200000000000001
812,812,6,7,130,79,Wednesday,2,0.8219000000000001
813,813,7,9,90,66,Wednesday,2,0.6820000000000002
814,814,8,9,110,67,Wednesday,2,0.821
815,815,9,11,100,79,Wednesday,2,0.633
816,816,9,13,90,66,Wednesday,2,0.6820000000000002
817,817,10,11,110,76,Wednesday,2,0.7240000000000001
818,818,10,13,80,43,Wednesday,2,0.9299999999999999
819,819,11,12,70,38,Wednesday,2,0.9209999999999997
820,820,0,1,90,45,Wednesday,4,1.0
821,821,0,2,140,89,Wednesday,4,0.7878000000000001
822,822,0,3,80,49,Wednesday,4,0.8160000000000001
823,823,1,2,110,60,Wednesday,4,0.917
824,824,1,7,90,61,Wednesday,4,0.7379999999999999
825,825,2,5,100,59,Wednesday,4,0.8469999999999999
826,826,3,4,130,73,Wednesday,4,0.8899999999999999
827,827,3,10,60,32,Wednesday,4,0.9380000000000001
828,828,4,5,130,83,Wednesday,4,0.7829999999999998
829,829,4,6,60,43,Wednesday,4,0.6980000000000002
830,830,5,8,80,53,Wednesday,4,0.755
831,831,5,12,110,63,Wednesday,4,0.873
832,832,6,7,100,54,Wednesday,4,0.9259999999999999
833,833,7,9,130,72,Wednesday,4,0.9030000000000001
834,834,8,9,100,60,Wednesday,4,0.833
835,835,9,11,60,43,Wednesday,4,0.6980000000000002
836,836,9,13,140,95,Wednesday,4,0.737
837,837,10,11,80,60,Wednesday,4,0.6669999999999999
838,838,10,13,110,85,Wednesday,4,0.6470000000000001
839,839,11,12,60,39,Wednesday,4,0.769
840,840,0,1,80,58,Wednesday,6,0.6899999999999998
841,841,0,2,140,76,Wednesday,6,0.9209999999999999
842,842,0,3,100,64,Wednesday,6,0.7809999999999998
843,843,1,2,80,48,Wednesday,6,0.833
844,844,1,7,70,50,Wednesday,6,0.7000000000000001
845,845,2,5,130,79,Wednesday,6,0.8219000000000001
846,846,3,4,100,58,Wednesday,6,0.8619999999999999
847,847,3,10,100,54,Wednesday,6,0.9259999999999999
848,848,4,5,110,69,Wednesday,6,0.7969999999999999
849,849,4,6,70,53,Wednesday,6,0.66
850,850,5,8,70,38,Wednesday,6,0.9209999999999997
851,851,5,12,130,96,Wednesday,6,0.6770000000000002
852,852,6,7,80,51,Wednesday,6,0.7839999999999999
853,853,7,9,60,35,Wednesday,6,0.857
854,854,8,9,70,47,Wednesday,6,0.745
855,855,9,11,110,71,Wednesday,6,0.7750000000000001
856,856,9,13,80,48,Wednesday,6,0.833
857,857,10,11,80,48,Wednesday,6,0.833
858,858,10,13,50,25,Wednesday,6,1.0
859,859,11,12,50,30,Wednesday,6,0.833
860,860,0,1,60,38,Wednesday,8,0.7889999999999999
861,861,0,2,100,56,Wednesday,8,0.893
862,862,0,3,50,39,Wednesday,8,0.6409999999999999
863,863,1,2,100,52,Wednesday,8,0.962
864,864,1,7,100,63,Wednesday,8,0.7940000000000002
865,865,2,5,60,32,Wednesday,8,0.9380000000000001
866,866,3,4,70,39,Wednesday,8,0.8994000000000002
867,867,3,10,140,94,Wednesday,8,0.7442
868,868,4,5,110,69,Wednesday,8,0.7969999999999999
869,869,4,6,140,85,Wednesday,8,0.8249000000000001
870,870,5,8,80,41,Wednesday,8,0.9759999999999998
871,871,5,12,100,75,Wednesday,8,0.6669999999999999
872,872,6,7,130,78,Wednesday,8,0.8341000000000001
873,873,7,9,90,61,Wednesday,8,0.7379999999999999
874,874,8,9,70,41,Wednesday,8,0.8540000000000003
875,875,9,11,60,47,Wednesday,8,0.638
876,876,9,13,130,81,Wednesday,8,0.8019999999999998
877,877,10,11,80,47,Wednesday,8,0.851
878,878,10,13,60,38,Wednesday,8,0.7889999999999999
879,879,11,12,50,36,Wednesday,8,0.6940000000000001
880,880,0,1,80,62,Wednesday,10,0.645
881,881,0,2,50,46,Wednesday,10,0.543
882,882,0,3,130,98,Wednesday,10,0.663
883,883,1,2,100,74,Wednesday,10,0.676
884,884,1,7,120,99,Wednesday,10,0.606
885,885,2,5,120,86,Wednesday,10,0.6979999999999998
886,886,3,4,100,88,Wednesday,10,0.5679999999999998
887,887,3,10,90,88,Wednesday,10,0.511
888,888,4,5,80,66,Wednesday,10,0.606
889,889,4,6,80,66,Wednesday,10,0.606
890,890,5,8,60,42,Wednesday,10,0.7140000000000003
891,891,5,12,100,88,Wednesday,10,0.5679999999999998
892,892,6,7,120,114,Wednesday,10,0.5259999999999999
893,893,7,9,60,58,Wednesday,10,0.5170000000000001
894,894,8,9,140,113,Wednesday,10,0.6189999999999999
895,895,9,11,120,101,Wednesday,10,0.5934000000000001
896,896,9,13,140,112,Wednesday,10,0.6256
897,897,10,11,80,75,Wednesday,10,0.5329999999999998
898,898,10,13,70,68,Wednesday,10,0.5149999999999998
899,899,11,12,110,85,Wednesday,10,0.6470000000000001
900,900,0,1,90,77,Wednesday,12,0.5839999999999999
901,901,0,2,140,122,Wednesday,12,0.5744999999999998
902,902,0,3,130,109,Wednesday,12,0.5955
903,903,1,2,140,136,Wednesday,12,0.5149999999999999
904,904,1,7,80,63,Wednesday,12,0.6349999999999999
905,905,2,5,80,70,Wednesday,12,0.571
906,906,3,4,70,67,Wednesday,12,0.5220000000000001
907,907,3,10,90,71,Wednesday,12,0.6340000000000001
908,908,4,5,100,95,Wednesday,12,0.5259999999999999
909,909,4,6,50,43,Wednesday,12,0.5809999999999998
910,910,5,8,50,37,Wednesday,12,0.676
911,911,5,12,60,53,Wednesday,12,0.5660000000000001
912,912,6,7,60,54,Wednesday,12,0.556
913,913,7,9,110,92,Wednesday,12,0.5972999999999999
914,914,8,9,60,57,Wednesday,12,0.5259999999999999
915,915,9,11,100,87,Wednesday,12,0.5750000000000001
916,916,9,13,50,44,Wednesday,12,0.5679999999999998
917,917,10,11,100,72,Wednesday,12,0.6940000000000001
918,918,10,13,80,67,Wednesday,12,0.5970000000000001
919,919,11,12,110,98,Wednesday,12,0.5605
920,920,0,1,80,77,Wednesday,14,0.519
921,921,0,2,80,68,Wednesday,14,0.588
922,922,0,3,120,99,Wednesday,14,0.606
923,923,1,2,110,91,Wednesday,14,0.604
924,924,1,7,130,91,Wednesday,14,0.7133000000000002
925,925,2,5,100,72,Wednesday,14,0.6940000000000001
926,926,3,4,70,51,Wednesday,14,0.6859999999999999
927,927,3,10,130,105,Wednesday,14,0.6195999999999999
928,928,4,5,90,86,Wednesday,14,0.5218
929,929,4,6,110,105,Wednesday,14,0.524
930,930,5,8,120,103,Wednesday,14,0.5830000000000001
931,931,5,12,130,118,Wednesday,14,0.5520000000000002
932,932,6,7,140,139,Wednesday,14,0.5039999999999999
933,933,7,9,90,84,Wednesday,14,0.5359999999999999
934,934,8,9,60,47,Wednesday,14,0.638
935,935,9,11,140,139,Wednesday,14,0.5039999999999999
936,936,9,13,70,60,Wednesday,14,0.5830000000000001
937,937,10,11,130,119,Wednesday,14,0.5465000000000002
938,938,10,13,100,75,Wednesday,14,0.6669999999999999
939,939,11,12,50,48,Wednesday,14,0.521
940,940,0,1,120,108,Wednesday,16,0.5565
941,941,0,2,120,97,Wednesday,16,0.6195999999999999
942,942,0,3,90,74,Wednesday,16,0.6079999999999999
943,943,1,2,90,82,Wednesday,16,0.5489999999999998
944,944,1,7,100,73,Wednesday,16,0.6850000000000002
945,945,2,5,60,59,Wednesday,16,0.508
946,946,3,4,70,56,Wednesday,16,0.625
947,947,3,10,90,64,Wednesday,16,0.7030000000000002
948,948,4,5,130,108,Wednesday,16,0.604
949,949,4,6,110,107,Wednesday,16,0.5145000000000002
950,950,5,8,140,125,Wednesday,16,0.5605
951,951,5,12,120,119,Wednesday,16,0.5039999999999999
952,952,6,7,100,89,Wednesday,16,0.5620000000000002
953,953,7,9,120,105,Wednesday,16,0.571
954,954,8,9,50,46,Wednesday,16,0.543
955,955,9,11,140,118,Wednesday,16,0.593
956,956,9,13,50,49,Wednesday,16,0.5099999999999999
957,957,10,11,90,75,Wednesday,16,0.5999999999999999
958,958,10,13,90,83,Wednesday,16,0.5419999999999999
959,959,11,12,70,50,Wednesday,16,0.7000000000000001
960,960,0,1,70,65,Wednesday,18,0.538
961,961,0,2,120,96,Wednesday,18,0.6256999999999999
962,962,0,3,60,55,Wednesday,18,0.545
963,963,1,2,100,94,Wednesday,18,0.532
964,964,1,7,110,80,Wednesday,18,0.6879999999999998
965,965,2,5,130,106,Wednesday,18,0.6129999999999999
966,966,3,4,90,71,Wednesday,18,0.6340000000000001
967,967,3,10,130,95,Wednesday,18,0.684
968,968,4,5,100,89,Wednesday,18,0.5620000000000002
969,969,4,6,100,79,Wednesday,18,0.633
970,970,5,8,100,97,Wednesday,18,0.515
971,971,5,12,60,52,Wednesday,18,0.5770000000000001
972,972,6,7,110,90,Wednesday,18,0.6109999999999999
973,973,7,9,120,102,Wednesday,18,0.588
974,974,8,9,130,102,Wednesday,18,0.6376999999999999
975,975,9,11,110,104,Wednesday,18,0.529
976,976,9,13,120,110,Wednesday,18,0.545
977,977,10,11,140,136,Wednesday,18,0.5149999999999999
978,978,10,13,140,115,Wednesday,18,0.6094999999999999
979,979,11,12,70,53,Wednesday,18,0.66
980,980,0,1,100,77,Wednesday,20,0.6474
981,981,0,2,60,46,Wednesday,20,0.652
982,982,0,3,140,103,Wednesday,20,0.6799999999999999
983,983,1,2,100,72,Wednesday,20,0.6940000000000001
984,984,1,7,140,81,Wednesday,20,0.8640000000000001
985,985,2,5,120,93,Wednesday,20,0.645
986,986,3,4,140,71,Wednesday,20,0.9802000000000002
987,987,3,10,140,96,Wednesday,20,0.7290000000000001
988,988,4,5,140,89,Wednesday,20,0.787
989,989,4,6,90,51,Wednesday,20,0.8911999999999999
990,990,5,8,130,80,Wednesday,20,0.8164000000000001
991,991,5,12,120,73,Wednesday,20,0.8231999999999999
992,992,6,7,70,44,Wednesday,20,0.7933
993,993,7,9,100,55,Wednesday,20,0.909
994,994,8,9,110,81,Wednesday,20,0.6790000000000002
995,995,9,11,110,84,Wednesday,20,0.6566000000000002
996,996,9,13,90,53,Wednesday,20,0.849
997,997,10,11,140,98,Wednesday,20,0.7140000000000002
998,998,10,13,140,89,Wednesday,20,0.787
999,999,11,12,110,65,Wednesday,20,0.8472999999999999
1000,1000,0,1,60,35,Wednesday,22,0.857
1001,1001,0,2,110,71,Wednesday,22,0.7750000000000001
1002,1002,0,3,90,54,Wednesday,22,0.833
1003,1003,1,2,110,76,Wednesday,22,0.7268000000000001
1004,1004,1,7,60,43,Wednesday,22,0.6996000000000002
1005,1005,2,5,60,41,Wednesday,22,0.732
1006,1006,3,4,100,78,Wednesday,22,0.6409999999999999
1007,1007,3,10,120,71,Wednesday,22,0.8392999999999999
1008,1008,4,5,130,87,Wednesday,22,0.747
1009,1009,4,6,90,62,Wednesday,22,0.726
1010,1010,5,8,110,64,Wednesday,22,0.8632000000000002
1011,1011,5,12,90,66,Wednesday,22,0.6820000000000003
1012,1012,6,7,120,80,Wednesday,22,0.75
1013,1013,7,9,130,86,Wednesday,22,0.7578
1014,1014,8,9,70,38,Wednesday,22,0.9235
1015,1015,9,11,50,32,Wednesday,22,0.7809999999999998
1016,1016,9,13,140,104,Wednesday,22,0.6723999999999999
1017,1017,10,11,60,31,Wednesday,22,0.968
1018,1018,10,13,100,53,Wednesday,22,0.9429999999999998
1019,1019,11,12,60,35,Wednesday,22,0.857
1020,1020,0,1,110,58,Wednesday,24,0.9464000000000002
1021,1021,0,2,140,108,Wednesday,24,0.6491999999999999
1022,1022,0,3,100,76,Wednesday,24,0.6579999999999999
1023,1023,1,2,120,81,Wednesday,24,0.7400999999999998
1024,1024,1,7,130,83,Wednesday,24,0.783
1025,1025,2,5,90,57,Wednesday,24,0.7863999999999999
1026,1026,3,4,70,55,Wednesday,24,0.636
1027,1027,3,10,50,39,Wednesday,24,0.6409999999999999
1028,1028,4,5,100,60,Wednesday,24,0.833
1029,1029,4,6,60,37,Wednesday,24,0.8109999999999999
1030,1030,5,8,100,63,Wednesday,24,0.7939999999999999
1031,1031,5,12,110,83,Wednesday,24,0.663
1032,1032,6,7,70,49,Wednesday,24,0.7140000000000002
1033,1033,7,9,80,56,Wednesday,24,0.7140000000000002
1034,1034,8,9,90,50,Wednesday,24,0.9018
1035,1035,9,11,50,39,Wednesday,24,0.6409999999999999
1036,1036,9,13,60,41,Wednesday,24,0.7356
1037,1037,10,11,70,46,Wednesday,24,0.761
1038,1038,10,13,120,90,Wednesday,24,0.6677
1039,1039,11,12,100,68,Wednesday,24,0.7350000000000001
1040,1040,0,1,70,54,Thrusday,0,0.6479999999999999
1041,1041,0,2,140,90,Thrusday,0,0.7779999999999999
1042,1042,0,3,90,52,Thrusday,0,0.865
1043,1043,1,2,60,33,Thrusday,0,0.909
1044,1044,1,7,110,72,Thrusday,0,0.7640000000000001
1045,1045,2,5,80,54,Thrusday,0,0.7409999999999999
1046,1046,3,4,70,47,Thrusday,0,0.745
1047,1047,3,10,130,81,Thrusday,0,0.8019999999999998
1048,1048,4,5,50,25,Thrusday,0,1.0
1049,1049,4,6,80,62,Thrusday,0,0.6449999999999999
1050,1050,5,8,120,81,Thrusday,0,0.7409999999999999
1051,1051,5,12,70,49,Thrusday,0,0.7140000000000002
1052,1052,6,7,70,39,Thrusday,0,0.8994000000000002
1053,1053,7,9,140,103,Thrusday,0,0.6792999999999999
1054,1054,8,9,80,57,Thrusday,0,0.7020000000000001
1055,1055,9,11,130,77,Thrusday,0,0.8440000000000001
1056,1056,9,13,70,45,Thrusday,0,0.7780000000000002
1057,1057,10,11,130,75,Thrusday,0,0.867
