,ID,EP1,EP2,Bandwidth,PacketsFlowing(1Kb),DayOfTheWeek,TimeHour,LinkWeight
611,611,5,12,90,61,Tuesday,8,0.738
612,612,6,7,130,70,Tuesday,8,0.929
613,613,7,9,90,48,Tuesday,8,0.938
614,614,8,9,60,42,Tuesday,8,0.714
615,615,9,11,100,59,Tuesday,8,0.847
616,616,9,13,100,79,Tuesday,8,0.633
617,617,10,11,120,95,Tuesday,8,0.632
618,618,10,13,140,98,Tuesday,8,0.714
619,619,11,12,80,58,Tuesday,8,0.690
620,620,0,1,70,57,Tuesday,10,0.614
621,621,0,2,50,43,Tuesday,10,0.581
622,622,0,3,50,46,Tuesday,10,0.543
623,623,1,2,110,85,Tuesday,10,0.647
624,624,1,7,80,71,Tuesday,10,0.563
625,625,2,5,50,35,Tuesday,10,0.714
626,626,3,4,50,47,Tuesday,10,0.532
627,627,3,10,80,69,Tuesday,10,0.580
628,628,4,5,80,72,Tuesday,10,0.556
629,629,4,6,140,113,Tuesday,10,0.619
630,630,5,8,90,64,Tuesday,10,0.703
631,631,5,12,130,106,Tuesday,10,0.613
632,632,6,7,50,46,Tuesday,10,0.543
633,633,7,9,110,99,Tuesday,10,0.556
634,634,8,9,50,43,Tuesday,10,0.581
635,635,9,11,90,77,Tuesday,10,0.584
636,636,9,13,120,90,Tuesday,10,0.667
637,637,10,11,60,53,Tuesday,10,0.566
638,638,10,13,140,131,Tuesday,10,0.534
639,639,11,12,90,85,Tuesday,10,0.529
640,640,0,1,140,136,Tuesday,12,0.515
641,641,0,2,110,101,Tuesday,12,0.545
642,642,0,3,90,68,Tuesday,12,0.662
643,643,1,2,140,102,Tuesday,12,0.686
644,644,1,7,120,87,Tuesday,12,0.690
645,645,2,5,80,72,Tuesday,12,0.556
646,646,3,4,140,122,Tuesday,12,0.574
647,647,3,10,60,58,Tuesday,12,0.517
648,648,4,5,90,89,Tuesday,12,0.506
649,649,4,6,130,114,Tuesday,12,0.570
650,650,5,8,110,85,Tuesday,12,0.647
651,651,5,12,120,106,Tuesday,12,0.566
652,652,6,7,60,57,Tuesday,12,0.526
653,653,7,9,50,44,Tuesday,12,0.568
654,654,8,9,140,111,Tuesday,12,0.631
655,655,9,11,140,127,Tuesday,12,0.551
656,656,9,13,50,35,Tuesday,12,0.714
657,657,10,11,60,45,Tuesday,12,0.667
658,658,10,13,100,98,Tuesday,12,0.510
659,659,11,12,70,60,Tuesday,12,0.583
660,660,0,1,100,78,Tuesday,14,0.641
661,661,0,2,90,78,Tuesday,14,0.577
662,662,0,3,70,52,Tuesday,14,0.673
663,663,1,2,90,71,Tuesday,14,0.634
664,664,1,7,50,45,Tuesday,14,0.556
665,665,2,5,90,75,Tuesday,14,0.600
666,666,3,4,70,69,Tuesday,14,0.507
667,667,3,10,80,78,Tuesday,14,0.513
668,668,4,5,90,81,Tuesday,14,0.556
669,669,4,6,120,95,Tuesday,14,0.632
670,670,5,8,140,106,Tuesday,14,0.660
671,671,5,12,140,101,Tuesday,14,0.693
672,672,6,7,100,87,Tuesday,14,0.575
673,673,7,9,60,42,Tuesday,14,0.714
674,674,8,9,120,86,Tuesday,14,0.698
675,675,9,11,140,129,Tuesday,14,0.543
676,676,9,13,50,35,Tuesday,14,0.714
677,677,10,11,140,124,Tuesday,14,0.565
678,678,10,13,60,55,Tuesday,14,0.545
679,679,11,12,130,119,Tuesday,14,0.546
680,680,0,1,140,134,Tuesday,16,0.522
681,681,0,2,80,73,Tuesday,16,0.548
682,682,0,3,60,44,Tuesday,16,0.682
683,683,1,2,140,103,Tuesday,16,0.680
684,684,1,7,50,36,Tuesday,16,0.694
685,685,2,5,120,103,Tuesday,16,0.583
686,686,3,4,130,125,Tuesday,16,0.520
687,687,3,10,60,50,Tuesday,16,0.600
688,688,4,5,60,54,Tuesday,16,0.556
689,689,4,6,90,71,Tuesday,16,0.634
690,690,5,8,120,103,Tuesday,16,0.583
691,691,5,12,90,63,Tuesday,16,0.714
692,692,6,7,100,86,Tuesday,16,0.581
693,693,7,9,120,113,Tuesday,16,0.531
694,694,8,9,110,86,Tuesday,16,0.640
695,695,9,11,80,64,Tuesday,16,0.625
696,696,9,13,100,89,Tuesday,16,0.562
697,697,10,11,80,70,Tuesday,16,0.571
698,698,10,13,60,46,Tuesday,16,0.652
699,699,11,12,100,72,Tuesday,16,0.694
700,700,0,1,110,105,Tuesday,18,0.524
701,701,0,2,140,131,Tuesday,18,0.534
702,702,0,3,110,88,Tuesday,18,0.625
703,703,1,2,80,60,Tuesday,18,0.667
704,704,1,7,120,94,Tuesday,18,0.638
705,705,2,5,130,119,Tuesday,18,0.546
706,706,3,4,140,120,Tuesday,18,0.583
707,707,3,10,50,37,Tuesday,18,0.676
708,708,4,5,110,94,Tuesday,18,0.585
709,709,4,6,140,129,Tuesday,18,0.543
710,710,5,8,130,125,Tuesday,18,0.520
711,711,5,12,80,73,Tuesday,18,0.548
712,712,6,7,80,77,Tuesday,18,0.519
713,713,7,9,70,62,Tuesday,18,0.565
714,714,8,9,130,107,Tuesday,18,0.607
715,715,9,11,100,79,Tuesday,18,0.633
716,716,9,13,140,104,Tuesday,18,0.673
717,717,10,11,80,64,Tuesday,18,0.625
718,718,10,13,110,99,Tuesday,18,0.556
719,719,11,12,130,107,Tuesday,18,0.607
720,720,0,1,120,65,Tuesday,20,0.923
721,721,0,2,60,33,Tuesday,20,0.909
722,722,0,3,100,53,Tuesday,20,0.943
723,723,1,2,60,39,Tuesday,20,0.769
724,724,1,7,140,81,Tuesday,20,0.864
725,725,2,5,50,37,Tuesday,20,0.676
726,726,3,4,130,89,Tuesday,20,0.730
727,727,3,10,70,55,Tuesday,20,0.636
728,728,4,5,100,73,Tuesday,20,0.685
729,729,4,6,90,48,Tuesday,20,0.938
730,730,5,8,110,76,Tuesday,20,0.724
731,731,5,12,60,39,Tuesday,20,0.769
732,732,6,7,60,39,Tuesday,20,0.769
733,733,7,9,100,63,Tuesday,20,0.794
734,734,8,9,110,59,Tuesday,20,0.932
735,735,9,11,60,39,Tuesday,20,0.769
736,736,9,13,60,35,Tuesday,20,0.857
737,737,10,11,50,26,Tuesday,20,0.962
738,738,10,13,130,91,Tuesday,20,0.714
739,739,11,12,60,44,Tuesday,20,0.682
740,740,0,1,110,59,Tuesday,22,0.932
741,741,0,2,80,53,Tuesday,22,0.755
742,742,0,3,50,34,Tuesday,22,0.735
743,743,1,2,130,83,Tuesday,22,0.783
744,744,1,7,60,46,Tuesday,22,0.652
745,745,2,5,100,79,Tuesday,22,0.633
746,746,3,4,100,52,Tuesday,22,0.962
747,747,3,10,120,84,Tuesday,22,0.714
748,748,4,5,60,35,Tuesday,22,0.857
749,749,4,6,80,43,Tuesday,22,0.930
750,750,5,8,140,104,Tuesday,22,0.673
751,751,5,12,60,32,Tuesday,22,0.938
752,752,6,7,130,89,Tuesday,22,0.730
753,753,7,9,110,62,Tuesday,22,0.887
754,754,8,9,90,54,Tuesday,22,0.833
755,755,9,11,130,94,Tuesday,22,0.691
756,756,9,13,110,57,Tuesday,22,0.965
757,757,10,11,80,56,Tuesday,22,0.714
758,758,10,13,70,47,Tuesday,22,0.745
759,759,11,12,70,41,Tuesday,22,0.854
760,760,0,1,100,78,Tuesday,24,0.641
761,761,0,2,130,69,Tuesday,24,0.942
762,762,0,3,70,44,Tuesday,24,0.795
763,763,1,2,50,38,Tuesday,24,0.658
764,764,1,7,120,79,Tuesday,24,0.759
765,765,2,5,120,95,Tuesday,24,0.632
766,766,3,4,140,110,Tuesday,24,0.636
767,767,3,10,130,81,Tuesday,24,0.802
768,768,4,5,90,50,Tuesday,24,0.900
769,769,4,6,90,59,Tuesday,24,0.763
770,770,5,8,120,85,Tuesday,24,0.706
771,771,5,12,140,76,Tuesday,24,0.921
772,772,6,7,70,54,Tuesday,24,0.648
773,773,7,9,80,54,Tuesday,24,0.741
774,774,8,9,60,44,Tuesday,24,0.682
775,775,9,11,80,44,Tuesday,24,0.909
776,776,9,13,80,45,Tuesday,24,0.889
777,777,10,11,60,44,Tuesday,24,0.682
778,778,10,13,90,64,Tuesday,24,0.703
779,779,11,12,120,70,Tuesday,24,0.857
780,780,0,1,120,66,Wednesday,0,0.909
781,781,0,2,90,63,Wednesday,0,0.714
782,782,0,3,90,65,Wednesday,0,0.692
783,783,1,2,100,72,Wednesday,0,0.694
784,784,1,7,50,33,Wednesday,0,0.758
785,785,2,5,130,72,Wednesday,0,0.903
786,786,3,4,80,40,Wednesday,0,1.000
787,787,3,10,100,68,Wednesday,0,0.735
788,788,4,5,140,100,Wednesday,0,0.700
789,789,4,6,120,93,Wednesday,0,0.645
790,790,5,8,140,88,Wednesday,0,0.795
791,791,5,12,140,91,Wednesday,0,0.769
792,792,6,7,50,39,Wednesday,0,0.641
793,793,7,9,90,49,Wednesday,0,0.918
794,794,8,9,130,91,Wednesday,0,0.714
795,795,9,11,90,58,Wednesday,0,0.776
796,796,9,13,100,74,Wednesday,0,0.676
797,797,10,11,70,44,Wednesday,0,0.795
798,798,10,13,80,63,Wednesday,0,0.635
799,799,11,12,50,25,Wednesday,0,1.000
800,800,0,1,120,70,Wednesday,2,0.857
801,801,0,2,90,58,Wednesday,2,0.776
802,802,0,3,90,58,Wednesday,2,0.776
803,803,1,2,140,99,Wednesday,2,0.707
804,804,1,7,100,79,Wednesday,2,0.633
805,805,2,5,130,97,Wednesday,2,0.670
806,806,3,4,100,72,Wednesday,2,0.694
807,807,3,10,140,70,Wednesday,2,1.000
808,808,4,5,70,53,Wednesday,2,0.660
809,809,4,6,120,60,Wednesday,2,1.000
810,810,5,8,130,95,Wednesday,2,0.684
811,811,5,12,120,83,Wednesday,2,0.723
812,812,6,7,50,28,Wednesday,2,0.893
813,813,7,9,130,65,Wednesday,2,1.000
814,814,8,9,120,67,Wednesday,2,0.896
815,815,9,11,80,45,Wednesday,2,0.889
816,816,9,13,70,51,Wednesday,2,0.686
817,817,10,11,80,61,Wednesday,2,0.656
818,818,10,13,110,61,Wednesday,2,0.902
819,819,11,12,110,81,Wednesday,2,0.679
820,820,0,1,80,60,Wednesday,4,0.667
821,821,0,2,90,45,Wednesday,4,1.000
822,822,0,3,80,61,Wednesday,4,0.656
823,823,1,2,80,58,Wednesday,4,0.690
824,824,1,7,60,46,Wednesday,4,0.652
825,825,2,5,100,63,Wednesday,4,0.794
826,826,3,4,140,89,Wednesday,4,0.787
827,827,3,10,80,63,Wednesday,4,0.635
828,828,4,5,60,41,Wednesday,4,0.732
829,829,4,6,130,103,Wednesday,4,0.631
830,830,5,8,130,93,Wednesday,4,0.699
831,831,5,12,50,39,Wednesday,4,0.641
832,832,6,7,90,61,Wednesday,4,0.738
833,833,7,9,50,27,Wednesday,4,0.926
834,834,8,9,110,58,Wednesday,4,0.948
835,835,9,11,120,60,Wednesday,4,1.000
836,836,9,13,80,46,Wednesday,4,0.870
837,837,10,11,60,35,Wednesday,4,0.857
838,838,10,13,120,88,Wednesday,4,0.682
839,839,11,12,120,90,Wednesday,4,0.667
840,840,0,1,90,61,Wednesday,6,0.738
841,841,0,2,60,30,Wednesday,6,1.000
842,842,0,3,140,109,Wednesday,6,0.642
843,843,1,2,120,73,Wednesday,6,0.822
844,844,1,7,50,35,Wednesday,6,0.714
845,845,2,5,120,92,Wednesday,6,0.652
846,846,3,4,80,42,Wednesday,6,0.952
847,847,3,10,100,56,Wednesday,6,0.893
848,848,4,5,60,47,Wednesday,6,0.638
849,849,4,6,100,78,Wednesday,6,0.641
850,850,5,8,60,35,Wednesday,6,0.857
851,851,5,12,80,52,Wednesday,6,0.769
852,852,6,7,50,25,Wednesday,6,1.000
853,853,7,9,110,58,Wednesday,6,0.948
854,854,8,9,90,51,Wednesday,6,0.882
855,855,9,11,110,80,Wednesday,6,0.688
856,856,9,13,70,38,Wednesday,6,0.921
857,857,10,11,110,67,Wednesday,6,0.821
858,858,10,13,80,44,Wednesday,6,0.909
859,859,11,12,110,83,Wednesday,6,0.663
860,860,0,1,70,48,Wednesday,8,0.729
861,861,0,2,50,29,Wednesday,8,0.862
862,862,0,3,120,93,Wednesday,8,0.645
863,863,1,2,80,62,Wednesday,8,0.645
864,864,1,7,90,69,Wednesday,8,0.652
865,865,2,5,60,37,Wednesday,8,0.811
866,866,3,4,110,81,Wednesday,8,0.679
867,867,3,10,130,93,Wednesday,8,0.699
868,868,4,5,80,46,Wednesday,8,0.870
869,869,4,6,100,68,Wednesday,8,0.735
870,870,5,8,90,67,Wednesday,8,0.672
871,871,5,12,50,28,Wednesday,8,0.893
872,872,6,7,130,75,Wednesday,8,0.867
873,873,7,9,100,70,Wednesday,8,0.714
874,874,8,9,60,43,Wednesday,8,0.698
875,875,9,11,100,76,Wednesday,8,0.658
876,876,9,13,70,55,Wednesday,8,0.636
877,877,10,11,90,50,Wednesday,8,0.900
878,878,10,13,50,33,Wednesday,8,0.758
879,879,11,12,70,48,Wednesday,8,0.729
880,880,0,1,60,42,Wednesday,10,0.714
881,881,0,2,130,120,Wednesday,10,0.542
882,882,0,3,100,93,Wednesday,10,0.538
883,883,1,2,60,57,Wednesday,10,0.526
884,884,1,7,70,60,Wednesday,10,0.583
885,885,2,5,50,35,Wednesday,10,0.714
886,886,3,4,140,121,Wednesday,10,0.579
887,887,3,10,120,100,Wednesday,10,0.600
888,888,4,5,140,126,Wednesday,10,0.556
889,889,4,6,100,89,Wednesday,10,0.562
890,890,5,8,130,117,Wednesday,10,0.556
891,891,5,12,70,61,Wednesday,10,0.574
892,892,6,7,110,105,Wednesday,10,0.524
893,893,7,9,50,38,Wednesday,10,0.658
894,894,8,9,120,102,Wednesday,10,0.588
895,895,9,11,60,58,Wednesday,10,0.517
896,896,9,13,60,59,Wednesday,10,0.508
897,897,10,11,120,98,Wednesday,10,0.612
898,898,10,13,60,52,Wednesday,10,0.577
899,899,11,12,60,44,Wednesday,10,0.682
900,900,0,1,100,83,Wednesday,12,0.602
901,901,0,2,70,59,Wednesday,12,0.593
902,902,0,3,100,97,Wednesday,12,0.515
903,903,1,2,50,39,Wednesday,12,0.641
904,904,1,7,60,58,Wednesday,12,0.517
905,905,2,5,60,44,Wednesday,12,0.682
906,906,3,4,50,42,Wednesday,12,0.595
907,907,3,10,130,121,Wednesday,12,0.537
908,908,4,5,80,70,Wednesday,12,0.571
909,909,4,6,90,67,Wednesday,12,0.672
910,910,5,8,110,94,Wednesday,12,0.585
911,911,5,12,140,126,Wednesday,12,0.556
912,912,6,7,140,102,Wednesday,12,0.686
913,913,7,9,130,106,Wednesday,12,0.613
914,914,8,9,90,89,Wednesday,12,0.506
915,915,9,11,60,51,Wednesday,12,0.588
916,916,9,13,60,54,Wednesday,12,0.556
917,917,10,11,90,76,Wednesday,12,0.592
918,918,10,13,60,47,Wednesday,12,0.638
919,919,11,12,100,90,Wednesday,12,0.556
920,920,0,1,110,82,Wednesday,14,0.671
921,921,0,2,100,97,Wednesday,14,0.515
922,922,0,3,80,67,Wednesday,14,0.597
923,923,1,2,60,56,Wednesday,14,0.536
924,924,1,7,100,73,Wednesday,14,0.685
925,925,2,5,120,104,Wednesday,14,0.577
926,926,3,4,50,45,Wednesday,14,0.556
927,927,3,10,120,87,Wednesday,14,0.690
928,928,4,5,140,112,Wednesday,14,0.625
929,929,4,6,90,72,Wednesday,14,0.625
930,930,5,8,90,77,Wednesday,14,0.584
931,931,5,12,130,124,Wednesday,14,0.524
932,932,6,7,100,86,Wednesday,14,0.581
933,933,7,9,130,96,Wednesday,14,0.677
934,934,8,9,130,127,Wednesday,14,0.512
935,935,9,11,120,110,Wednesday,14,0.545
936,936,9,13,80,75,Wednesday,14,0.533
937,937,10,11,110,104,Wednesday,14,0.529
938,938,10,13,60,46,Wednesday,14,0.652
939,939,11,12,60,56,Wednesday,14,0.536
940,940,0,1,100,98,Wednesday,16,0.510
941,941,0,2,50,39,Wednesday,16,0.641
942,942,0,3,100,83,Wednesday,16,0.602
943,943,1,2,140,135,Wednesday,16,0.519
944,944,1,7,60,47,Wednesday,16,0.638
945,945,2,5,50,42,Wednesday,16,0.595
946,946,3,4,70,58,Wednesday,16,0.603
947,947,3,10,50,44,Wednesday,16,0.568
948,948,4,5,60,43,Wednesday,16,0.698
949,949,4,6,60,44,Wednesday,16,0.682
950,950,5,8,90,83,Wednesday,16,0.542
951,951,5,12,90,72,Wednesday,16,0.625
952,952,6,7,110,91,Wednesday,16,0.604
953,953,7,9,50,41,Wednesday,16,0.610
954,954,8,9,120,102,Wednesday,16,0.588
955,955,9,11,70,59,Wednesday,16,0.593
956,956,9,13,130,123,Wednesday,16,0.528
957,957,10,11,140,123,Wednesday,16,0.569
958,958,10,13,120,113,Wednesday,16,0.531
959,959,11,12,50,37,Wednesday,16,0.676
960,960,0,1,100,85,Wednesday,18,0.588
961,961,0,2,100,97,Wednesday,18,0.515
962,962,0,3,140,103,Wednesday,18,0.680
963,963,1,2,60,56,Wednesday,18,0.536
964,964,1,7,90,74,Wednesday,18,0.608
965,965,2,5,100,90,Wednesday,18,0.556
966,966,3,4,60,54,Wednesday,18,0.556
967,967,3,10,110,105,Wednesday,18,0.524
968,968,4,5,90,67,Wednesday,18,0.672
969,969,4,6,70,66,Wednesday,18,0.530
970,970,5,8,120,106,Wednesday,18,0.566
971,971,5,12,90,68,Wednesday,18,0.662
972,972,6,7,70,62,Wednesday,18,0.565
973,973,7,9,50,49,Wednesday,18,0.510
974,974,8,9,110,97,Wednesday,18,0.567
975,975,9,11,90,69,Wednesday,18,0.652
976,976,9,13,140,107,Wednesday,18,0.654
977,977,10,11,110,106,Wednesday,18,0.519
978,978,10,13,60,51,Wednesday,18,0.588
979,979,11,12,110,79,Wednesday,18,0.696
980,980,0,1,80,46,Wednesday,20,0.870
981,981,0,2,110,70,Wednesday,20,0.786
982,982,0,3,120,92,Wednesday,20,0.652
983,983,1,2,50,39,Wednesday,20,0.641
984,984,1,7,60,47,Wednesday,20,0.638
985,985,2,5,90,48,Wednesday,20,0.938
986,986,3,4,100,60,Wednesday,20,0.833
987,987,3,10,140,92,Wednesday,20,0.761
988,988,4,5,70,35,Wednesday,20,1.000
989,989,4,6,50,28,Wednesday,20,0.893
990,990,5,8,120,62,Wednesday,20,0.968
991,991,5,12,90,60,Wednesday,20,0.750
992,992,6,7,130,78,Wednesday,20,0.833
993,993,7,9,50,39,Wednesday,20,0.641
994,994,8,9,80,50,Wednesday,20,0.800
995,995,9,11,100,57,Wednesday,20,0.877
996,996,9,13,100,64,Wednesday,20,0.781
997,997,10,11,50,25,Wednesday,20,1.000
998,998,10,13,60,36,Wednesday,20,0.833
999,999,11,12,60,39,Wednesday,20,0.769
1000,1000,0,1,60,37,Wednesday,22,0.811
1001,1001,0,2,60,33,Wednesday,22,0.909
1002,1002,0,3,140,92,Wednesday,22,0.761
1003,1003,1,2,100,58,Wednesday,22,0.862
1004,1004,1,7,110,65,Wednesday,22,0.846
1005,1005,2,5,90,54,Wednesday,22,0.833
1006,1006,3,4,60,42,Wednesday,22,0.714
1007,1007,3,10,70,42,Wednesday,22,0.833
1008,1008,4,5,120,60,Wednesday,22,1.000
1009,1009,4,6,90,60,Wednesday,22,0.750
1010,1010,5,8,80,41,Wednesday,22,0.976
1011,1011,5,12,130,78,Wednesday,22,0.833
1012,1012,6,7,110,61,Wednesday,22,0.902
1013,1013,7,9,90,60,Wednesday,22,0.750
1014,1014,8,9,50,36,Wednesday,22,0.694
1015,1015,9,11,90,45,Wednesday,22,1.000
1016,1016,9,13,120,69,Wednesday,22,0.870
1017,1017,10,11,60,32,Wednesday,22,0.938
1018,1018,10,13,80,50,Wednesday,22,0.800
1019,1019,11,12,100,57,Wednesday,22,0.877
1020,1020,0,1,140,101,Wednesday,24,0.693
1021,1021,0,2,50,38,Wednesday,24,0.658
1022,1022,0,3,50,34,Wednesday,24,0.735
1023,1023,1,2,100,66,Wednesday,24,0.758
1024,1024,1,7,110,77,Wednesday,24,0.714
1025,1025,2,5,100,58,Wednesday,24,0.862
1026,1026,3,4,80,58,Wednesday,24,0.690
1027,1027,3,10,90,59,Wednesday,24,0.763
1028,1028,4,5,70,35,Wednesday,24,1.000
1029,1029,4,6,140,107,Wednesday,24,0.654
1030,1030,5,8,80,47,Wednesday,24,0.851
1031,1031,5,12,50,34,Wednesday,24,0.735
1032,1032,6,7,90,47,Wednesday,24,0.957
1033,1033,7,9,80,47,Wednesday,24,0.851
1034,1034,8,9,80,52,Wednesday,24,0.769
1035,1035,9,11,140,83,Wednesday,24,0.843
1036,1036,9,13,90,71,Wednesday,24,0.634
1037,1037,10,11,70,41,Wednesday,24,0.854
1038,1038,10,13,70,38,Wednesday,24,0.921
1039,1039,11,12,140,107,Wednesday,24,0.654
1040,1040,0,1,140,108,Thrusday,0,0.648
1041,1041,0,2,120,74,Thrusday,0,0.811
1042,1042,0,3,120,79,Thrusday,0,0.759
1043,1043,1,2,90,47,Thrusday,0,0.957
1044,1044,1,7,140,81,Thrusday,0,0.864
1045,1045,2,5,140,99,Thrusday,0,0.707
1046,1046,3,4,130,71,Thrusday,0,0.915
1047,1047,3,10,100,68,Thrusday,0,0.735
1048,1048,4,5,120,93,Thrusday,0,0.645
1049,1049,4,6,50,29,Thrusday,0,0.862
1050,1050,5,8,50,33,Thrusday,0,0.758
1051,1051,5,12,70,54,Thrusday,0,0.648
1052,1052,6,7,70,55,Thrusday,0,0.636
1053,1053,7,9,90,57,Thrusday,0,0.789
1054,1054,8,9,90,71,Thrusday,0,0.634
1055,1055,9,11,120,81,Thrusday,0,0.741
1056,1056,9,13,70,41,Thrusday,0,0.854
1057,1057,10,11,120,95,Thrusday,0,0.632
1058,1058,10,13,130,77,Thrusday,0,0.844
1059,1059,11,12,60,30,Thrusday,0,1.000
1060,1060,0,1,120,71,Thrusday,2,0.845
1061,1061,0,2,90,62,Thrusday,2,0.726
1062,1062,0,3,50,28,Thrusday,2,0.893
1063,1063,1,2,90,67,Thrusday,2,0.672
1064,1064,1,7,70,43,Thrusday,2,0.814
1065,1065,2,5,110,72,Thrusday,2,0.764
1066,1066,3,4,60,41,Thrusday,2,0.732
1067,1067,3,10,90,67,Thrusday,2,0.672
1068,1068,4,5,60,37,Thrusday,2,0.811
1069,1069,4,6,50,34,Thrusday,2,0.735
1070,1070,5,8,80,48,Thrusday,2,0.833
1071,1071,5,12,110,83,Thrusday,2,0.663
1072,1072,6,7,90,47,Thrusday,2,0.957
1073,1073,7,9,120,85,Thrusday,2,0.706
1074,1074,8,9,120,69,Thrusday,2,0.870
1075,1075,9,11,110,85,Thrusday,2,0.647
1076,1076,9,13,130,68,Thrusday,2,0.956
1077,1077,10,11,110,57,Thrusday,2,0.965
1078,1078,10,13,80,56,Thrusday,2,0.714
1079,1079,11,12,90,55,Thrusday,2,0.818
1080,1080,0,1,130,76,Thrusday,4,0.855
1081,1081,0,2,100,63,Thrusday,4,0.794
1082,1082,0,3,140,109,Thrusday,4,0.642
1083,1083,1,2,70,47,Thrusday,4,0.745
1084,1084,1,7,80,58,Thrusday,4,0.690
1085,1085,2,5,140,109,Thrusday,4,0.642
1086,1086,3,4,50,29,Thrusday,4,0.862
1087,1087,3,10,80,53,Thrusday,4,0.755
1088,1088,4,5,120,90,Thrusday,4,0.667
1089,1089,4,6,130,76,Thrusday,4,0.855
1090,1090,5,8,120,90,Thrusday,4,0.667
1091,1091,5,12,120,88,Thrusday,4,0.682
1092,1092,6,7,140,85,Thrusday,4,0.824
1093,1093,7,9,80,50,Thrusday,4,0.800
1094,1094,8,9,80,44,Thrusday,4,0.909
1095,1095,9,11,60,33,Thrusday,4,0.909
1096,1096,9,13,120,89,Thrusday,4,0.674
1097,1097,10,11,130,65,Thrusday,4,1.000
1098,1098,10,13,70,35,Thrusday,4,1.000
1099,1099,11,12,120,68,Thrusday,4,0.882
1100,1100,0,1,60,31,Thrusday,6,0.968
1101,1101,0,2,60,43,Thrusday,6,0.698
1102,1102,0,3,120,71,Thrusday,6,0.845
1103,1103,1,2,60,30,Thrusday,6,1.000
1104,1104,1,7,100,75,Thrusday,6,0.667
1105,1105,2,5,110,76,Thrusday,6,0.724
1106,1106,3,4,80,45,Thrusday,6,0.889
1107,1107,3,10,120,92,Thrusday,6,0.652
1108,1108,4,5,120,95,Thrusday,6,0.632
1109,1109,4,6,100,51,Thrusday,6,0.980
1110,1110,5,8,140,90,Thrusday,6,0.778
1111,1111,5,12,50,32,Thrusday,6,0.781
1112,1112,6,7,50,28,Thrusday,6,0.893
1113,1113,7,9,80,57,Thrusday,6,0.702
1114,1114,8,9,90,53,Thrusday,6,0.849
1115,1115,9,11,90,52,Thrusday,6,0.865
1116,1116,9,13,80,54,Thrusday,6,0.741
1117,1117,10,11,60,45,Thrusday,6,0.667
1118,1118,10,13,120,74,Thrusday,6,0.811
1119,1119,11,12,100,63,Thrusday,6,0.794
1120,1120,0,1,90,51,Thrusday,8,0.882
1121,1121,0,2,100,63,Thrusday,8,0.794
1122,1122,0,3,50,30,Thrusday,8,0.833
1123,1123,1,2,60,34,Thrusday,8,0.882
1124,1124,1,7,80,50,Thrusday,8,0.800
1125,1125,2,5,90,69,Thrusday,8,0.652
1126,1126,3,4,80,51,Thrusday,8,0.784
1127,1127,3,10,80,49,Thrusday,8,0.816
1128,1128,4,5,60,47,Thrusday,8,0.638
1129,1129,4,6,120,76,Thrusday,8,0.789
1130,1130,5,8,60,47,Thrusday,8,0.638
1131,1131,5,12,130,82,Thrusday,8,0.793
1132,1132,6,7,50,27,Thrusday,8,0.926
1133,1133,7,9,60,33,Thrusday,8,0.909
1134,1134,8,9,120,79,Thrusday,8,0.759
1135,1135,9,11,70,52,Thrusday,8,0.673
1136,1136,9,13,80,50,Thrusday,8,0.800
1137,1137,10,11,100,55,Thrusday,8,0.909
1138,1138,10,13,50,31,Thrusday,8,0.806
1139,1139,11,12,110,79,Thrusday,8,0.696
1140,1140,0,1,50,36,Thrusday,10,0.694
1141,1141,0,2,90,89,Thrusday,10,0.506
1142,1142,0,3,130,116,Thrusday,10,0.560
1143,1143,1,2,60,45,Thrusday,10,0.667
1144,1144,1,7,50,40,Thrusday,10,0.625
1145,1145,2,5,90,80,Thrusday,10,0.562
1146,1146,3,4,120,92,Thrusday,10,0.652
1147,1147,3,10,70,60,Thrusday,10,0.583
1148,1148,4,5,130,110,Thrusday,10,0.591
1149,1149,4,6,90,65,Thrusday,10,0.692
1150,1150,5,8,110,104,Thrusday,10,0.529
1151,1151,5,12,130,91,Thrusday,10,0.714
1152,1152,6,7,120,114,Thrusday,10,0.526
1153,1153,7,9,90,86,Thrusday,10,0.523
1154,1154,8,9,120,90,Thrusday,10,0.667
1155,1155,9,11,90,79,Thrusday,10,0.570
1156,1156,9,13,60,49,Thrusday,10,0.612
1157,1157,10,11,110,84,Thrusday,10,0.655
1158,1158,10,13,60,49,Thrusday,10,0.612
1159,1159,11,12,130,115,Thrusday,10,0.565
1160,1160,0,1,130,103,Thrusday,12,0.631
1161,1161,0,2,120,117,Thrusday,12,0.513
1162,1162,0,3,130,114,Thrusday,12,0.570
1163,1163,1,2,80,60,Thrusday,12,0.667
1164,1164,1,7,50,35,Thrusday,12,0.714
1165,1165,2,5,60,54,Thrusday,12,0.556
1166,1166,3,4,110,77,Thrusday,12,0.714
1167,1167,3,10,120,105,Thrusday,12,0.571
1168,1168,4,5,130,105,Thrusday,12,0.619
1169,1169,4,6,100,98,Thrusday,12,0.510
1170,1170,5,8,120,100,Thrusday,12,0.600
1171,1171,5,12,80,63,Thrusday,12,0.635
1172,1172,6,7,120,114,Thrusday,12,0.526
1173,1173,7,9,90,65,Thrusday,12,0.692
1174,1174,8,9,90,65,Thrusday,12,0.692
1175,1175,9,11,140,135,Thrusday,12,0.519
1176,1176,9,13,130,109,Thrusday,12,0.596
